"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CH%","CHv","XX%","wFB","wSL","wCH","wFB/C","wSL/C","wCH/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","GSv2","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxSI%","pfxSL%","pfxCH%","pfxvFA","pfxvSI","pfxvSL","pfxvCH","pfxFA-X","pfxSI-X","pfxSL-X","pfxCH-X","pfxFA-Z","pfxSI-Z","pfxSL-Z","pfxCH-Z","pfxwFA","pfxwSI","pfxwSL","pfxwCH","pfxwFA/C","pfxwSI/C","pfxwSL/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piFA%","piFC%","piSI%","piSL%","pivCH","pivFA","pivFC","pivSI","pivSL","piCH-X","piFA-X","piFC-X","piSI-X","piSL-X","piCH-Z","piFA-Z","piFC-Z","piSI-Z","piSL-Z","piwCH","piwFA","piwFC","piwSI","piwSL","piwCH/C","piwFA/C","piwFC/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Jose Butto",23313,"2024-09-27","@MIL",25,2024,"NYM","A",26,0,0,0,1,0,0,0,0,0,0,0,1.1,4,0,0,0,0,0,0,0,0,0,2,13.5000032186516,0,0,2,0,0,0,2,0,0,0,0,0,0.5,0,0.5,1.65247908401489,0,0,0,0,1,0.166479063033887,-0.166479063033887,2.43449221310316,0,5.84818708068558,60.6207492086641,0,0,0,1,0,0,0,0,7,11,18,0.0278020408004522,0,0.0278020408004522,0.998000025749207,0.102516695857048,0.259200006723404,0.328999996185303,0.548600018024445,0.159400001168251,1,1,0.105941370129585,0.00131958696645444,0,0,0.66666667,95.83333333,0.33333333,86.5,NA,NA,NA,0.849732637405396,0.18874879181385,NA,7.08110531171163,3.14581319689751,NA,0.36363636,0.57142857,0.44444444,0.5,0.5,0.5,0.38888889,0.5,0.22222222,0,1,1,0,1,1,2,0,0.5,0.5,0,0.5,0.5,-1.0819439254996,NA,NA,NA,NA,55.51237,75.19081,37.94022,80,73.06826,80,60.75203,56.24621,54.8497,67.35414,69.97097,54.81831,-0.95274,2.64798,NA,NA,NA,134.08,100.26,131.76,103.3,153.4,156,108.756666666667,97.1366666666667,96.6566666666667,122.218888888889,105.123333333333,122.752222222222,0.55555556,0.11111111,0.33333333,NA,95.7799987792969,95.6500015258789,86.5333353678385,NA,-2.45055732727051,-9.14516067504883,1.59964640935262,NA,9.37851104736328,5.94383811950684,-0.433212161064148,NA,0.747863549739122,0.094138327986002,0.232821106910706,NA,7.47863549739122,4.7069163993001,3.88035178184509,NA,0.36363636,0.57142857,0.44444444,0.5,0.5,0.5,0.38888889,18.42857143,NA,0.55555556,0.27777778,0.11111111,0.05555556,NA,95.4279296875,86.7830993652344,95.2639007568359,82.9011001586914,NA,-1.75656185150146,1.95221405029297,-8.63378524780273,5.62757015228271,NA,8.71888580322266,-1.22975034713745,4.99056005477905,-4.63862991333008,NA,0.747863549739122,0.0319834351539612,0.094138327986002,0.200837671756744,NA,7.47863549739122,0.639668703079224,4.7069163993001,20.0837671756744,0.36363636,0.57142857,0.44444444,0.5,0.5,0.5,0.38888889,2,88.7012023925781,42.2194671630859,0,0,94.8427,0,0,"2024-09-27",0
"Jose Butto",23313,"2024-09-22","PHI",25,2024,"NYM","H",26,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,1,0,0,0,0,0,0,0.66666667,0,0.66666667,-0.412826469756885,0,0,0,0,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-18.4655956081077,-18.3531359984531,1,0,1,0,0,0,0,0,7,8,15,0.0923440009355545,0,0.0923440009355545,0.458999991416931,0.0499184317886829,1.25013339519501,1.73000001907349,1.73000001907349,2.1378002166748,1,1,0.073987253010273,-0.00011993509805143,1,0,0.66666667,95.7,0.13333333,86.5,0.2,90.33333333,NA,0.668522119522095,0.284817457199097,-0.208629190921783,6.68522119522095,14.2408728599548,-6.95430636405945,0.3,0.8,0.46666667,0,1,0.57142857,0.33333333,0.33333333,0.2,1,0,0,0,1,0,1,1,0,0,0,1,0,-1.53190373636968,NA,20,37.67903,20,50.35236,80,27.24338,80,54.19784,80,45.11151,59.72624,39.08756,54.42895,64.3772,47.45729,-0.14974,3.85248,95.6,27.78,30.62,104.54,50.68,54,102.32,172.4,185.12,60.08,108.9,118.48,96.084,94.436,101.628,0.33333333,0.33333333,0.13333333,0.2,95.9,95.5,86.3500061035156,90.2666625976562,-1.17066040039062,-8.50474319458008,3.63053679466248,-4.46445782979329,7.69286651611328,5.83830261230469,-1.10581159591675,1.22742652893066,0.339442193508148,0.337931301444769,0.277597118169069,-0.213148403912783,6.78884387016296,6.75862602889538,13.8798559084535,-7.10494679709276,0.28571429,0.625,0.46666667,0,0.8,0.57142857,0.53333333,19.16666667,0.26666667,0.33333333,NA,0.33333333,0.06666667,89.5194778442383,95.5609985351562,NA,95.1795776367187,83.4751968383789,-3.05711722373962,-0.506277990341186,NA,-8.19179840087891,7.92280006408691,-0.160122379660606,6.84272232055664,NA,4.86329383850098,-4.82848978042603,0.0994974188506603,0.339442193508148,NA,0.337931301444769,-0.0350487045943737,2.48743547126651,6.78884387016296,NA,6.75862602889538,-3.50487045943737,0.28571429,0.625,0.46666667,0,0.8,0.57142857,0.53333333,1,79.5992050170898,3.01308512687683,0,0,79.5992,0,0,"2024-09-22",0
"Jose Butto",23313,"2024-09-16","WSN",25,2024,"NYM","H",26,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,27,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,-0.337270915985107,0,0,0,0,1,-2.8335202217102,2.8335202217102,-2.8335202217102,0,-67.0931957668724,-66.6845831899186,0,0,0,0,0,0,1,9,6,9,15,0.0465940050780773,0,0.0465940050780773,0.458999991416931,0.0499184317886829,0.631533324718475,0.840799987316132,0.840799987316132,2.26079988479614,1,1,0.0738930106163025,-0.000113839740643676,0,0,0.6,94.55555556,0.4,83.5,NA,NA,NA,0.732160210609436,0.0554598607122898,NA,8.13511345121596,0.924331011871497,NA,0.45454545,0.25,0.4,0.4,1,0.5,0.26666667,0.33333333,0.2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-2.68845835847855,NA,NA,NA,NA,68.70398,64.40392,63.19843,70.49759,20,46.83452,23.7893,46.89519,24.98034,53.22141,53.78915,47.46535,-0.07472,3.96501,NA,NA,NA,98.92,88.84,91.26,117.32,159.62,184.62,96.16,63.46,63.2566666666667,99.0426666666667,83.4066666666667,86.2826666666667,0.53333333,0.06666667,0.4,NA,94.5625,93.8000030517578,83.2333323160807,NA,-1.97903108596802,-8.74789905548096,7.00250816345215,NA,8.2899112701416,5.72821140289307,-2.93872006734212,NA,0.417776435613632,0.32400244474411,0.0545231811702251,NA,5.2222054451704,32.400244474411,0.908719686170419,NA,0.44444444,0.33333333,0.4,0.25,1,0.5,0.4,16.66666667,NA,0.53333333,0.06666667,0.06666667,0.33333333,NA,94.5173034667969,86.0018005371094,93.7680969238281,82.5926025390625,NA,-1.3882315158844,2.98779010772705,-8.21570014953613,8.62122802734375,NA,7.6440110206604,-1.2974499464035,4.49090003967285,-4.71484413146973,NA,0.417776435613632,0.0682137757539749,0.32400244474411,-0.0136905945837498,NA,5.2222054451704,6.82137757539749,32.400244474411,-0.273811891674995,0.44444444,0.33333333,0.4,0.25,1,0.5,0.4,0,NA,NA,0,NA,NA,0,NA,"2024-09-16",0
"Jose Butto",23313,"2024-09-09","@TOR",25,2024,"NYM","A",26,0,0,0,1,0,0,0,0,0,0,1,0.2,4,1,0,0,0,0,0,1,0,0,1,13.500014081612,0,13.500014081612,1,0,0,1,1,0,0,0,0,0,0.25,0,0.25,2.72685408401489,0,0.333333333333333,1.50000156462356,0.5,1,4.66648134291335,-4.66648134291335,6.93449631797012,0,115.26034287044,169.366604586542,1,0,0.5,0.5,0,0,2,27.000028163224,10,7,17,-0.320939987897873,-0.368268013000488,0.0473280176520348,-1.12000000476837,-0.11833069473505,3.80019998550415,2.09159994125366,4.18319988250732,2.46480011940002,1,1,-0.0503711327910423,-0.034082314164933,0,1,0.64705882,94.90909091,0.17647059,84,0.17647059,88,NA,-0.0941147953271866,-0.10049906373024,-0.314847946166992,-0.855589048428969,-3.349968791008,-10.4949315388997,0.21428571,0.66666667,0.29411765,0.33333333,1,0.6,0.17647059,NA,0.11764706,1,0,1,0,1,1,2,0.5,0,0.5,0,0.5,0.5,2.7796065091963,NA,70.38217,50.42217,76.07843,52.17865,80,24.2057,20,73.59321,20,20,59.36653,20,20,73.55372,20,2.122,7.26009,83.08,122.88,130.44,147,83.04,143.76,113.6,15.86,36.46,87.86,72.7066666666667,65.68,111.530588235294,60.5847058823529,83.4482352941176,0.23529412,0.41176471,0.17647059,0.17647059,94.5999984741211,94.971426827567,84.2333323160807,88.0999959309896,-2.12114071846008,-10.4190466744559,3.84932072957357,-6.59821955362956,11.2723064422607,6.77708925519671,-1.14187367757161,0.794751326243083,0.312445994466543,-0.404397267848253,-0.102999471127987,-0.319625228643417,7.81114986166358,-5.77710382640362,-3.43331570426623,-10.6541742881139,0.15384615,0.75,0.29411765,0,1,0.6,0.23529412,21.69230769,0.17647059,0.23529412,0.05882353,0.41176471,0.11764706,88.0035603841146,94.5421752929688,85.1261978149414,94.8884974888393,83.6571960449219,-5.81587664286296,-1.34407901763916,3.10303997993469,-9.99828883579799,6.40686511993408,-0.673248291015625,10.3773899078369,-1.63733005523682,5.64998844691685,-3.3129301071167,-0.319625228643417,0.312445994466543,-0.0633736774325371,-0.404397267848253,-0.0396257936954498,-10.6541742881139,7.81114986166358,-6.33736774325371,-5.77710382640362,-1.98128968477249,0.15384615,0.75,0.29411765,0,1,0.6,0.23529412,2,98.8834838867188,26.2693252563477,0,0,103.565,1,0.5,"2024-09-09",0
"Jose Butto",23313,"2024-09-06","CIN",25,2024,"NYM","H",26,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,4.72206241920756,0,0,0,0,1,3.1664797782898,-3.1664797782898,4.67848818451166,0,78.7896047094219,114.84853560366,2,0,0.666666666,0.333333333,1,0,2,18,5,9,14,0.303692013025284,0,0.303692013025284,1.067999958992,0.116150073707104,3.19246673583984,2.69180011749268,2.69180011749268,NA,0,1,0.0975012183189392,-0.00237351984806027,1,0,0.42857143,95,0.35714286,83.4,0.21428571,88,NA,0.0833176821470261,0.0909652560949326,0.499710768461227,1.38862803578377,1.81930512189865,16.6570256153742,0.25,0.66666667,0.42857143,1,1,1,0.42857143,0.33333333,0,1,2,0,1,2,0,3,0.33333333,0.66666667,0,0.33333333,0.66666667,0,0.0183463836647299,NA,39.22288,39.87816,53.80535,20,62.78861,20,78.7141,68.85133,68.22494,34.66349,41.00515,40.33219,43.67121,53.104,46.69305,0.5186,4.85499,81,109.2,123.04,122.64,56.96,64.62,136.18,139.02,174.96,98.128,78.664,75.532,108.831428571429,99.3514285714286,112.561428571429,0.14285714,0.28571429,0.35714286,0.21428571,95.5999984741211,94.625,83.3400024414063,87.9000040690104,-5.09559440612793,-9.88854217529297,5.09965019226074,-3.81285413106283,9.39345359802246,4.37304401397705,-1.94969749450684,0.946060339609782,-0.0350487045943737,0.119460716843605,0.0906662344932556,0.507165625691414,-1.75243522971869,2.98651792109013,1.81332468986511,16.9055208563805,0.28571429,0.57142857,0.42857143,1,1,1,0.5,21,0.21428571,0.14285714,0.14285714,0.28571429,0.21428571,88.028065999349,95.7415008544922,84.9049530029297,94.775749206543,82.4842325846354,-3.14981015523275,-4.32185506820679,2.34875011444092,-9.30779457092285,8.28623644510905,0.0869763294855754,8.33526992797852,-2.49191498756409,3.46559238433838,-3.00926335652669,0.507165625691414,-0.0350487045943737,0.0855526588857174,0.119460716843605,0.00511357560753822,16.9055208563805,-1.75243522971869,4.27763294428587,2.98651792109013,0.170452520251274,0.25,0.66666667,0.42857143,1,1,1,0.42857143,3,76.3749694824219,14.2022806803385,0,0,91.4471,0,0,"2024-09-06",0
"Jose Butto",23313,"2024-09-03","BOS",25,2024,"NYM","H",26,0,0,9,1,0,0,0,0,0,1,0,1,5,0,1,1,0,2,0,0,0,0,2,18,18,0,1,0,0,0,1,0,1,0,0,0,0.4,0.4,0,8.02816908401489,0,0,2,0,0.5,5.1664797782898,3.8335202217102,6.67848818451166,227.074849031134,127.417204868187,163.179982795125,0,0,0,1,1,0,1,9,9,10,19,-0.0809379890561104,-0.173281997442245,0.0923440009355545,-0.508000016212463,-0.0552474185824394,1.5472799539566,1.56040000915527,1.73000001907349,3.89400005340576,1,1,-0.0147273279726505,-0.037582526394131,0,1,0.68421053,94.38461538,0.15789474,80.33333333,0.15789474,88,NA,-0.269837856292725,0.306266367435455,0.135695084929466,-2.07567581763634,10.2088789145152,4.52316949764887,0.15384615,0.83333333,0.36842105,0,0.6,0.42857143,0.31578947,0.6,0.21052632,0,0,1,1,0,0,1,0,0,1,1,0,0,3.13687798093119,NA,25.20388,37.82913,25.45415,20,64.29564,20,20,68.16884,20,80,39.71511,80,20,55.60404,20,3.03769,8.63363,90.3,92.12,76.08,103.24,13.6,19.26,110.92,-113.14,-90.76,89.3,156.42,153.38,101.016842105263,15.1957894736842,20.4557894736842,0.42105263,0.26315789,0.15789474,0.15789474,94.5500030517578,94.0200012207031,80.2000020345052,88,-2.50117874145508,-9.60229568481445,8.37282435099284,-4.31670761108398,9.62815475463867,5.30248718261719,-3.40548261006673,1.59061908721924,0.027497336268425,-0.309249743819237,0.292128846049309,0.136836551129818,0.343716703355312,-6.18499487638474,9.73762820164363,4.56121837099393,0.15384615,0.83333333,0.36842105,0,0.6,0.42857143,0.31578947,16.28571429,0.15789474,0.42105263,NA,0.26315789,0.15789474,88.3644002278646,94.88134765625,NA,94.4109619140625,80.5302022298177,-3.70553016662598,-1.82505750656128,NA,-9.16435394287109,9.14264678955078,0.34667432308197,8.61040592193604,NA,3.9041259765625,-4.26253986358643,0.136836551129818,0.027497336268425,NA,-0.309249743819237,0.292128846049309,4.56121837099393,0.343716703355312,NA,-6.18499487638474,9.73762820164363,0.15384615,0.83333333,0.36842105,0,0.6,0.42857143,0.31578947,1,84.4288864135742,85.1886520385742,0,0,84.4289,0,0,"2024-09-03",0
"Jose Butto",23313,"2024-08-31","@CHW",25,2024,"NYM","A",26,0,0,9,1,0,0,0,0,1,0,0,1,6,3,1,1,0,0,0,0,0,0,0,0,0,27,0,0,0,2,1,3,0,0,0,0,0,0,0,5.51506241997356,0,0.5,3,0.5,0.66666667,3.1664797782898,5.8335202217102,4.67848818451166,227.074849031134,78.7896047094219,114.84853560366,2,0.5,0.333333333,0.166666666,0,0,0,0,3,15,18,0.0404979959130287,-0.138375997543335,0.178874000906944,-0.503000020980835,-0.0518289506435394,1.73239994049072,0.903400003910065,0.903400003910065,NA,0,1,-0.0687193050980568,0.0920961218286999,0,0,0.38888889,96.42857143,0.27777778,83.8,0.33333333,88.66666667,NA,-0.695524215698242,0.128175467252731,-0.328174412250519,-9.9360602242606,2.56350934505463,-5.46957353750865,0.72727273,0.71428571,0.72222222,0.625,1,0.76923077,0.38888889,0.83333333,0.16666667,3,2,1,1,3,2,6,0.5,0.33333333,0.16666667,0.16666667,0.5,0.33333333,9.25542154886445,NA,63.23501,46.83265,59.98647,79.23507,64.6613,74.40071,NA,NA,NA,70.06017,43.25008,73.02639,75.84151,55.21694,73.83219,-1.48003,1.85705,114.54,109.46,114,132.02,135.58,157.7,NA,NA,NA,99.9,124.76,126.24,117.271111111111,123.867777777778,134.394444444444,0.38888889,NA,0.27777778,0.33333333,96.1428571428571,NA,83.7799987792969,88.4833374023438,-2.99815314156669,NA,5.7789909362793,-4.60716819763184,8.81655120849609,NA,-2.63958263397217,1.52511215209961,-0.702092416584492,NA,0.12843357026577,-0.33391284942627,-10.0298916654927,NA,2.5686714053154,-5.56521415710449,0.7,0.75,0.72222222,0.57142857,1,0.76923077,0.44444444,21.16666667,0.33333333,0.38888889,NA,NA,0.27777778,88.4717814127604,96.1467110770089,NA,NA,83.7537231445312,-3.87501494089762,-2.37958417619978,NA,NA,6.85728378295898,0.359893401463826,8.21370152064732,NA,NA,-3.97989807128906,-0.33391284942627,-0.702092416584492,NA,NA,0.12843357026577,-5.56521415710449,-10.0298916654927,NA,NA,2.5686714053154,0.7,0.75,0.72222222,0.57142857,1,0.76923077,0.44444444,6,84.7980194091797,4.43921661376953,0,0,101.167,2,0.33333333,"2024-08-31",0
"Jose Butto",23313,"2024-08-29","@ARI",25,2024,"NYM","A",26,1,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,1,1,0,0,0,0,0,0.33333333,-0.33333333,12.5329512968893,0,0,1,0,1,6.1664797782898,-6.1664797782898,7.67848818451166,0,151.731004947569,187.345706390858,0,0.5,0,0.5,0,0,1,9,11,9,20,0.108000010251999,-0.024240005761385,0.132240012288094,0.511000037193298,0.0516161620616913,1.51399993896484,1.81199991703033,1.81199991703033,3.49600005149841,1,1,0.0554213188588619,0.0159129047910023,1,0,0.45,95.22222222,0.2,84,0.35,89,NA,0.291754513978958,0.0186889506876469,-0.177635654807091,3.24171682198842,0.467223767191172,-2.53765221152987,0.15384615,0.28571429,0.2,1,1,1,0.35,0.66666667,0,0,2,0,1,0,1,2,0,1,0,0.5,0,0.5,15.8624228704055,NA,20,40.4182,20,74.94524,64.9534,78.59916,20,57.04421,20,52.48163,36.57191,71.81836,27.46637,49.69081,32.29771,1.52534,6.3651,78.36,10.98,1.25999999999999,92,161.92,164.86,80.18,49.78,39.24,80.99,150.135,150.91,82.66,84.306,79.686,0.25,0.2,0.2,0.35,95.3599975585937,94.8499984741211,84.2249984741211,88.9857177734375,-2.48498725891113,-9.09283351898193,5.1248517036438,-4.92036546979632,9.03751754760742,5.14163494110107,-3.04184436798096,2.05470398494176,0.414787039160728,-0.119757793843746,0.0184693671762943,-0.14253631606698,8.29574078321457,-2.99394484609365,0.461734179407358,-2.03623308667115,0.2,0.2,0.2,1,1,1,0.5,18.4375,0.35,0.25,0.05,0.2,0.15,89.0343279157366,95.4406616210938,86.4181976318359,94.9458770751953,83.5607655843099,-4.3649229322161,-1.96408596038818,2.20743989944458,-8.6772575378418,6.74482981363932,0.583603927067348,8.14629821777344,-1.68385004997253,4.09590005874634,-5.01548671722412,-0.14253631606698,0.414787039160728,0.0775273814797401,-0.119757793843746,-0.0590580143034458,-2.03623308667115,8.29574078321457,7.75273814797401,-2.99394484609365,-1.96860047678153,0.18181818,0.22222222,0.2,1,1,1,0.45,2,89.6952667236328,41.7943725585938,0,0,101.996,1,0.5,"2024-08-29",0
"Jose Butto",23313,"2024-08-25","@SDP",25,2024,"NYM","A",26,0,0,13.5000032186516,1,0,0,0,0,0,0,1,1.1,6,2,2,2,1,1,0,0,0,0,1,6.75000160932579,6.75000160932579,13.5000032186516,1,0,0,2,2,0,0,0,0,0,0.16666667,0.16666667,0,5.73367352628778,6.75000160932579,0.4,2.25000053644193,0.333333333333333,0.625,13.6664822816855,-0.166479063033886,6.18449310717304,340.612354755015,334.084566409999,151.242234298507,1,0,0.5,0.5,0,0.5,0,0,17,21,38,-0.248759984970093,-0.473120003938675,0.224360018968582,-0.894999980926514,-0.0976541116833687,1.98111426830292,2.28613328933716,3.60999989509583,1.7610000371933,1,1,-0.152875378727913,0.0273096862536529,0,1,0.60526316,94.82608696,0.13157895,85.2,0.26315789,88.1,NA,-1.9572468996048,-0.0352047346532345,0.47947484254837,-8.50976912871651,-0.70409469306469,4.7947484254837,0.16,0.69230769,0.34210526,0.5,1,0.84615385,0.34210526,0.33333333,0.05263158,3,1,0,0,2,2,4,0.75,0.25,0,0,0.5,0.5,11.9455604774589,NA,42.48118,34.65455,57.18985,33.55017,67.71274,33.31142,37.14681,57.84852,23.62656,33.74491,36.54308,33.988,34.58444,48.48546,30.37623,1.08312,5.70177,90.88,131.8,129.66,119.44,44.1,64.14,96.66,99.56,103.36,100.44,93.59,96.29,97.7826315789474,102.426315789474,106.100526315789,0.10526316,0.5,0.13157895,0.26315789,95.8000030517578,94.6157869037829,85.3600036621094,88.0900024414063,-4.24347305297852,-10.6832243266859,1.24717864990234,-6.61702423095703,9.73401641845703,5.48617152163857,-0.959955024719238,1.53684825897217,-0.673778422176838,-1.29789642989635,-0.0362040363252163,0.484946262091398,-16.8444605544209,-6.83103384155976,-0.724080726504326,4.84946262091398,0.22727273,0.5,0.34210526,0.6,1,0.84615385,0.42105263,17.82142857,0.28947368,0.10526316,0.05263158,0.5,0.05263158,88.0191261985085,95.7018280029297,85.728401184082,94.5008287931743,83.0108489990234,-5.411188992587,-3.38471245765686,1.47325992584229,-9.98735367624383,5.73382472991943,0.497205604206432,8.73290538787842,-2.90093994140625,4.49147475393195,-4.22627973556519,0.484946262091398,-0.673778422176838,0.019891619682312,-1.29789642989635,-0.0560956560075283,4.40860238264907,-16.8444605544209,0.994580984115601,-6.83103384155976,-2.80478280037642,0.22727273,0.5,0.34210526,0.6,1,0.84615385,0.42105263,4,98.5590362548828,8.87534523010254,1,0.25,106.152,3,0.75,"2024-08-25",0
"Jose Butto",23313,"2024-08-21","BAL",25,2024,"NYM","H",26,0,0,0,1,0,0,0,0,0,0,1,1,5,0,0,0,0,2,0,0,0,0,1,9,18,0,0.5,0,0,0,2,0,0,0,0,0,0.2,0.4,-0.2,11.0434490840149,0,0,2,0,1,7.1664797782898,-7.1664797782898,10.1904965907335,0,176.044805026951,248.050207205773,0,0,0,1,0,0,0,0,13,15,28,-0.0698880031704903,-0.308807998895645,0.238920003175735,-0.169000029563904,-0.0183795597404242,4.48991966247559,1.78699994087219,3.57399988174438,2.26079988479614,1,1,-0.0190207008272409,0.00345516548936444,0,1,0.39285714,94.45454545,0.17857143,81.6,0.42857143,87,NA,0.249973133206367,-0.0696606785058975,-0.231551945209503,2.2724830291488,-1.39321357011795,-1.92959954341253,0.33333333,0.85714286,0.46428571,0.71428571,1,0.84615385,0.25,0.4,0.07142857,0,0,2,1,1,0,2,0,0,1,0.5,0.5,0,5.60813097368673,NA,40.09488,34.153,49.18671,74.08333,61.27284,80,53.48562,50.69367,43.15009,20,41.56173,20,27.31842,43.1643,25.8516,1.53453,6.37889,69.48,132.88,122.38,67.26,187.26,187.84,80.3,142.88,136.14,91.62,15.66,13.08,76.7528571428571,119.046428571429,111.960714285714,0.07142857,0.32142857,0.17857143,0.42857143,94.8000030517578,94.3222249348958,81.6200012207031,86.9000040690104,-3.73540353775024,-9.74238077799479,7.0269287109375,-5.56824429829915,7.9671311378479,4.71500227186415,-3.14270153045654,1.90559037526449,0.127697519958019,0.124600596725941,-0.0718962885439396,-0.26379469037056,6.38487599790096,1.38445107473267,-1.43792577087879,-2.19828908642133,0.26315789,0.88888889,0.46428571,0.6,1,0.84615385,0.32142857,23.2173913,0.42857143,0.07142857,NA,0.32142857,0.17857143,87.4547627766927,95.3589477539062,NA,94.8802625868056,82.1796997070312,-4.78214486440023,-3.00215005874634,NA,-9.11171129014757,7.75973358154297,0.9175759156545,7.06598997116089,NA,3.76388337877062,-3.95513610839844,-0.26379469037056,0.127697519958019,NA,0.124600596725941,-0.0718962885439396,-2.19828908642133,6.38487599790096,NA,1.38445107473267,-1.43792577087879,0.26315789,0.88888889,0.46428571,0.6,1,0.84615385,0.32142857,2,87.3413772583008,51.6725158691406,0,0,89.3209,0,0,"2024-08-21",0
