"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CB%","CBv","XX%","wFB","wSL","wCB","wFB/C","wSL/C","wCB/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_CU","pb_s_CU","pb_c_CU","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CU","sp_l_CU","sp_p_CU","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxSI%","pfxSL%","pfxCU%","pfxvFA","pfxvSI","pfxvSL","pfxvCU","pfxFA-X","pfxSI-X","pfxSL-X","pfxCU-X","pfxFA-Z","pfxSI-Z","pfxSL-Z","pfxCU-Z","pfxwFA","pfxwSI","pfxwSL","pfxwCU","pfxwFA/C","pfxwSI/C","pfxwSL/C","pfxwCU/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piFA%","piFC%","piSI%","piSL%","pivFA","pivFC","pivSI","pivSL","piFA-X","piFC-X","piSI-X","piSL-X","piFA-Z","piFC-Z","piSI-Z","piSL-Z","piwFA","piwFC","piwSI","piwSL","piwFA/C","piwFC/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Tim Herrin",25139,"2024-09-07","@LAD",5,2024,"CLE","A",27,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,1,9,0,9,1,0,0,2,0,0,0,0,0,0,0.33333333,0,0.33333333,-0.694826464786218,0,0.333333333333333,1,0.5,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,27.5241212415541,27.173712862954,2,0,1,0,0,0,0,0,4,8,12,0.00278003211133182,-0.0013200044631958,0.00410003680735826,0.477999985218048,0.0505820102989674,0.0513333305716515,0.046000000089407,0.046000000089407,0.0199999995529652,1,1,0.0303264539688826,0.0238300186459506,0,0,0.5,95.33333333,0.16666667,89,0.33333333,81.75,NA,-0.492130756378174,0.0141809731721878,1.06506991386414,-8.20217927296956,0.70904865860939,26.6267478466034,0.16666667,0.66666667,0.41666667,0,1,0.8,0.5,0.66666667,0.08333333,0,2,0,0,1,1,2,0,1,0,0,0.5,0.5,-0.215782578870283,76.72072,63.48544,80,80,71.45911,80,20,63.43578,20,80,50.91819,80,74.79028,62.36735,68.51422,-1.41472,1.95501,105.42,142.86,136.1,97.14,187,181.14,114.28,14.48,32.66,61.34,178.82,170.32,98.2183333333333,127.793333333333,127.203333333333,0.25,0.25,0.16666667,0.33333333,95.9000040690104,95.0333353678385,88.75,81.6500015258789,3.65074030558268,8.98882929484049,0.200466081500053,-6.89023208618164,6.90395673116048,0.591776808102926,2.51862335205078,-0.399420022964478,0.144671380519867,-0.645453449338675,0.0141537040472031,1.0833494849503,4.82237935066223,-21.5151149779558,0.707685202360153,27.0837371237576,0.2,0.57142857,0.41666667,0,1,0.8,0.58333333,17,0.25,0.16666667,0.25,0.33333333,95.8714294433594,88.7423553466797,94.9944661458333,81.581298828125,3.29099655151367,-0.59361869096756,8.53838348388672,-7.35840225219727,5.98626327514648,0.827427506446838,-0.782368977864583,-1.64151930809021,0.144671380519867,0.0141537040472031,-0.645453449338675,1.0833494849503,4.82237935066223,0.707685202360153,-21.5151149779558,27.0837371237576,0.25,0.5,0.41666667,0,1,0.8,0.66666667,2,82.9884643554688,-6.72361040115356,0,0,99.9389,1,0.5,"2024-09-07",0
"Tim Herrin",25139,"2024-09-01","PIT",5,2024,"CLE","H",27,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,2,18,0,0,2,0,0,0,1,0,0,0,0,0,0.5,0,0.5,0.799854084014893,0,0,0,0,1,2.1664797782898,-2.1664797782898,3.67848818451166,0,52.7224901608427,89.6663768027962,0,0,0,1,0,0,0,0,5,9,14,0.00566799193620682,-0.00714005716145039,0.0128080490976572,0.479999989271164,0.0506329089403152,0.144799992442131,0.149199992418289,0.149199992418289,NA,0,1,0.0285315215587616,0.0106120712040075,0,0,0.21428571,94.33333333,0.35714286,88.6,0.42857143,81.16666667,NA,0.0691367089748383,0.2056053429842,0.164253115653992,2.30455696582794,4.11210685968399,2.73755192756653,0.3,1,0.5,0,0.75,0.42857143,0.28571429,0.75,0.28571429,0,0,1,0,1,0,1,0,0,1,0,1,0,1.33868886502348,61.10284,65.88052,68.88744,80,59.91352,80,20,76.23138,20,46.36103,49.67895,55.39861,53.11424,61.87917,60.33036,-0.06807,3.97499,98.78,135.48,112.18,86.12,175.1,165.72,104.58,-71.58,-62.04,57.44,128.14,99.52,82.6214285714286,123.728571428571,102.862857142857,0.14285714,0.07142857,0.35714286,0.42857143,94.5999984741211,93.5,88.6599975585937,81.0499979654948,5.21054983139038,9.06399345397949,0.776370716094971,-4.42372671763102,6.74224853515625,2.4619505405426,1.59905109405518,0.437727570533752,0.105307012796402,-0.0350487045943737,0.206452012062073,0.151937298476696,5.2653506398201,-3.50487045943737,4.12904024124146,2.53228830794493,0.375,0.66666667,0.5,0,0.75,0.42857143,0.42857143,17.8,0.14285714,0.35714286,0.07142857,0.42857143,94.764404296875,88.8693603515625,93.7300033569336,81.2200826009115,4.64313983917236,-0.287597584724426,8.98103046417236,-5.60441144307454,5.90705013275146,0.436458015441895,1.9201500415802,-1.15163683891296,0.105307012796402,0.206452012062073,-0.0350487045943737,0.151937298476696,5.2653506398201,4.12904024124146,-3.50487045943737,2.53228830794493,0.375,0.66666667,0.5,0,0.75,0.42857143,0.42857143,1,78.3974075317383,48.1386222839355,0,0,78.3974,0,0,"2024-09-01",0
"Tim Herrin",25139,"2024-08-31","PIT",5,2024,"CLE","H",27,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,0,1,1,1,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,77.9208590801313,76.9288520456552,0,1,0,0,0,0,0,0,0,1,1,-0.0248520094901323,-0.0248520094901323,0,-0.322999984025955,-0.0340717285871506,1.67320001125336,0.836600005626678,1.67320001125336,2.71879982948303,1,1,-0.0148529820144176,1.09692315994336e-10,0,0,NA,NA,1,89,NA,NA,NA,NA,-0.463952898979187,NA,NA,-46.3952898979187,NA,NA,1,1,NA,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,34.8791083042076,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.12691,38.09193,80,70.39759,44.719,80,-1.14182,2.36436,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.94,143.9,148.88,94.94,143.9,148.88,NA,NA,1,NA,NA,NA,89.0999984741211,NA,NA,NA,0.611007153987885,NA,NA,NA,2.00721144676208,NA,NA,NA,-0.47120988368988,NA,NA,NA,-47.120988368988,NA,NA,1,1,NA,1,1,1,NA,NA,1,NA,NA,NA,89.2072982788086,NA,NA,NA,-0.266752004623413,NA,NA,NA,0.658583998680115,NA,NA,NA,-0.47120988368988,NA,NA,NA,-47.120988368988,NA,NA,NA,1,1,NA,1,1,1,1,83.1650695800781,5.6645336151123,0,0,83.1651,0,0,"2024-08-31",0
"Tim Herrin",25139,"2024-08-30","PIT",5,2024,"CLE","H",27,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,4.72206241920756,0,0,0,0,1,3.1664797782898,-3.1664797782898,4.67848818451166,0,77.9208590801313,114.543946394147,2,0,0.666666666,0.333333333,0,0,0,0,0,6,6,0.0940160006284714,0,0.0940160006284714,0.479999989271164,0.0506329126656055,1.25520002841949,1.73000001907349,1.73000001907349,2.14920020103455,1,1,0.0750515535473824,-0.000150343780160517,1,0,0.16666667,96,0.5,87.66666667,0.33333333,82,NA,0.210907548666,0.116747081279755,0.346339076757431,21.0907548666,3.89156937599182,17.3169538378716,0.66666667,1,0.83333333,1,1,1,0.5,1,0,1,2,0,0,3,0,3,0.33333333,0.66666667,0,0,1,0,1.16521467191866,80,55.37569,80,59.75693,48.63954,67.84395,NA,NA,NA,80,55.81798,80,80,56.60824,80,-3.42279,-1.05709,98.28,137.04,136.18,74.54,47.14,23.72,NA,NA,NA,89.28,141.14,142.06,89.8233333333333,124.106666666667,120.376666666667,0.16666667,NA,0.5,0.33333333,96.0999984741211,NA,87.6666666666667,82,5.34276247024536,NA,-0.343024373054504,-6.0379467010498,6.74874591827393,NA,1.59246365229289,-2.3088071346283,0.213400110602379,NA,0.118093103170395,0.350750654935837,21.3400110602379,NA,3.9364367723465,17.5375327467918,NA,0.83333333,0.83333333,NA,1,1,1,16.33333333,0.16666667,0.5,NA,0.33333333,96.2591018676758,87.814198811849,NA,82.1488037109375,4.78233003616333,-0.953687349955241,NA,-6.745530128479,5.83648014068604,0.441246668497721,NA,-3.70954513549805,0.213400110602379,0.118093103170395,NA,0.350750654935837,21.3400110602379,3.9364367723465,NA,17.5375327467918,1,0.8,0.83333333,1,1,1,0.83333333,3,86.9001973470052,18.8464609781901,0,0,98.6941,1,0.33333333,"2024-08-30",0
"Tim Herrin",25139,"2024-08-28","KCR",5,2024,"CLE","H",27,0,0,0,1,0,0,0,0,0,0,0,0.2,3,1,0,0,0,0,0,0,0,0,1,13.500014081612,0,13.500014081612,1,0,0,1,0,1,0,0,0,0,0.33333333,0,0.33333333,1.13839575453556,0,0.333333333333333,1.50000156462356,0.5,1,0.166476649042681,-0.166476649042681,0.166476649042681,0,2.32567347034224,2.29606542354053,1,0.5,0.5,0,0,0,0,0,2,5,7,-0.0183960013091564,-0.0791240036487579,0.0607280023396015,0.0229999721050262,0.0024261586368084,1.29906666278839,0.606000006198883,1.21200001239777,0.777599990367889,1,1,-0.011341224424541,-0.00281971268215851,0,0,0.14285714,96,0.42857143,88.33333333,0.42857143,82,NA,-0.0344077162444592,-0.100947722792625,0.2549948990345,-3.44077162444592,-3.36492409308751,8.49982996781667,0.33333333,0.75,0.57142857,0,0.66666667,0.5,0.57142857,0.33333333,0.28571429,0,2,0,0,2,0,2,0,1,0,0,1,0,3.80764797039427,80,49.89883,80,20,51.64922,20,NA,NA,NA,61.42651,53.3174,57.9321,59.05345,51.82322,55.89611,-0.43705,3.42152,112.68,124.64,120.08,88.54,26.76,28.12,NA,NA,NA,85.92,139.26,139.08,97.7628571428571,116.922857142857,115.085714285714,0.14285714,NA,0.42857143,0.42857143,95.5999984741211,NA,88.2666625976562,81.7000020345052,5.21058654785156,NA,-0.370201349258423,-5.86689885457357,5.72227191925049,NA,1.87220732371012,-1.23098699251811,-0.0350487045943737,NA,-0.103283923119307,0.25786292925477,-3.50487045943737,NA,-3.44279743731022,8.59543097515901,0.33333333,0.75,0.57142857,0,0.66666667,0.5,0.57142857,16.25,0.14285714,0.42857143,NA,0.42857143,95.8862991333008,88.5569356282552,NA,81.9757334391276,4.30763006210327,-1.3427562713623,NA,-6.90430005391439,4.85169982910156,0.465757012367249,NA,-2.78259658813477,-0.0350487045943737,-0.103283923119307,NA,0.25786292925477,-3.50487045943737,-3.44279743731022,NA,8.59543097515901,0.33333333,0.75,0.57142857,0,0.66666667,0.5,0.57142857,2,85.8316802978516,5.93163156509399,0,0,96.644,1,0.5,"2024-08-28",0
"Tim Herrin",25139,"2024-08-26","KCR",5,2024,"CLE","H",27,0,0,5.40000205993731,1,0,0,0,0,0,0,0,1.2,8,3,1,1,1,1,0,0,0,0,1,5.40000205993731,5.40000205993731,16.2000061798119,1,0,0,2,2,2,0,0,0,0,0.125,0.125,0,5.65069783401489,5.40000205993731,0.428571428571429,2.40000091552769,0.4,1,11.5664829826367,-6.16648092269941,5.58089078678074,135.646434461606,289.587238746471,136.993529931512,1,0.333333333,0.333333333,0.333333333,0,0.5,0,0,12,19,31,-0.176376014947891,-0.266912013292313,0.0905359983444214,-1.98399984836578,-0.209282696247101,0.723422229290009,0.93666660785675,2.6243999004364,0.0564000010490417,1,1,-0.0154748149216175,-0.228333030354291,0,1,0.35483871,94.63636364,0.35483871,88.54545455,0.29032258,82,NA,-0.743272006511688,-0.571415662765503,-0.574902474880219,-6.75701824101535,-5.19468784332275,-6.38780527644687,0.21052632,0.83333333,0.4516129,0.75,0.8,0.78571429,0.38709677,0.5,0.09677419,1,3,2,2,1,3,6,0.16666667,0.5,0.33333333,0.33333333,0.16666667,0.5,15.40092081042,79.77465,57.6472,80,20,49.55024,20,80,55.9103,80,53.72079,43.39813,57.40003,45.92844,50.36038,46.49943,0.37836,4.64463,102.36,149.54,142.22,75.04,-67.3,-101.56,103.54,145.3,160.02,92.04,114.16,117.14,94.52,101.190967741935,97.4464516129032,0.16129032,0.19354839,0.35483871,0.29032258,95.8799987792969,93.4666646321615,88.5181829279119,81.9333360460069,4.57137413024902,8.92643102010091,0.70972728729248,-5.02765825059679,7.2037971496582,1.06723356246948,2.20721088756215,-0.825464566548665,-0.480360824614763,-0.274619705975056,-0.581617791205645,-0.521996017545462,-9.60721649229527,-4.57699509958426,-5.28743446550586,-5.79995575050513,0.15384615,0.66666667,0.4516129,1,0.75,0.78571429,0.58064516,18.69565217,0.16129032,0.35483871,0.19354839,0.29032258,96.3448364257813,88.9737437855114,93.9190470377604,82.3882446289062,3.50530815124512,-0.391358158805154,8.25134150187174,-6.05116229587131,6.10105400085449,0.942201180891557,0.105718821287155,-2.12937990824381,-0.480360824614763,-0.581617791205645,-0.274619705975056,-0.521996017545462,-9.60721649229527,-5.28743446550586,-4.57699509958426,-5.79995575050513,0.13333333,0.75,0.4516129,1,0.75,0.78571429,0.51612903,6,83.6945546468099,-9.77300008138021,2,0.33333333,108.224,2,0.33333333,"2024-08-26",2
"Tim Herrin",25139,"2024-08-23","TEX",5,2024,"CLE","H",27,0,0,0,1,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1.18327091598511,0,0,0,0,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,77.9208590801313,76.9288520456552,1,0,1,0,0,0,0,0,2,3,5,0.0234560016542673,0,0.0234560016542673,0.310999989509583,0.0328059047460556,0.834800004959106,0.417400002479553,0.834800004959106,0.464800000190735,1,1,0.0280977506190538,-8.40750559449877e-10,0,0,0.6,94.66666667,NA,NA,0.4,82.5,NA,0.270176321268082,NA,-0.0580911040306091,9.00587737560272,NA,-2.90455520153046,0,0.5,0.2,NA,1,1,0.4,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1.36489168843914,80,76.23816,80,80,61.97122,80,80,79.16184,80,NA,NA,NA,80,73.03803,80,-4.04755,-1.99423,153.66,174.66,188.36,90.9,141.62,145.6,164.44,208.98,268.98,NA,NA,NA,145.42,181.78,212.056,0.2,0.4,NA,0.4,96.0999984741211,93.8499984741211,NA,82.8000030517578,5.72324323654175,10.3470163345337,NA,-4.50079345703125,8.07568359375,0.188917577266693,NA,-0.997668743133545,0.039364367723465,0.234500590711832,NA,-0.0591252744197845,3.9364367723465,11.7250295355916,NA,-2.95626372098923,0,0.33333333,0.2,NA,1,1,0.6,15.75,0.2,NA,0.4,0.4,96.507698059082,NA,94.2386474609375,83.2041015625,5.07920980453491,NA,9.4353141784668,-5.90827465057373,7.3121600151062,NA,-0.941035032272339,-2.44582009315491,0.039364367723465,NA,0.234500590711832,-0.0591252744197845,3.9364367723465,NA,11.7250295355916,-2.95626372098923,0,0.33333333,0.2,NA,1,1,0.6,1,105.819725036621,-10.3637228012085,0,0,105.82,1,1,"2024-08-23",0
"Tim Herrin",25139,"2024-08-20","@NYY",5,2024,"CLE","A",27,1,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,1,1,0,0,0,1,9,9,0,1,0,0,0,2,0,0,0,0,0,0.25,0.25,0,7.38247908401489,0,0,1,0,1,4.1664797782898,-4.1664797782898,7.19049659073353,0,103.11922799942,177.036610333989,0,0,0,1,0,0,6,54,1,7,8,0.309028029441833,-0.017348000779748,0.326376020908356,1.10899996757507,0.115160949528217,4.43616008758545,2.59439992904663,2.59439992904663,0.173600003123283,1,1,0.0589087456464767,0.0107524079955312,1,0,0.5,94.5,0.375,87.66666667,0.125,82,0.5,0.108214676380157,0.484536230564117,0.173208177089691,2.70536690950394,16.1512076854706,17.3208177089691,0.5,0.75,0.625,0.5,1,0.8,0.5,0.5,0.125,1,1,0,0,0,2,2,0.5,0.5,0,0,0,1,2.66168737154959,80,73.21591,80,78.88082,45.20167,80,73.0375,79.83694,80,80,50.73682,80,80,59.625,80,-2.44655,0.40727,122.8,185.32,160.36,68.1,138.9,116.84,115.02,115.72,136.12,118.9,139.52,144.2,103.834285714286,139.085714285714,136.382857142857,0.25,0.25,0.375,0.125,95.3000030517578,93.6999969482422,87.6666666666667,82,5.41897773742676,8.47945976257324,0.405922651290894,-7.45542669296265,5.96464967727661,0.623717427253723,0.805052042007446,-1.86763572692871,0.094138327986002,0.0151214338839054,0.532619044184685,0.163724601268768,4.7069163993001,0.756071694195271,17.7539681394895,16.3724601268768,0.5,0.75,0.625,0.5,1,0.8,0.5,21.4,0.25,0.375,0.25,0.125,95.1394958496094,87.5409342447917,93.5829010009766,81.7975997924805,5.15545511245728,-0.183610002199809,8.08347511291504,-8.22111034393311,5.16583490371704,-0.486403306325277,-0.360783994197845,-3.92168998718262,0.094138327986002,0.532619044184685,0.0151214338839054,0.163724601268768,4.7069163993001,17.7539681394895,0.756071694195271,16.3724601268768,0.5,0.75,0.625,0.5,1,0.8,0.5,2,97.5139617919922,26.8227195739746,1,0.5,98.3385,2,1,"2024-08-20",0
"Tim Herrin",25139,"2024-08-17","@MIL",5,2024,"CLE","A",27,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,-1.18327091598511,0,0,0,0,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,77.9208590801313,76.9288520456552,3,0,1,0,0,0,0,0,3,11,14,0.0307099856436253,0,0.0307099856436253,0.499000012874603,0.051258347928524,0.405733317136765,0.528999984264374,0.528999984264374,NA,0,1,0.0756933987140656,-3.32263073138384e-06,0,0,0.35714286,96.4,0.28571429,88,0.35714286,83.8,NA,0.227358251810074,0.293819010257721,0.115078434348106,4.54716503620148,7.34547525644302,2.30156868696213,0.5,0.625,0.57142857,1,1,1,0.57142857,1,0,1,2,0,1,1,1,3,0.33333333,0.66666667,0,0.33333333,0.33333333,0.33333333,1.36489168843914,72.39193,59.62446,69.73384,42.63929,54.05537,40.80666,NA,NA,NA,80,61.35575,80,77.06331,57.86355,78.24766,-1.55593,1.7432,135.32,121.26,135.52,98.24,69.16,55.5,NA,NA,NA,109.98,163.04,177.92,114.837142857143,114.59,119.055714285714,0.35714286,NA,0.28571429,0.35714286,96.2599975585938,NA,87.9000015258789,83.9200012207031,5.83756790161133,NA,0.074520006775856,-3.66957740783691,6.54207992553711,NA,1.3681925535202,-1.53789625167847,0.230149291455746,NA,0.29781973361969,0.116250049322844,4.60298582911491,NA,7.44549334049225,2.32500098645687,0.66666667,0.5,0.57142857,1,1,1,0.57142857,17.3,0.35714286,0.28571429,NA,0.35714286,96.0670593261719,87.6893005371094,NA,83.6994384765625,5.02089996337891,-0.86876904964447,NA,-4.66981391906738,5.48889617919922,0.0569029003381729,NA,-3.00071201324463,0.230149291455746,0.29781973361969,NA,0.116250049322844,4.60298582911491,7.44549334049225,NA,2.32500098645687,0.5,0.625,0.57142857,1,1,1,0.57142857,3,80.5147755940755,-16.1451110839844,0,0,97.7071,1,0.33333333,"2024-08-17",0
"Tim Herrin",25139,"2024-08-14","CHC",5,2024,"CLE","H",27,0,0,0,1,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,0,0,1,9,0,9,1,0,0,1,1,1,0,0,0,0,0.25,0,0.25,2.72685408401489,0,0.25,1,0.333333333333333,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,27.5241212415541,64.7888072114456,1,0.333333333,0.333333333,0.333333333,0,0,2,18,5,10,15,0.0403400063514709,-0.0529199726879597,0.0932599753141403,0.479999989271164,0.0506329126656055,1.0871000289917,0.847599983215332,0.847599983215332,0.149199992418289,1,1,0.0191230196505785,0.0179848869593467,0,0,0.33333333,96.4,0.26666667,87.5,0.4,83.66666667,NA,0.181129842996597,-0.661208212375641,0.450176119804382,3.62259685993195,-16.530205309391,7.50293533007304,0.5,0.8,0.6,0.4,0.75,0.55555556,0.33333333,0.5,0.26666667,1,2,0,1,0,2,3,0.33333333,0.66666667,0,0.33333333,0,0.66666667,2.92113276787411,80,65.54288,80,62.84806,53.0841,63.95308,NA,NA,NA,80,57.8957,80,80,59.64656,80,-2.20314,0.77238,119.64,139.66,145.62,81.24,108.5,81.32,NA,NA,NA,92.62,132.88,143.4,99.6346666666667,127.465333333333,123.594666666667,0.33333333,NA,0.26666667,0.4,96.4599975585938,NA,87.5750045776367,83.6833343505859,5.39163055419922,NA,0.353861272335052,-5.26755046844482,7.44277801513672,NA,1.27275478839874,-0.857734600702922,0.182833421975374,NA,-0.667041074484587,0.455397993326187,3.65666843950748,NA,-16.6760268621147,7.58996655543645,0.6,0.6,0.6,0.66666667,0.5,0.55555556,0.66666667,18.90909091,0.33333333,0.26666667,NA,0.4,96.8156372070312,87.9308776855469,NA,84.0538991292318,4.8540901184082,-0.544285774230957,NA,-6.39020856221517,6.65561370849609,0.382358759641647,NA,-2.15959310531616,0.182833421975374,-0.667041074484587,NA,0.455397993326187,3.65666843950748,-16.6760268621147,NA,7.58996655543645,0.57142857,0.625,0.6,0.5,0.6,0.55555556,0.53333333,3,88.8352762858073,-3.84540621439616,1,0.33333333,109.965,2,0.66666667,"2024-08-14",0
"Tim Herrin",25139,"2024-08-12","CHC",5,2024,"CLE","H",27,0,0,27.000028163224,1,0,0,0,0,0,0,0,0.2,4,1,2,2,0,1,0,0,0,0,1,13.500014081612,13.500014081612,13.500014081612,1,0,0,1,0,1,0,0,0,0,0.25,0.25,0,5.94041658401489,0,0.333333333333333,3.00000312924711,0.5,0,4.66648134291335,22.3335468203107,4.66648134291335,678.232621034743,115.718451885026,114.245245356712,1,0.5,0.5,0,0,0,0,0,6,14,20,0.00190402287989855,-0.032076008617878,0.0339800342917442,0.0600000023841858,0.00632911175489426,0.567499995231628,0.331999987363815,0.331999987363815,0.524800002574921,1,1,-0.0415600128471851,0.0449151192716731,0,0,0.55,96,0.3,88.83333333,0.15,83.33333333,NA,-0.146370142698288,-0.267665565013885,0.193908214569092,-1.33063766089353,-4.46109275023142,6.46360715230306,0.22222222,0.63636364,0.45,0.5,1,0.88888889,0.55,0.75,0.05,0,1,1,0,1,1,2,0,0.5,0.5,0,0.5,0.5,7.93171126411451,60.01753,68.72761,54.14891,47.27077,60.2784,49.86018,20,58.65784,20,73.22217,61.2563,75.27183,49.37517,62.01445,46.25068,0.16423,4.32344,150.62,107,91.38,93.7,62.2,54.52,101.12,34.58,36.92,96.06,129,131.52,103.688,86.198,81.389,0.45,0.1,0.3,0.15,96.1888902452257,94.6500015258789,88.7166646321615,83.3333333333333,4.59628380669488,10.509298324585,-0.0956518054008484,-5.89061101277669,7.37490081787109,1.13332211971283,2.06117328008016,-0.867910941441854,-0.0546101666986942,-0.0984223820269108,-0.272105269134045,0.196128189563751,-0.606779629985492,-4.92111910134554,-4.53508781890074,6.53760631879171,0.375,0.5,0.45,0.66666667,1,0.88888889,0.6,19.0625,0.45,0.3,0.1,0.15,96.3558756510417,88.8896687825521,94.8162994384766,83.4524637858073,4.16168679131402,-0.855610529581706,10.4861507415771,-6.81863657633464,6.54682117038303,0.90643850962321,-0.183399975299835,-2.16572666168213,-0.0546101666986942,-0.272105269134045,-0.0984223820269108,0.196128189563751,-0.606779629985492,-4.53508781890074,-4.92111910134554,6.53760631879171,0.16666667,0.57142857,0.45,1,0.875,0.88888889,0.7,2,87.0583572387695,0.0602321624755859,0,0,99.7993,1,0.5,"2024-08-12",0
"Tim Herrin",25139,"2024-08-09","@MIN",5,2024,"CLE","A",27,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,1,1,9,9,0,1,0,0,1,1,0,0,0,0,0,0.25,0.25,0,6.21610408401489,0,0,1,0,1,4.1664797782898,-4.1664797782898,5.67848818451166,0,103.11922799942,139.421515985497,1,0,0.5,0.5,0,0,0,0,6,9,15,-0.0417480021715164,-0.0504159927368164,0.00866798870265484,-0.384999990463257,-0.0403563901782036,0.223600000143051,0.299733340740204,0.690400004386902,0.104400001466274,1,1,-0.030065530911088,-0.156642886552273,0,0,0.53333333,94.875,0.26666667,87.75,0.2,81,NA,0.0931054204702377,0.142622396349907,0.184776872396469,1.16381775587797,3.56555990874767,6.1592290798823,0,0.875,0.46666667,NA,1,1,0.53333333,0.5,0,1,0,1,1,1,0,2,0.5,0,0.5,0.5,0.5,0,2.87411097866625,71.84379,66.55076,73.22991,74.41632,49.75353,80,33.0364,48.19539,21.40266,35.60817,52.06826,42.00809,47.80035,52.29702,45.04054,0.26207,4.4702,121.54,129.32,146.62,101.28,71.66,39.74,110.42,88.84,90.38,105.86,93.08,97.18,110.209333333333,95.776,96.6893333333333,0.13333333,0.4,0.26666667,0.2,96.4499969482422,94.4666646321615,87.6750030517578,81,5.34778833389282,9.19917170206706,0.0393678396940231,-6.5559196472168,8.08633708953857,1.03443384170532,1.63887894153595,-0.0564924279848735,0.217751413583755,-0.145333934575319,0.144308466464281,0.186645839363337,10.8875706791878,-2.42223224292199,3.60771166160703,6.22152797877789,0,0.77777778,0.46666667,NA,1,1,0.6,19.72727273,0.13333333,0.26666667,0.4,0.2,96.4749526977539,87.6656265258789,94.4617513020833,80.9991353352865,4.96574020385742,-0.514441967010498,9.03773816426595,-7.23376655578613,7.00022983551025,0.553943991661072,-0.0486352394024531,-1.25388328234355,0.217751413583755,0.144308466464281,-0.145333934575319,0.186645839363337,10.8875706791878,3.60771166160703,-2.42223224292199,6.22152797877789,0,0.77777778,0.46666667,NA,1,1,0.6,2,75.5954437255859,23.4707069396973,0,0,79.3782,0,0,"2024-08-09",2
