"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CT%","CTv","CB%","CBv","XX%","wFB","wSL","wCT","wCB","wFB/C","wSL/C","wCT/C","wCB/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_CU","pb_s_CU","pb_c_CU","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_FC","pb_s_FC","pb_c_FC","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CU","sp_l_CU","sp_p_CU","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_FC","sp_l_FC","sp_p_FC","sp_stuff","sp_location","sp_pitching","pfxFC%","pfxSI%","pfxSL%","pfxCU%","pfxvFC","pfxvSI","pfxvSL","pfxvCU","pfxFC-X","pfxSI-X","pfxSL-X","pfxCU-X","pfxFC-Z","pfxSI-Z","pfxSL-Z","pfxCU-Z","pfxwFC","pfxwSI","pfxwSL","pfxwCU","pfxwFC/C","pfxwSI/C","pfxwSL/C","pfxwCU/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCU%","piFA%","piFC%","piSL%","pivCU","pivFA","pivFC","pivSL","piCU-X","piFA-X","piFC-X","piSL-X","piCU-Z","piFA-Z","piFC-Z","piSL-Z","piwCU","piwFA","piwFC","piwSL","piwCU/C","piwFA/C","piwFC/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Calvin Faucher",20116,"2024-09-04","WSN",20,2024,"MIA","H",28,0,0,0,1,0,0,0,0,0,0,1,1,5,1,0,0,0,1,0,0,0,0,1,9,9,9,1,0,0,2,0,1,0,0,0,0,0.2,0.2,0,4.94568908401489,0,0.25,2,0.333333333333333,1,4.1664797782898,-4.1664797782898,4.1664797782898,0,102.441825660649,102.47548198021,2,0.333333333,0.666666666,0,0,0,1,9,11,12,23,-0.237200006842613,-0.436200022697449,0.199000015854836,-0.63100004196167,-0.0627860724925995,3.29959988594055,2.39599990844727,4.79199981689453,2.34400010108948,1,1,-0.0106777576729655,-0.061209748401123,0,1,0.39130435,96.11111111,0.08695652,86.5,0.34782609,90.375,0.17391304,85.25,NA,0.431655615568161,0.363005131483078,-0.904439568519592,-0.166593000292778,4.7961735063129,18.1502565741539,-11.3054946064949,-4.16482500731945,0.07692308,0.4,0.2173913,1,1,1,0.43478261,0.4,0,2,0,1,1,1,1,3,0.66666667,0,0.33333333,0.33333333,0.33333333,0.33333333,6.28974607893956,21.33324,56.08087,20,30.20492,55.31935,36.76837,80,50.57428,80,68.31171,77.47441,65.8361,50.98299,60.74054,51.77798,0.06434,4.1736,103.52,85.66,89.36,84.62,110.56,99.32,89.56,177.64,175.12,99.58,108.8,137.02,88.59,109.113125,106.95,0.34782609,0.39130435,0.08695652,0.17391304,90.4124984741211,95.9666680230035,86.6500015258789,85.3499984741211,1.12197709083557,-6.39817259046766,6.20808362960815,4.92269659042358,2.30133080482483,8.86906602647569,-0.176992207765579,-7.378098487854,-0.916209887713194,0.436006464064121,0.367925927042961,-0.169771339744329,-11.4526235964149,4.84451626737913,18.3962963521481,-4.24428349360824,0.15384615,0.3,0.2173913,1,1,1,0.43478261,20.88888889,0.17391304,0.39130435,0.34782609,0.08695652,85.7817993164062,96.4287923177083,90.8430862426758,87.0847015380859,5.1230001449585,-5.96959431966146,1.50241386890411,6.59348011016846,-9.14730548858643,7.57566663953993,0.683360874652863,-1.86163997650146,-0.169771339744329,0.436006464064121,-0.916209887713194,0.367925927042961,-4.24428349360824,4.84451626737913,-11.4526235964149,18.3962963521481,0.08333333,0.36363636,0.2173913,1,1,1,0.47826087,3,88.8765970865885,-18.2845230102539,0,0,101.222,1,0.33333333,"2024-09-04",0
"Calvin Faucher",20116,"2024-09-01","@SFG",20,2024,"MIA","A",28,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,3,27,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,-0.337270915985107,0,0,0,0,1,-2.8335202217102,2.8335202217102,-2.8335202217102,0,-66.6626817789833,-66.6845831899186,0,0,0,0,0,0,0,0,3,10,13,0.0853880047798157,0,0.0853880047798157,0.474000006914139,0.0503987222909927,1.13813328742981,1.75639998912811,1.75639998912811,NA,0,1,0.0754616633057594,-0.00043705439317486,1,0,0.15384615,96,0.07692308,88,0.30769231,92.5,0.46153846,86.33333333,NA,-0.0445054545998573,0.173208177089691,0.381697773933411,0.288537234067917,-2.22527272999287,17.3208177089691,9.54244434833527,4.80895390113195,0.375,0.6,0.46153846,0.33333333,0.66666667,0.5,0.38461538,1,0.23076923,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-2.86451356943607,58.77632,59.87707,62.85195,20,24.66278,20,80,46.84079,80,49.70815,64.56761,44.68765,43.76331,54.22154,40.25092,0.51287,4.8464,120.38,90.36,101.4,70.4,88.82,40.92,160.64,170.54,195.46,117.1,71.68,88.3,108.685333333333,90.3266666666667,87.9826666666667,0.30769231,0.15384615,0.07692308,0.46153846,92.25,96.0999984741211,87.8000030517578,86.3499959309896,2.48824763298035,-4.40924167633057,4.10440063476562,7.53736559549967,0.332413882017136,5.93215942382812,-2.34428977966309,-5.07403310139974,0.386314768344164,-0.0452898852527142,0.175081223249435,0.291552562266588,9.6578692086041,-2.26449426263571,17.5081223249435,4.8592093711098,0.375,0.6,0.46153846,0.33333333,0.66666667,0.5,0.38461538,20.5,0.38461538,0.15384615,0.30769231,0.15384615,86.4844421386719,96.1317520141602,92.2927703857422,86.9525451660156,7.21918029785156,-4.71788501739502,2.67769241333008,7.75345993041992,-7.13291015625,5.51768970489502,-0.7513347864151,-4.36880493164062,0.236778602004051,-0.0452898852527142,0.386314768344164,0.229855183511972,4.73557204008102,-2.26449426263571,9.6578692086041,11.4927591755986,0.375,0.6,0.46153846,0.33333333,0.66666667,0.5,0.38461538,0,NA,NA,0,NA,NA,0,NA,"2024-09-01",0
"Calvin Faucher",20116,"2024-08-31","@SFG",20,2024,"MIA","A",28,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,0,1,0,0,0,0,0,0.66666667,0,0.66666667,-0.078604246671107,0,0,0,0,1,-0.833520221710205,0.833520221710205,0.678488184511662,0,-18.3471082248025,18.1856412207288,0,0,0,1,0,0,0,0,5,7,12,0.191259995102882,0,0.191259995102882,0.474000006914139,0.0503987222909927,2.55999994277954,3.396399974823,3.396399974823,NA,0,1,0.0748029500246048,-9.2012767621788e-05,1,0,0.33333333,96.25,NA,NA,0.5,91.33333333,0.16666667,88,NA,0.565634727478027,NA,0.288016200065613,-0.0712025240063667,14.1408681869507,NA,4.80027000109355,-3.56012620031834,0.25,0.75,0.41666667,0.5,1,0.8,0.33333333,1,0.08333333,0,1,0,0,0,1,1,0,1,0,0,0,1,-1.74939429653324,20,52.48926,20,20,52.16977,20,NA,NA,NA,58.49346,60.62625,68.71979,20,55.15572,20,2.09177,7.21475,97.28,38.98,47.16,92.04,13.34,13.82,NA,NA,NA,102.98,101.78,124.14,96.5225,44.695,53.6375,0.5,0.33333333,NA,0.16666667,91.1833292643229,96.1999969482422,NA,87.6999969482422,2.40084568659465,-5.38033771514893,NA,3.60979008674622,0.215426127115885,9.68565845489502,NA,-5.75979852676392,0.290438294410706,0.573330376297235,NA,-0.0725650899112225,4.84063824017843,14.3332594074309,NA,-3.62825449556112,0.14285714,0.8,0.41666667,1,0.75,0.8,0.41666667,19.11111111,0.16666667,0.33333333,0.5,NA,87.8171997070312,96.3889770507812,91.3266194661458,NA,4.0506649017334,-5.47467517852783,2.51766665776571,NA,-8.19742965698242,8.76952743530273,-0.796748797098796,NA,-0.0725650899112225,0.573330376297235,0.290438294410706,NA,-3.62825449556112,14.3332594074309,4.84063824017843,NA,0.14285714,0.8,0.41666667,1,0.75,0.8,0.41666667,1,100.342208862305,33.516716003418,0,0,100.342,1,1,"2024-08-31",0
"Calvin Faucher",20116,"2024-08-29","@COL",20,2024,"MIA","A",28,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,1,9,9,0,1,0,0,2,0,0,0,0,0,0,0.25,0.25,0,5.04972908401489,0,0,1,0,1,4.1664797782898,-4.1664797782898,4.1664797782898,0,102.441825660649,102.47548198021,2,0,1,0,0,0,0,0,11,13,24,0.0263479985296726,-0.0152800008654594,0.0416279993951321,0.629000008106232,0.0547432526946068,0.429400026798248,0.579200029373169,0.579200029373169,NA,0,1,0.0364746265113354,0.0248854034964227,0,0,0.25,95.83333333,NA,NA,0.625,91.2,0.125,85.66666667,NA,0.5975182056427,NA,-0.107071608304977,-0.00869514048099518,9.95863676071167,NA,-0.713810722033183,-0.289838016033173,0.29411765,0.57142857,0.375,0.8,1,0.88888889,0.29166667,0.75,0.04166667,0,1,1,0,1,1,2,0,0.5,0.5,0,0.5,0.5,3.19015677880693,20,48.33798,20,20,28.41969,20,NA,NA,NA,32.28367,79.56985,20,21.46853,60.49252,20,1.89797,6.92405,90.34,66.4,62.5,60.22,98.68,57.3,NA,NA,NA,122.02,45.94,62.62,94.508,69.246,62.62,0.625,0.25,NA,0.125,91.1466634114583,95.7999979654948,NA,85.6333312988281,1.90308888753255,-3.61130619049072,NA,5.96986198425293,-0.652943293253581,6.36358388264974,NA,-3.99835427602132,-0.113261815160513,0.605867866426706,NA,-0.00912149995565414,-0.755078767736753,10.0977977737784,NA,-0.304049998521805,0.26666667,0.55555556,0.375,0.75,1,0.88888889,0.375,22.15,0.125,0.25,0.58333333,0.04166667,85.4724629720052,95.653554280599,91.1716657366071,88.4101028442383,5.82841682434082,-3.66179498036702,1.6918888092041,3.19548988342285,-4.84628677368164,5.97298685709635,-1.15018749237061,-4.86674976348877,-0.00912149995565414,0.605867866426706,-0.075183492153883,-0.0380783230066299,-0.304049998521805,10.0977977737784,-0.537024943956307,-3.80783230066299,0.26666667,0.55555556,0.375,0.75,1,0.88888889,0.375,2,96.6324005126953,-14.0894746780396,0,0,98.0669,2,1,"2024-08-29",0
"Calvin Faucher",20116,"2024-08-27","@COL",20,2024,"MIA","A",28,0,0,0,1,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,3,27,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,-0.337270915985107,0,0,0,0,1,-2.8335202217102,2.8335202217102,-2.8335202217102,0,-66.6626817789833,-66.6845831899186,0,0,0,0,0,0,0,0,7,11,18,0.24329200387001,0,0.24329200387001,0.629000008106232,0.0547432526946068,2.98026657104492,3.76839995384216,3.76839995384216,NA,0,1,0.0817468538880348,-0.000112544315281099,1,0,0.38888889,95.71428571,0.11111111,87.5,0.44444444,91.125,0.05555556,84,NA,0.472616940736771,-0.122333601117134,0.39842101931572,0.0389156937599182,6.75167058195387,-6.1166800558567,4.9802627414465,3.89156937599182,0.11111111,0.77777778,0.44444444,0,0.71428571,0.625,0.5,0.33333333,0.16666667,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-2.86451356943607,76.96601,51.71237,80,58.27906,35.65702,66.70233,20,43.7974,20,49.29031,66.1258,33.22774,45.32213,50.19627,38.37507,0.41603,4.70114,79.26,127,118.26,74.8,135.44,100.02,124.74,49,63.12,109.12,101.14,122.3,88.2536,118.768,104.944,0.44444444,0.38888889,0.11111111,0.05555556,90.9499969482422,95.6428571428571,87.5,84.1999969482422,1.43376994132996,-3.67411749703544,5.10895347595215,5.86784887313843,1.16819334030151,7.49464253016881,0.0616489946842194,-5.26356077194214,0.391860317438841,0.478565406054258,-0.124844636768103,0.039364367723465,4.89825396798551,6.83664865791798,-6.24223183840513,3.9364367723465,0.25,0.6,0.44444444,0.5,0.66666667,0.625,0.55555556,16.26666667,0.05555556,0.38888889,0.44444444,0.11111111,83.9927978515625,95.427498953683,90.7202987670898,87.2645568847656,6.07704019546509,-3.73874419076102,1.44701635837555,5.41829013824463,-6.08763980865479,7.24861145019531,0.704511702060699,-0.32731032371521,0.039364367723465,0.478565406054258,0.391860317438841,-0.124844636768103,3.9364367723465,6.83664865791798,4.89825396798551,-6.24223183840513,0.25,0.6,0.44444444,0.5,0.66666667,0.625,0.55555556,0,NA,NA,0,NA,NA,0,NA,"2024-08-27",0
"Calvin Faucher",20116,"2024-08-25","CHC",20,2024,"MIA","H",28,0,0,9,1,0,0,0,0,0,0,0,1,5,1,1,1,0,1,0,0,0,0,0,0,9,9,0,0,0,1,3,0,0,0,0,0,0,0.2,-0.2,10.1179290840149,0,0.25,2,0.25,0.5,6.1664797782898,2.8335202217102,10.7025049969554,213.118653858634,150.75739921483,260.423260829222,0.333333333,0,0.25,0.75,0,0,0,0,8,10,18,0.00270000682212412,-0.00153999333269894,0.00424000015482306,-0.477999985218048,-0.0475621931254864,0.0323333330452442,0.0740000009536743,0.0740000009536743,NA,0,1,0.028861740604043,0.0546436257726924,0,0,0.55555556,95.8,0.05555556,87,0.27777778,91.8,0.11111111,84,NA,-0.0904926359653473,-0.755105078220367,0.536330997943878,0.00450797751545906,-0.904926359653473,-75.5105078220367,10.7266199588776,0.225398875772953,0.1,1,0.5,1,0.625,0.66666667,0.44444444,0.6,0.16666667,1,0,3,1,1,2,4,0.25,0,0.75,0.25,0.25,0.5,3.57239806278619,38.80872,51.90267,37.18266,20,51.38687,20,80,80,67.52145,80,57.19616,80,44.74616,52.6831,42.90133,0.45181,4.75481,82.8,94.9,85.38,70.94,72.14,53.1,171.94,132.64,162.3,98.16,144.9,161.1,79.6121428571429,88.755,77.4414285714286,0.27777778,0.55555556,0.05555556,0.11111111,91.8,95.7299987792969,87.4000015258789,83.9499969482422,1.8351131439209,-5.53694496154785,7.47797346115112,4.23367023468018,0.793852615356445,9.21123352050781,-1.19514584541321,-6.9282054901123,0.524786949157715,-0.0958162173628807,-0.800546407699585,0.00431566312909126,10.4957389831543,-0.958162173628807,-80.0546407699585,0.215783156454563,0.125,0.8,0.5,1,0.625,0.66666667,0.55555556,15.6,0.11111111,0.55555556,0.27777778,0.05555556,84.2905502319336,96.1115417480469,92.1445617675781,87.7995986938477,4.52074003219604,-5.15303993225098,2.27043190002441,7.84800004959106,-8.4137601852417,8.01786804199219,-0.67708740234375,-2.75085997581482,0.00431566312909126,-0.0958162173628807,0.524786949157715,-0.800546407699585,0.215783156454563,-0.958162173628807,10.4957389831543,-80.0546407699585,0.125,0.8,0.5,1,0.625,0.66666667,0.55555556,4,93.9571151733398,28.1714153289795,2,0.5,105.767,2,0.5,"2024-08-25",0
"Calvin Faucher",20116,"2024-08-21","ARI",20,2024,"MIA","H",28,0,0,18,1,0,0,0,0,0,0,0,1,7,3,2,2,0,0,0,1,0,0,1,9,0,27,1,0,0,3,1,1,0,0,0,0,0.14285714,0,0.14285714,3.15672909693732,0,0.5,3,0.6,0.5,4.1664797782898,13.8335202217102,5.67848818451166,426.237307717268,102.441825660649,139.014259199392,3,0.2,0.6,0.2,0,0,1,9,10,18,28,-0.123460002243519,-0.156319990754128,0.0328599959611893,-1.47800004482269,-0.147064670920372,0.433111131191254,0.688000023365021,0.688000023365021,NA,0,1,-0.142545521259308,-0.142508344486297,0,1,0.42857143,96.66666667,NA,NA,0.39285714,92.18181818,0.17857143,86.8,NA,-0.708808720111847,NA,0.0115668252110481,-0.909497559070587,-5.90673933426539,NA,0.105152956464074,-18.1899511814117,0.3125,0.58333333,0.42857143,0.6,1,0.83333333,0.42857143,0.42857143,0.07142857,0,3,2,0,4,1,5,0,0.6,0.4,0,0.8,0.2,4.39221077418173,63.35277,62.8227,70.21052,42.16558,51.30172,47.68455,NA,NA,NA,68.91858,67.47585,63.13212,58.72748,57.81219,63.56794,-0.4168,3.45189,109.82,111.8,121.26,78.62,122.5,103.12,NA,NA,NA,109.58,112.36,135.1,91.652,113.808,110.042,0.39285714,0.42857143,NA,0.17857143,92.2181784889915,96.5166625976562,NA,86.7200012207031,1.76750148426403,-5.05962880452474,NA,4.38678970336914,2.07975110140714,9.38307444254557,NA,-6.67991638183594,0.00998105853796005,-0.723077356815338,NA,-0.912825845181942,0.0907368957996368,-6.02564464012782,NA,-18.2565169036388,0.25,0.5625,0.42857143,0.66666667,0.88888889,0.83333333,0.57142857,17.47619048,0.17857143,0.42857143,0.35714286,0.03571429,86.7926391601563,96.6063232421875,92.4787231445312,90.2692031860352,4.81180801391602,-4.69474411010742,1.95587692260742,4.96259021759033,-8.13141021728516,8.24980481465658,0.451329612731934,4.17522001266479,-0.912825845181942,-0.723077356815338,-0.212868817150593,0.222849875688553,-18.2565169036388,-6.02564464012782,-2.12868817150593,22.2849875688553,0.16666667,0.5625,0.39285714,1,0.88888889,0.90909091,0.57142857,5,96.15771484375,7.1927318572998,0,0,105.463,3,0.6,"2024-08-21",0
"Calvin Faucher",20116,"2024-08-18","@NYM",20,2024,"MIA","A",28,0,0,0,1,0,0,0,0,1,0,0,1,5,2,0,0,0,0,0,0,0,0,2,18,0,18,2,0.5,0,2,1,0,0,1,0,0,0.4,0,0.4,1.04688908401489,0,0.4,2,0.666666666666667,1,-0.833520221710205,0.833520221710205,0.678488184511662,0,-18.3471082248025,18.1856412207288,2,0,0.666666666,0.333333333,0,0,0,0,7,14,21,0.185939997434616,-0.318286001682281,0.50422602891922,0.458999991416931,0.0499184355139732,5.83056020736694,3.35159993171692,3.35159993171692,NA,0,1,0.000772671482991427,0.0311179172120159,1,0,0.33333333,97.14285714,0.14285714,89,0.42857143,92,0.0952381,86.5,NA,0.411444634199142,-0.443252891302109,-0.0448337234556675,-0.0688154324889183,5.87778048855918,-14.775096376737,-0.49815248284075,-3.44077162444592,0.36363636,0.4,0.38095238,0.5,0.75,0.625,0.47619048,0.4,0.14285714,2,1,0,0,2,1,3,0.66666667,0.33333333,0,0,0.66666667,0.33333333,-0.609574566447777,20,51.04922,20,42.03288,47.6205,45.74381,80,47.97289,80,80,70.50158,48.67968,74.04902,57.13037,52.81433,-1.36867,2.02409,90.9,52.96,50.12,91.72,101.56,95.88,132.98,164.96,187.84,125.12,128.34,147.54,106.912592592593,109.708888888889,115.028148148148,0.42857143,0.33333333,0.14285714,0.0952381,92.0111083984375,97.1571393694196,88.7333374023438,86.4499969482422,1.86969502766927,-4.06929097856794,6.75471496582031,1.91414499282837,1.53323364257812,9.48006766183036,-0.453211506207784,-6.76502370834351,-0.0466477423906326,0.415691934525967,-0.450162943452597,-0.0700974091887474,-0.518308248784807,5.93845620751381,-15.0054314484199,-3.50487045943737,0.36363636,0.4,0.38095238,0.5,0.75,0.625,0.47619048,21.375,0.0952381,0.33333333,0.33333333,0.23809524,86.7339019775391,97.4222760881696,92.6620744977679,89.7002624511719,2.51852989196777,-3.84870556422642,1.86854716709682,5.64716796875,-8.27694034576416,8.76117869785854,0.507526704243251,-0.638786172866821,-0.0700974091887474,0.415691934525967,-0.259807288646698,-0.237003397196531,-3.50487045943737,5.93845620751381,-3.71153269495283,-4.74006794393063,0.36363636,0.4,0.38095238,0.5,0.75,0.625,0.47619048,3,89.1723429361979,-0.654386440912882,1,0.33333333,102.331,2,0.66666667,"2024-08-18",0
"Calvin Faucher",20116,"2024-08-17","@NYM",20,2024,"MIA","A",28,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,1,0,0,0,0,0,0.33333333,0,0.33333333,1.87828464271067,0,0,0,0,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,29.9684653293782,66.5170884121943,1,0,0.5,0.5,0,0,0,0,4,7,11,0.00235600234009326,0,0.00235600234009326,0.458999991416931,0.0499184317886829,0.0317333340644836,0.0425999984145164,0.0425999984145164,NA,0,1,0.0748603194952011,-0.000616549984384929,0,0,0.45454545,96.4,0.09090909,88,0.27272727,91.66666667,0.18181818,85,NA,0.320501297712326,-0.0373910665512085,0.426895201206207,0.0182156562805176,6.41002595424652,-3.73910665512085,14.2298400402069,0.910782814025879,0.28571429,0.75,0.45454545,0.5,0.33333333,0.4,0.36363636,1,0.27272727,0,1,1,1,1,0,2,0,0.5,0.5,0.5,0.5,0,-0.378325162486335,63.37003,46.50795,59.76754,53.55936,57.62244,51.7729,80,77.97691,45.09164,80,79.89579,80,77.70028,60.8031,74.00242,-1.5955,1.68384,118.7,92.9,101.86,105.3,119.86,116.42,148.06,135.24,152.04,121.78,148,169.82,111.95625,120.815,122.845,0.27272727,0.45454545,0.09090909,0.18181818,91.3333333333333,96.3799987792969,87.9000015258789,85.1499938964844,2.36394627888997,-4.84193382263184,5.97856473922729,2.70472741127014,1.26989444096883,9.33836898803711,-0.976604640483856,-6.72162771224976,0.4324911236763,0.323993526399136,-0.0380783230066299,0.0183174163103104,14.41637078921,6.47987052798271,-3.80783230066299,0.915870815515518,0.33333333,0.6,0.45454545,0.5,0.33333333,0.4,0.45454545,15.25,0.18181818,0.45454545,0.27272727,0.09090909,85.2311019897461,96.5187194824219,91.4314676920573,87.967399597168,3.21460485458374,-4.6722240447998,2.8128334681193,6.79579019546509,-8.11347484588623,8.80557174682617,0.451303879419963,-2.01328992843628,0.0183174163103104,0.323993526399136,0.4324911236763,-0.0380783230066299,0.915870815515518,6.47987052798271,14.41637078921,-3.80783230066299,0.2,0.66666667,0.45454545,0,0.5,0.4,0.54545455,2,95.4763641357422,1.33790016174316,0,0,101.146,1,0.5,"2024-08-17",0
"Calvin Faucher",20116,"2024-08-10","SDP",20,2024,"MIA","H",28,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,2,18,9,0,2,0,0,0,1,0,0,0,0,0,0.5,0.25,0.25,3.75272908401489,0,0,1,0,1,2.1664797782898,-2.1664797782898,3.67848818451166,0,54.1262521064686,90.682812007927,0,0,0,1,0,0,0,0,10,9,19,0.141700014472008,-0.0315600149333477,0.173260033130646,0.522000014781952,0.0519402958452702,1.97099995613098,2.34400010108948,2.34400010108948,2.61199998855591,1,1,0.0559300743043423,0.0159623750238459,1,0,0.36842105,96.28571429,0.10526316,89,0.47368421,92,0.05263158,86,NA,-0.198451444506645,0.270214974880219,0.458849906921387,-0.0620911717414856,-2.83502063580922,13.5107487440109,5.09833229912652,-6.20911717414856,0.21428571,0.4,0.26315789,0.66666667,1,0.8,0.26315789,0.5,0.05263158,0,1,0,0,1,0,1,0,1,0,0,1,0,1.37945331509858,20,60.74732,20,20,36.70801,20,80,47.69168,80,54.36815,69.41926,21.43719,25.03719,53.98965,20,1.67626,6.59148,83.7,-13.68,-26.96,75.74,58.06,41.02,111.66,164.32,166.48,102.16,107.26,119.9,87.0661538461539,81.9269230769231,76.1253846153846,0.47368421,0.36842105,0.10526316,0.05263158,91.8999972873264,96.2428588867188,89.25,86.4000015258789,1.59192869398329,-5.5484619140625,4.72162818908691,4.61948156356812,2.29614554511176,8.65235355922154,0.330119729042053,-8.54316997528076,0.462055068463087,-0.203043963760138,0.273570865392685,-0.0633736774325371,5.13394520514541,-2.90062805371625,13.6785432696342,-6.33736774325371,0.23076923,0.33333333,0.26315789,0.66666667,1,0.8,0.31578947,16.13333333,0.05263158,0.36842105,0.42105263,0.15789474,86.4537963867188,96.3299037388393,92.3295288085938,89.2744954427083,4.61650991439819,-5.16565268380301,1.80651378631592,4.9223264058431,-10.3703002929688,7.54426574707031,1.02280426025391,-0.777183691660563,-0.0633736774325371,-0.203043963760138,0.561164606362581,0.174461327493191,-6.33736774325371,-2.90062805371625,7.01455757953227,5.81537758310636,0.25,0.28571429,0.26315789,0.66666667,0.5,0.6,0.36842105,1,82.9546432495117,47.0719985961914,0,0,82.9546,0,0,"2024-08-10",0
