"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CT%","CTv","CH%","CHv","XX%","wFB","wSL","wCT","wCH","wFB/C","wSL/C","wCT/C","wCH/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_CU","pb_s_CU","pb_c_CU","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_CU","sp_l_CU","sp_p_CU","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxSI%","pfxSL%","pfxCU%","pfxCH%","pfxvFA","pfxvSI","pfxvSL","pfxvCU","pfxvCH","pfxFA-X","pfxSI-X","pfxSL-X","pfxCU-X","pfxCH-X","pfxFA-Z","pfxSI-Z","pfxSL-Z","pfxCU-Z","pfxCH-Z","pfxwFA","pfxwSI","pfxwSL","pfxwCU","pfxwCH","pfxwFA/C","pfxwSI/C","pfxwSL/C","pfxwCU/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piFA%","piFC%","piSI%","piSL%","pivCH","pivFA","pivFC","pivSI","pivSL","piCH-X","piFA-X","piFC-X","piSI-X","piSL-X","piCH-Z","piFA-Z","piFC-Z","piSI-Z","piSL-Z","piwCH","piwFA","piwFC","piwSI","piwSL","piwCH/C","piwFA/C","piwFC/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Yimi Garcia",12095,"2024-08-19","@LAD",11,2024,"SEA","A",33,0,0,27.000028163224,1,0,0,0,0,0,0,0,0.1,3,2,1,1,1,0,0,0,0,0,0,0,0,54.0000563264481,0,0,0,1,2,0,0,0,0,0,0,0,0,7.34739574882223,27.000028163224,0.666666666666667,6.00000625849423,0.5,1,42.1665204585023,-15.1664922952783,12.2385396785169,714.47627086851,1085.65820754106,302.619653550456,0.5,0,0.333333333,0.666666666,0,0.5,0,0,8,9,17,-0.14350001513958,-0.147140011191368,0.00363999605178833,-1.71800005435944,-0.181798949837685,0.404000014066696,0.481000006198883,0.962000012397766,0.193999990820885,1,1,-0.152547463774681,-0.202650581134024,0,1,0.52941176,96.88888889,0.29411765,84.2,0.05882353,91,0.11764706,89.5,NA,0.0718066543340683,-0.192906185984612,-0.0373910665512085,-1.46604537963867,0.797851714822981,-3.85812371969223,-3.73910665512085,-73.3022689819336,0.11111111,0.75,0.41176471,1,1,1,0.47058824,0.66666667,0,1,2,0,0,1,2,3,0.33333333,0.66666667,0,0,0.33333333,0.66666667,20.4036137673142,20,79.40978,24.82426,49.19855,55.48031,40.05747,80,74.63012,80,48.91592,79.99315,43.35599,80,80,80,73.38391,70.34033,61.77256,-1.32734,2.08608,69.88,86.2,75.12,102.62,51.4,67.8,108.86,183.32,207.26,117.44,46.74,63.92,167.76,168.78,206.89,110.24,131.109411764706,150.424705882353,0.41176471,0.11764706,0.05882353,0.29411765,0.11764706,96.8999982561384,96.25,85.4000015258789,85.3599975585937,89.3499984741211,-6.07613972255162,-11.6672306060791,6.81122493743896,4.88687210083008,-10.122106552124,8.70305579049247,3.45560789108276,4.59928846359253,-0.39647057056427,1.43477535247803,0.0396772436797619,0.0337270088493824,-0.0897959321737289,-0.145458493381739,-1.46826349198818,0.566817766853741,1.68635044246912,-8.97959321737289,-2.90916986763477,-73.4131745994091,0.11111111,0.75,0.41176471,1,1,1,0.47058824,17.92857143,0.11764706,0.41176471,0.05882353,0.11764706,0.29411765,89.2434539794922,96.8500279017857,90.8276977539062,96.1720504760742,84.1706420898438,-9.55632972717285,-5.51990836007254,3.72684001922607,-11.2283496856689,6.4881217956543,0.257209002971649,7.94423021589007,1.22819995880127,2.25861501693726,-1.13201398849487,-1.46826349198818,0.0396772436797619,-0.0380783230066299,0.0337270088493824,-0.197176102548838,-73.4131745994091,0.566817766853741,-3.80783230066299,1.68635044246912,-3.94352205097675,0.11111111,0.75,0.41176471,1,1,1,0.47058824,3,99.8121541341146,24.5669479370117,1,0.33333333,109.596,2,0.66666667,"2024-08-19",0
"Yimi Garcia",12095,"2024-08-15","@DET",11,2024,"SEA","A",33,0,0,13.500014081612,1,0,0,0,0,0,1,0,0.2,3,0,1,1,0,1,0,0,0,0,0,0,13.500014081612,0,0,0,0,1,1,0,0,0,0,0,0,0.33333333,-0.33333333,11.7253957421829,0,0,1.50000156462356,0,0,7.66648447216047,5.83352960945155,9.93449944721724,357.238135434255,195.822939623795,245.300732355027,1,0,0.5,0.5,0,0,0,0,6,7,13,0.0271120145916939,-0.174511969089508,0.201623991131783,0.129999995231628,0.0137130804359913,3.31069993972778,2.46560001373291,2.46560001373291,4.08360004425049,1,1,0.000712073699105531,0.00747713555732836,0,0,0.69230769,95.55555556,0.15384615,85,NA,NA,0.15384615,88.5,NA,-0.143529921770096,0.261603236198425,NA,0.0299090594053268,-1.59477690855662,13.0801618099213,NA,1.49545297026634,0,0.85714286,0.46153846,NA,0.83333333,0.83333333,0.53846154,0.66666667,0.07692308,0,2,0,2,0,0,2,0,1,0,1,0,0,5.89254161660138,80,50.7638,80,80,53.35538,80,20,52.31994,20,NA,NA,NA,NA,NA,NA,39.19632,47.68979,37.64535,0.7966,5.27199,88.14,176.62,166.28,95.54,157.54,162.02,85.14,43.3,24.28,NA,NA,NA,NA,NA,NA,87.2015384615384,81.3861538461538,67.3169230769231,0.69230769,NA,NA,0.15384615,0.15384615,95.5666639539931,NA,NA,84.6999969482422,88.5500030517578,-7.00565761990017,NA,NA,4.86673974990845,-8.97724533081055,7.45845709906684,NA,NA,-0.160846263170242,0.217993035912514,-0.149536423385143,NA,NA,0.264909833669662,0.030135452747345,-1.66151581539048,NA,NA,13.2454916834831,1.50677263736725,0,0.66666667,0.46153846,NA,0.83333333,0.83333333,0.69230769,17.77777778,0.15384615,0.69230769,NA,NA,0.15384615,88.4759979248047,95.4982435438368,NA,NA,84.5924530029297,-8.07705974578857,-6.3417845831977,NA,NA,5.85812997817993,-0.743465542793274,6.74434322781033,NA,NA,-0.979973018169403,0.030135452747345,-0.149536423385143,NA,NA,0.264909833669662,1.50677263736725,-1.66151581539048,NA,NA,13.2454916834831,0,0.75,0.46153846,NA,0.83333333,0.83333333,0.61538462,2,57.9893646240234,0.612876892089844,0,0,60.2923,0,0,"2024-08-15",0
"Yimi Garcia",12095,"2024-08-14","@DET",11,2024,"SEA","A",33,0,0,18,1,0,0,0,0,0,0,1,1,5,2,2,2,1,0,0,0,0,0,1,9,0,18,1,0,0,1,3,0,0,0,0,0,0.2,0,0.2,4.59096908401489,9,0.4,2,0.333333333333333,0,14.1664797782898,3.83352022171021,5.70250499695539,476.317017074456,363.472766626305,140.018995908429,0.333333333,0,0.25,0.75,0,0.333333333,0,0,6,17,23,-0.344496011734009,-0.439168006181717,0.0946719944477081,-1.51999998092651,-0.160337552428246,1.23847997188568,1.67040002346039,1.67040002346039,2.23839998245239,1,1,-0.208440378308296,-0.0697199630410169,0,1,0.43478261,96.6,0.26086957,84.83333333,0.13043478,91,0.17391304,90.25,NA,-1.8258752822876,0.342331409454346,-0.0445054545998573,0.125772431492805,-18.258752822876,5.70552349090576,-1.48351515332858,3.14431078732014,0.45454545,0.83333333,0.65217391,0.6,0.8,0.73333333,0.52173913,0.8,0.17391304,2,1,1,1,1,2,4,0.5,0.25,0.25,0.25,0.25,0.5,9.15024799154363,52.98232,59.80233,66.37996,53.83382,50.55459,49.17588,80,64.45074,80,80,69.70704,71.10719,80,52.67944,80,77.01024,58.176,80,-1.55264,1.74813,94.78,86.16,68.8,114.5,93.34,110.7,130.22,139.6,163.86,108.02,118.18,129.82,136.315,102.27,119.585,119.768695652174,111.894782608696,125.111304347826,0.34782609,0.08695652,0.17391304,0.2173913,0.17391304,96.5875015258789,96.3999938964844,89.6999969482422,84.5,89.9749984741211,-6.1122989654541,-10.4421939849854,3.32577562332153,4.72241592407227,-11.6089267730713,8.3242244720459,5.60151481628418,3.24414134025574,-0.00194435715675354,3.44957518577576,-1.85962432250381,-0.00895778834819794,0.00948407500982285,0.291566912084818,0.127053175121546,-23.2453040312976,-0.447889417409897,0.237101875245571,5.83133824169636,3.17632937803864,0.3,0.92307692,0.65217391,0.33333333,0.83333333,0.73333333,0.56521739,19.38888889,0.17391304,0.34782609,0.13043478,0.08695652,0.26086957,90.0117797851562,96.6526031494141,91.0339050292969,96.4752502441406,84.7506154378255,-10.8299255371094,-5.23966360092163,3.40644995371501,-9.87653541564941,6.24732335408529,2.24036717414856,7.74120140075684,2.53203678131104,4.66238021850586,-0.522019505500793,0.127053175121546,-1.85962432250381,-0.0452898852527142,-0.00895778834819794,0.346340872347355,3.17632937803864,-23.2453040312976,-1.50966284175714,-0.447889417409897,5.77234787245592,0.33333333,0.85714286,0.65217391,0.33333333,0.83333333,0.73333333,0.60869565,4,83.2823791503906,4.97488641738892,2,0.5,103.114,2,0.5,"2024-08-14",0
"Yimi Garcia",12095,"2024-08-10","NYM",11,2024,"SEA","H",33,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,3,0,0,0,0,0,0,0,0,8.41372908401489,0,0.25,1,0.25,1,3.1664797782898,-3.1664797782898,7.70250499695539,0,79.7574698954555,189.77413509113,0.333333333,0,0.25,0.75,0,0,0,0,5,11,16,0.0181639939546585,-0.00464398274198174,0.0228079780936241,0.430000007152557,0.048835888504982,0.245250001549721,0.414400011301041,0.414400011301041,0.289600014686584,1,1,0.0288126450031996,0.0452505306945834,0,0,0.75,96.33333333,NA,NA,0.1875,88,0.0625,89,NA,0.875946938991547,NA,-0.580771028995514,-0.04739710688591,7.29955782492955,NA,-19.3590342998505,-4.739710688591,0.5,0.83333333,0.625,0.8,1,0.9,0.375,0.5,0.0625,1,2,1,2,2,0,4,0.25,0.5,0.25,0.5,0.5,0,0.881242968628448,20,56.63746,20,NA,NA,NA,60.92675,66.89002,54.38812,79.13432,66.51151,78.40516,20,51.70399,20,41.35006,62.35449,29.56974,0.6628,5.07129,81.66,3.36,-9.74000000000001,NA,NA,NA,116.62,107.58,125.38,105.22,119.6,140.16,146.346666666667,22.7933333333333,65.18,118.58375,86.67125,107.495,0.625,0.125,0.1875,NA,0.0625,96.3700012207031,96.1999969482422,88.0333353678385,NA,88.8000030517578,-6.50880432128906,-9.56336402893066,1.18570518493652,NA,-12.5610628128052,8.60894546508789,4.45140409469604,5.78008524576823,NA,5.10087728500366,0.643385611474514,0.243589103221893,-0.589593764394522,NA,-0.0483221560716629,6.43385611474514,12.1794551610947,-19.6531254798174,NA,-4.83221560716629,0.5,0.83333333,0.625,0.8,1,0.9,0.375,18.33333333,0.0625,0.625,NA,0.125,0.1875,88.7109985351562,96.2670532226562,NA,96.07275390625,87.8985697428385,-11.374400138855,-5.85843391418457,NA,-9.13702583312988,2.6371070543925,3.33534002304077,7.90931015014648,NA,3.76766991615295,4.63259983062744,-0.0483221560716629,0.643385611474514,NA,0.243589103221893,-0.589593764394522,-4.83221560716629,6.43385611474514,NA,12.1794551610947,-19.6531254798174,0.54545455,0.8,0.625,0.83333333,1,0.9,0.3125,4,71.8403472900391,33.477783203125,0,0,80.7501,0,0,"2024-08-10",0
"Yimi Garcia",12095,"2024-08-08","DET",11,2024,"SEA","H",33,0,0,0,1,0,0,0,0,0,0,0,1.1,4,0,0,0,0,0,0,0,0,0,2,13.5000032186516,0,0,2,0,0,1,1,0,0,0,0,0,0.5,0,0.5,0.562229084014893,0,0,0,0,1,0.166479063033887,-0.166479063033887,1.30048563806852,0,2.38055233894723,30.5074529652481,1,0,0.5,0.5,0,0,0,0,3,11,14,0.0467380024492741,0,0.0467380024492741,0.827000021934509,0.0939239114522934,0.48115000128746,0.604133307933807,1.00880002975464,0.237000003457069,1,1,0.0965471863746643,0.000590925075429419,0,0,0.57142857,97,0.28571429,84.5,NA,NA,0.14285714,88.5,NA,0.615305244922638,0.174041166901588,NA,0.193869575858116,7.69131556153297,4.35102917253971,NA,9.69347879290581,0.66666667,0.6,0.64285714,0.33333333,0.66666667,0.44444444,0.35714286,0.75,0.35714286,1,0,1,0,2,0,2,0.5,0,0.5,0,1,0,-0.970858547828242,58.94651,65.88204,64.91406,80,46.07539,80,70.6395,65.29,60.79841,NA,NA,NA,50.62718,63.16313,20,79.70612,61.86145,72.13175,-1.72012,1.49691,115.4,93.26,97.32,97.22,156.16,166.86,151.7,122.68,161.64,NA,NA,NA,118.4,105.8,130.78,133.974285714286,120.848571428571,148.788571428571,0.57142857,NA,0.14285714,0.14285714,0.14285714,96.9124984741211,NA,85.25,83.1999969482422,88.5,-6.71213293075562,NA,8.2033576965332,6.74159812927246,-11.5291690826416,8.71535587310791,NA,3.99389505386353,-2.10043239593506,1.91978216171265,0.622101359069347,NA,0.0973343104124069,0.0787287354469299,0.196422282606363,7.77626698836684,NA,4.86671552062035,3.9364367723465,9.82111413031816,0.5,0.75,0.64285714,0,0.66666667,0.44444444,0.57142857,15.9,0.14285714,0.57142857,NA,NA,0.28571429,88.3926010131836,96.8351593017578,NA,NA,84.1190032958984,-10.8312492370605,-5.84193897247314,NA,NA,8.91094779968262,0.452093005180359,8.08952713012695,NA,NA,-0.260720074176788,0.196422282606363,0.622101359069347,NA,NA,0.176063045859337,9.82111413031816,7.77626698836684,NA,NA,4.40157614648342,0.57142857,0.71428571,0.64285714,0.25,0.6,0.44444444,0.5,2,84.3837661743164,29.4918918609619,0,0,95.7811,1,0.5,"2024-08-08",0
"Yimi Garcia",12095,"2024-08-04","PHI",11,2024,"SEA","H",33,0,0,27.000028163224,1,0,0,0,0,0,0,0,0.2,4,1,2,2,1,1,0,0,0,0,0,0,13.500014081612,13.500014081612,0,0,0,0,2,1,0,0,0,0,0,0.25,-0.25,11.5869790840149,13.500014081612,0.333333333333333,3.00000312924711,0,0,27.1665048122667,-0.166476649042679,12.202514422274,714.47627086851,698.773308446599,301.723432731227,0,0.333333333,0,0.666666666,0,0.5,0,0,9,14,23,-0.103561997413635,-0.12049999833107,0.0169379971921444,-0.771000027656555,-0.0875638872385025,0.428099989891052,0.796599984169006,0.796599984169006,0.391799986362457,1,1,-0.122877269983292,-0.119033498199606,0,1,0.43478261,95.2,0.34782609,84.25,0.13043478,89,0.08695652,88.5,NA,-1.38381493091583,0.374526917934418,-0.25889265537262,0.0434947088360786,-13.8381493091583,4.68158647418022,-8.62975517908732,2.17473544180393,0.25,0.72727273,0.47826087,1,0.625,0.72727273,0.47826087,0.75,0.13043478,3,0,0,0,2,1,3,1,0,0,0,0.66666667,0.33333333,43.3160299821772,46.37572,55.06305,40.08044,39.43821,49.27886,44.11713,48.33922,44.28545,47.32004,26.13925,63.22461,45.0276,20,55.83621,20,20,49.27527,20,2.17862,7.34502,85.7,114.28,115.2,115.96,78.3,80,88.76,127.44,111.16,92.42,118.2,117.52,137.2,-61.47,-7.06999999999999,107.202608695652,65.9304347826087,74.1713043478261,0.34782609,0.08695652,0.26086957,0.2173913,0.08695652,95.1374969482422,95.1499938964844,87.4000040690104,83.4,88.3500061035156,-5.82572984695435,-9.49697875976562,3.77942975362142,6.94166488647461,-9.95572185516357,8.00646305084229,4.65439033508301,4.63392734527588,-1.5078369140625,0.541654467582703,-1.38891489058733,0.00431566312909126,-0.151073876768351,0.305779118090868,0.0439708419144154,-17.3614361323416,0.215783156454563,-2.51789794613918,6.11558236181736,2.19854209572077,0.18181818,0.75,0.47826087,1,0.66666667,0.72727273,0.52173913,16.21052632,0.08695652,0.34782609,0.08695652,0.08695652,0.39130435,88.6166000366211,95.3721771240234,91.2843017578125,95.3716506958008,84.5807088216146,-9.62055492401123,-5.19429016113281,0.760928988456726,-8.66773986816406,7.3368157280816,-0.366401851177216,7.4370551109314,3.53932476043701,3.93110513687134,0.336113082038032,0.0439708419144154,-1.38891489058733,0.00184798240661621,0.00431566312909126,0.152857258915901,2.19854209572077,-17.3614361323416,0.0923991203308105,0.215783156454563,1.69841398795446,0.16666667,0.81818182,0.47826087,1,0.66666667,0.72727273,0.47826087,3,93.1429951985677,34.0769170125326,1,0.33333333,101.616,1,0.33333333,"2024-08-04",0
"Yimi Garcia",12095,"2024-08-03","PHI",11,2024,"SEA","H",33,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,2,0,0,0,0,1,9,18,0,0.5,0,0,2,0,0,0,0,0,0,0.2,0.4,-0.2,9.91016908401489,0,0,2,0,1,7.1664797782898,-7.1664797782898,7.1664797782898,0,182.926668706673,176.439130411058,2,0,1,0,0,0,0,0,10,15,25,0.0814179927110672,-0.0750519782304764,0.156469970941544,0.430000007152557,0.048835888504982,1.81991994380951,1.52479994297028,1.52479994297028,1.8095999956131,1,1,0.0105884792283177,0.0341486494503431,1,0,0.52,96,0.36,86.22222222,0.04,92,0.08,88,NA,0.108874551951885,0.0784369707107544,0.177071928977966,-0.18524044752121,0.83749655347604,0.87152189678616,17.7071928977966,-9.26202237606049,0.375,0.77777778,0.52,0.66666667,0.85714286,0.76923077,0.36,0.8,0.12,0,2,0,0,2,0,2,0,1,0,0,1,0,6.04460887110656,20,53.95462,20,68.04967,50.96233,65.10035,41.24042,59.54803,20,80,78.59999,80,80,59.23329,80,53.5032,56.7021,37.81044,-0.09223,3.93875,84.32,-33.8,-50.04,111.74,113.8,121.56,111.18,67.48,83.86,121.58,155.38,174.04,164.32,120.28,166.948,120.1872,82.7176,100.9128,0.48,0.04,0.2,0.2,0.08,95.9583333333333,94.8000030517578,87.6799987792969,85.6,87.9499969482422,-5.87715021769206,-10.725492477417,4.07849578857422,4.49227104187012,-10.6811761856079,8.88414827982585,4.64858102798462,5.17467575073242,0.583572006225586,3.43673086166382,-0.228824622929096,0.332877218723297,0.1948480643332,0.0635716505348682,-0.189626455307007,-1.90687185774247,33.2877218723297,3.89696128666401,1.27143301069736,-9.48132276535034,0.23076923,0.83333333,0.52,0.33333333,0.9,0.76923077,0.48,20.1,0.08,0.48,0.04,0.04,0.36,88.211799621582,96.2147827148438,91.8721008300781,95.0681991577148,86.3334079318576,-10.0349950790405,-5.25689665476481,2.68986010551453,-10.1870002746582,5.62945895724826,1.84699487686157,8.39261817932129,3.82178997993469,3.84496998786926,1.78506618075901,-0.189626455307007,-0.228824622929096,0.179726630449295,0.332877218723297,0.0786930844187737,-9.48132276535034,-1.90687185774247,17.9726630449295,33.2877218723297,0.874367604653041,0.23076923,0.83333333,0.52,0.33333333,0.9,0.76923077,0.48,2,75.1460266113281,-13.7586736679077,0,0,84.4878,0,0,"2024-08-03",0
"Yimi Garcia",12095,"2024-07-30","@BOS",11,2024,"SEA","A",33,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,1,9,0,9,1,0,0,1,1,1,0,0,0,0,0.25,0,0.25,2.72685408401489,0,0.25,1,0.333333333333333,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,28.1728704898465,64.7888072114456,1,0.333333333,0.333333333,0.333333333,0,0,0,0,3,8,11,0.0322679989039898,-0.0188479982316494,0.0511159971356392,0.546999990940094,0.0526974946260452,0.594200015068054,0.667200028896332,0.667200028896332,0.490399986505508,1,1,0.0309852138161659,0.0233197307912389,0,0,0.54545455,96.33333333,0.27272727,83.33333333,NA,NA,0.18181818,89.5,NA,0.202870517969131,-0.0575831942260265,NA,0.118980824947357,3.38117529948552,-1.91943980753422,NA,5.94904124736786,0.4,0.83333333,0.63636364,0.5,1,0.85714286,0.54545455,0.75,0.09090909,0,2,1,0,3,0,3,0,0.66666667,0.33333333,0,1,0,2.77295078132881,46.11637,60.18154,42.91214,20,47.36173,20,80,56.93506,80,80,63.66154,80,NA,NA,NA,63.79914,52.02418,64.84561,-0.73188,2.97927,118.38,87.04,84.18,102.52,37.92,53.1,81.58,162.6,153.5,93.7,136.32,137.16,NA,NA,NA,95.0836363636363,112.469090909091,112.029090909091,0.45454545,0.09090909,NA,0.27272727,0.18181818,96.3800048828125,95.5999984741211,NA,83.1666666666667,89.1500015258789,-5.67160415649414,-9.29270076751709,NA,5.97310384114583,-10.9554996490479,8.29679107666016,4.2623462677002,NA,-1.42465241750081,3.00384473800659,0.675180356949568,-0.47120988368988,NA,-0.0590580143034458,0.120601370930672,13.5036071389914,-47.120988368988,NA,-1.96860047678153,6.03006854653358,0.5,0.8,0.63636364,0.66666667,1,0.85714286,0.45454545,19.42857143,0.18181818,0.45454545,NA,0.09090909,0.27272727,89.1431503295898,96.3518188476562,NA,95.5327987670898,83.1224365234375,-10.3868999481201,-5.11391220092773,NA,-8.91670036315918,6.54519653320312,1.65139007568359,7.7575439453125,NA,3.7323100566864,-2.21265935897827,0.120601370930672,0.675180356949568,NA,-0.47120988368988,-0.0590580143034458,6.03006854653358,13.5036071389914,NA,-47.120988368988,-1.96860047678153,0.4,0.83333333,0.63636364,0.5,1,0.85714286,0.54545455,3,88.8096313476562,19.8248608907064,0,0,96.1631,2,0.66666667,"2024-07-30",0
"Yimi Garcia",12095,"2024-07-28","@CHW",11,2024,"SEA","A",33,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,9.75339574477623,0,0,0,0,1,3.1664797782898,-3.1664797782898,6.19049659073353,0,79.7574698954555,152.159040742638,0,0.333333333,0,0.666666666,0,0,0,0,2,5,7,0.0506380014121532,0,0.0506380014121532,0.496999979019165,0.0512107163667679,0.665199995040894,1.04339993000031,1.04339993000031,0.903400003910065,1,1,0.0764397084712982,-0.00031523193843197,0,0,0.57142857,94.75,0.14285714,83,0.28571429,85.5,NA,NA,NA,0.564148545265198,0.0495179928839207,0.177418887615204,NA,14.1037136316299,4.95179928839207,8.87094438076019,NA,0.5,0.66666667,0.57142857,1,1,1,0.42857143,0.66666667,0,1,1,1,0,1,2,3,0.33333333,0.33333333,0.33333333,0,0.33333333,0.66666667,5.18295102288558,NA,NA,NA,NA,NA,NA,55.10005,53.70108,67.00052,20,46.10801,20,80,53.41273,80,60.87732,52.72878,65.44693,-0.55036,3.25155,NA,NA,NA,NA,NA,NA,82,101.3,93.92,80.04,32.5,27.58,153.64,148.22,171.593333333333,112.422857142857,111.58,117.731428571429,0.42857143,0.14285714,0.42857143,NA,NA,94.7333374023438,94,84.8333333333333,NA,NA,-6.94159317016602,-8.88612079620361,2.50840266545614,NA,NA,7.49692026774089,4.96554803848267,3.94852765401204,NA,NA,0.605710402131081,-0.0350487045943737,0.229843229055405,NA,NA,20.1903467377027,-3.50487045943737,7.66144096851349,NA,NA,0.5,0.66666667,0.57142857,1,1,1,0.42857143,14.25,NA,0.42857143,NA,0.14285714,0.42857143,NA,94.8365987141927,NA,94.0988998413086,84.9046020507812,NA,-6.18781344095866,NA,-8.09529972076416,3.43518988291423,NA,6.5371462504069,NA,3.88968992233276,2.95700677235921,NA,0.605710402131081,NA,-0.0350487045943737,0.229843229055405,NA,20.1903467377027,NA,-3.50487045943737,7.66144096851349,0.5,0.66666667,0.57142857,1,1,1,0.42857143,3,96.5294799804688,26.9072596232096,1,0.33333333,104.131,1,0.33333333,"2024-07-28",0
"Yimi Garcia",12095,"2024-07-27","@CHW",11,2024,"SEA","A",33,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,1,0,0,0,0,0,0,0.66666667,0,0.66666667,-0.412826469756885,0,0,0,0,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-23.4117289157625,-22.5814263197472,1,0,1,0,0,0,1,9,2,8,10,0.054067999124527,0,0.054067999124527,0.496999979019165,0.0512107163667679,0.712266683578491,1.06459999084473,1.06459999084473,0.594600021839142,1,1,0.0758637264370918,4.60421525107918e-05,0,0,0.6,96.16666667,0.2,84.5,0.1,84,0.1,87,NA,0.579404652118683,0.227396890521049,0,-0.0620911717414856,9.65674420197805,11.3698445260525,0,-6.20911717414856,0.71428571,0.66666667,0.7,0.6,1,0.71428571,0.3,0.66666667,0.2,0,1,0,0,1,0,1,0,1,0,0,1,0,-1.50363544136067,20,48.75682,20,NA,NA,NA,41.07124,57.05215,34.80309,80,80,80,51.19538,61.07793,20,44.26502,58.21579,32.13957,0.4817,4.79964,85.6,-2.12,-2.63999999999999,NA,NA,NA,82.1,129.66,117.08,121.52,132.22,152.06,163.506666666667,82.9733333333333,116.333333333333,110.814,102.732,108.382,0.5,0.1,0.3,NA,0.1,96.2400024414062,95.9000015258789,84.5333353678385,NA,87.3000030517578,-5.4847843170166,-10.8194847106934,5.76470184326172,NA,-8.53929805755615,8.41570816040039,2.05523586273193,2.79150104522705,NA,1.09223675727844,0.547332923859358,0.039364367723465,0.229855183511972,NA,-0.0633736774325371,10.9466584771872,3.9364367723465,7.66183945039908,NA,-6.33736774325371,0.5,0.83333333,0.7,0.5,0.8,0.71428571,0.6,19.42857143,0.1,0.5,NA,0.1,0.3,87.3613967895508,96.3185791015625,NA,96.0242004394531,84.5972696940104,-7.98121023178101,-4.87807197570801,NA,-10.1964998245239,6.57755661010742,0.528385996818542,7.75838394165039,NA,1.04312002658844,1.84459336598714,-0.0633736774325371,0.547332923859358,NA,0.039364367723465,0.229855183511972,-6.33736774325371,10.9466584771872,NA,3.9364367723465,7.66183945039908,0.5,0.83333333,0.7,0.5,0.8,0.71428571,0.6,1,82.9385528564453,-26.0331363677979,0,0,82.9386,0,0,"2024-07-27",0
