"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CT%","CTv","CB%","CBv","XX%","wFB","wSL","wCT","wCB","wFB/C","wSL/C","wCT/C","wCB/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_CU","pb_s_CU","pb_c_CU","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_FC","pb_s_FC","pb_c_FC","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CU","sp_l_CU","sp_p_CU","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_FC","sp_l_FC","sp_p_FC","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFC%","pfxSL%","pfxCU%","pfxvFA","pfxvFC","pfxvSL","pfxvCU","pfxFA-X","pfxFC-X","pfxSL-X","pfxCU-X","pfxFA-Z","pfxFC-Z","pfxSL-Z","pfxCU-Z","pfxwFA","pfxwFC","pfxwSL","pfxwCU","pfxwFA/C","pfxwFC/C","pfxwSL/C","pfxwCU/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCU%","piFA%","piFC%","piSL%","pivCU","pivFA","pivFC","pivSL","piCU-X","piFA-X","piFC-X","piSL-X","piCU-Z","piFA-Z","piFC-Z","piSL-Z","piwCU","piwFA","piwFC","piwSL","piwCU/C","piwFA/C","piwFC/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Luke Jackson",11752,"2024-09-29","KCR",16,2024,"ATL","H",32,0,0,0,1,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,1,27.000028163224,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,-0.337270915985107,0,0,0,0,1,-2.83352648020443,2.83352648020443,-2.83352648020443,0,-68.1062229471088,-66.6847344309602,0,0,0,0,0,0,0,0,0,3,3,0.00421999581158161,0,0.00421999581158161,0.104999996721745,0.0106707317754626,0.163599997758865,0.0817999988794327,0.163599997758865,NA,0,1,0.0257945954799652,2.98707000107035e-10,0,0,NA,NA,1,87,NA,NA,NA,NA,NA,NA,0.266312569379807,NA,NA,NA,8.87708564599355,NA,NA,0.5,1,0.66666667,0,1,0.5,0.33333333,1,0.33333333,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-2.82350699885845,NA,NA,NA,NA,NA,NA,80,33.93115,63.97143,NA,NA,NA,80,39.84241,68.01302,-5.46144,-4.11507,NA,NA,NA,NA,NA,NA,114.56,168.52,181.26,NA,NA,NA,114.56,168.52,181.26,NA,NA,1,NA,NA,NA,87.1333312988281,NA,NA,NA,0.0862788160641988,NA,NA,NA,-3.06646728515625,NA,NA,NA,0.25786292925477,NA,NA,NA,8.59543097515901,NA,0.5,1,0.66666667,0,1,0.5,0.33333333,15.5,NA,NA,NA,1,NA,NA,NA,87.037363688151,NA,NA,NA,0.739858229955037,NA,NA,NA,-4.38394991556803,NA,NA,NA,0.25786292925477,NA,NA,NA,8.59543097515901,0.5,1,0.66666667,0,1,0.5,0.33333333,0,NA,NA,0,NA,NA,0,NA,"2024-09-29",0
"Luke Jackson",11752,"2024-09-19","@CIN",16,2024,"ATL","A",32,0,0,5.40000205993731,1,0,0,0,0,0,0,0,1.2,9,3,1,1,0,1,0,0,0,0,4,21.6000082397492,5.40000205993731,16.2000061798119,4,0,0,2,2,0,0,0,0,0,0.44444444,0.11111111,0.33333333,2.01803772808758,0,0.375,2.40000091552769,0.75,0.75,0.166478633880179,5.23352342605713,1.9808894134892,129.728350382352,5.93646366994303,49.6591093309427,1,0,0.5,0.5,0,0,0,0,17,24,41,0.00156000000424683,-0.0139499995857477,0.0155100002884865,-0.348000049591064,-0.0329078063368797,0.100666664540768,0.0610000006854534,0.0710000023245811,0.111999996006489,1,1,-0.0536254495382309,0.069122138649402,0,0,0.29268293,94.66666667,0.65853659,87.62962963,NA,NA,0.04878049,84,NA,0.0301636606454849,-0.007155392318964,NA,-0.425037205219269,0.251363838712374,-0.0265014530332,NA,-21.2518602609634,0.35714286,0.69230769,0.46341463,0.4,0.66666667,0.52631579,0.31707317,0.55555556,0.2195122,0,3,1,0,4,0,4,0,0.75,0.25,0,1,0,0.165982403256132,80,48.18425,80,36.01414,44.99268,42.61018,73.97059,64.63978,68.81371,NA,NA,NA,66.3763,62.58868,66.34663,-0.89199,2.73911,89.92,125.48,124.64,80.04,64.02,46.26,106.82,130.08,143.72,NA,NA,NA,98.1575609756098,110.520975609756,114.264390243902,0.29268293,NA,0.65853659,0.04878049,94.7416687011719,NA,87.4925944010417,84,-3.84877554575602,NA,-0.685959568730107,2.37341070175171,10.6111208597819,NA,-2.60346137152778,-5.55982685089111,0.0258843526244164,NA,-0.0227342955768108,-0.431845515966415,0.215702938536803,NA,-0.084201094728929,-21.5922757983208,0.34615385,0.66666667,0.46341463,0.33333333,0.7,0.52631579,0.36585366,17.875,0.04878049,0.29268293,NA,0.65853659,84.2586059570312,94.999257405599,NA,87.7302065248843,3.22595548629761,-3.1303186416626,NA,0.131302762914587,-7.06838035583496,9.2125727335612,NA,-4.30207739935981,-0.431845515966415,0.0258843526244164,NA,-0.0227342955768108,-21.5922757983208,0.215702938536803,NA,-0.084201094728929,0.36,0.625,0.46341463,0.33333333,0.7,0.52631579,0.3902439,4,88.9225006103516,24.0071182250977,0,0,108.8,1,0.25,"2024-09-19",0
"Luke Jackson",11752,"2024-09-16","LAD",16,2024,"ATL","H",32,0,0,0,1,0,0,0,0,0,0,0,2,7,0,0,0,0,1,0,0,0,0,2,9,4.5,0,2,0,0,2,1,1,0,0,0,0,0.28571429,0.14285714,0.14285714,3.80856581413144,0,0,0.5,0,1,2.6664797782898,-2.6664797782898,3.42248398140073,0,67.6386255791815,84.4962851962024,2,0.25,0.5,0.25,0,0,0,0,10,15,25,0.000224000061280094,0,0.000224000061280094,1.01400005817413,0.103048779070377,0,0,0,NA,0,1,0,NA,0,0,0.2,94.2,0.76,86.89473684,NA,NA,0.04,84,NA,-0.0974179357290268,1.24263393878937,NA,0.0389156937599182,-1.94835871458054,6.5401786252072,NA,3.89156937599182,0.35294118,0.75,0.48,0.33333333,0.5,0.41666667,0.32,0.57142857,0.28,3,0,1,0,4,0,4,0.75,0,0.25,0,1,0,3.33293131704572,80,52.33742,80,30.68544,55.35242,26.21223,64.84405,56.80101,48.19494,NA,NA,NA,63.8583,62.30258,48.11701,-0.73555,2.97377,89.16,160.74,161.1,79.54,84.88,75.5,106.38,98.86,105.08,NA,NA,NA,100.3232,98.5392,101.4048,0.2,NA,0.76,0.04,94.2599975585938,NA,86.773681640625,83.5,-3.64004974365234,NA,-0.843997754548725,3.75310635566711,10.675341796875,NA,-2.62127986707185,-6.67539739608765,-0.0997440777719021,NA,1.25404342263937,0.039364367723465,-1.99488155543804,NA,6.60022854020721,3.9364367723465,0.33333333,0.7,0.48,0.2,0.57142857,0.41666667,0.4,14.38888889,0.04,0.2,NA,0.76,83.3843994140625,94.1541015625,NA,86.6680265727796,4.69055986404419,-2.77863998413086,NA,0.111703057038157,-8.14822006225586,9.34468002319336,NA,-4.41491779528166,0.039364367723465,-0.0997440777719021,NA,1.25404342263937,3.9364367723465,-1.99488155543804,NA,6.60022854020721,0.3125,0.66666667,0.44,0.4,0.5,0.45454545,0.36,4,75.5421752929688,3.17347621917725,0,0,80.3115,0,0,"2024-09-16",0
"Luke Jackson",11752,"2024-09-14","LAD",16,2024,"ATL","H",32,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,2,1,0,0,0,0,0,0,0.25,-0.25,9.17835408401489,0,0,1,0,1,6.1664797782898,-6.1664797782898,7.67848818451166,0,154.021612709107,187.345706390858,2,0,0.666666666,0.333333333,0,0,0,0,7,8,15,0.000199973583221436,-0.000112011432065628,0.000311985029838979,0.506999969482422,0.051524393260479,0,0,0,NA,0,1,0,NA,0,0,0.46666667,94,0.53333333,86.75,NA,NA,NA,NA,NA,0.0345168933272362,0.442062884569168,NA,NA,0.493098476103374,5.5257860571146,NA,NA,0.41666667,0.66666667,0.46666667,0.6,1,0.71428571,0.2,0.5,0.13333333,0,2,1,1,2,0,3,0,0.66666667,0.33333333,0.33333333,0.66666667,0,4.71378874475836,NA,NA,NA,32.54855,55.58084,36.83683,65.99082,53.1592,50.12036,NA,NA,NA,50.28369,56.19977,43.69079,0.10779,4.23878,NA,NA,NA,83.44,59.2,53.18,105.24,93.4,100.96,NA,NA,NA,95.0666666666667,77.44,78.6626666666667,0.46666667,NA,0.53333333,NA,93.9857177734375,NA,86.7624969482422,NA,-3.3106141771589,NA,-0.939430832862854,NA,10.8443189348493,NA,-2.13357520103455,NA,0.0310395248234272,NA,0.447346542030573,NA,0.443421783191817,NA,5.59183177538216,NA,0.33333333,0.66666667,0.46666667,0.33333333,1,0.71428571,0.4,15.09090909,NA,0.46666667,NA,0.53333333,NA,93.9813581194196,NA,86.7402267456055,NA,-2.67092895507812,NA,-0.0662916824221611,NA,9.31565420968192,NA,-3.91316509246826,NA,0.0310395248234272,NA,0.447346542030573,NA,0.443421783191817,NA,5.59183177538216,0.5,0.4,0.46666667,0.6,1,0.71428571,0.33333333,3,74.5264180501302,-4.0498161315918,0,0,89.5378,0,0,"2024-09-14",0
"Luke Jackson",11752,"2024-09-10","@WSN",16,2024,"ATL","A",32,0,0,0,1,0,0,0,0,0,0,0,2,8,1,0,0,0,1,0,0,0,0,3,13.5,4.5,4.5,3,0,0,3,1,0,0,0,0,0,0.375,0.125,0.25,2.53166658401489,0,0.142857142857143,1,0.25,1,1.6664797782898,-1.6664797782898,2.42248398140073,0,42.9577721134885,60.3305616004696,3,0,0.75,0.25,0,0,1,4.5,11,26,37,0.00039999998989515,-0.000199999994947575,0.00059999997029081,0.98199999332428,0.101972997188568,0.00584999984130263,0.00499999988824129,0.00999999977648258,NA,0,1,0.0170600414276123,0.0513160270760205,0,0,0.2972973,94.27272727,0.54054054,87,NA,NA,0.16216216,85,NA,0.0107223577797413,0.422862678766251,NA,-0.0437271818518639,0.0974759798158299,2.11431339383125,NA,-0.728786364197731,0.23809524,0.6875,0.43243243,0.6,0.81818182,0.75,0.43243243,0.875,0.10810811,1,2,1,1,1,2,4,0.25,0.5,0.25,0.25,0.25,0.5,0.707880891020272,46.05796,77.57977,25.82531,55.12754,52.90465,53.47451,52.65865,72.60744,64.76688,NA,NA,NA,52.96995,73.01585,55.81818,-0.0591,3.98844,137.68,37.42,73.02,83.24,109.28,92.28,101.8,92.24,95.48,NA,NA,NA,102.100540540541,88.4162162162162,90.8864864864865,0.2972973,NA,0.54054054,0.16216216,94.1909068714489,NA,86.9,84.9666646321615,-3.3173415444114,NA,-1.14356145858765,0.535567363103231,10.3535614013672,NA,-3.58000564575195,-7.65534273783366,0.00972220301628113,NA,0.38862144574523,-0.0453512147068977,0.0883836637843739,NA,1.94310722872615,-0.755853578448296,0.29411765,0.55,0.43243243,0.6,0.81818182,0.75,0.54054054,17.10714286,0.16216216,0.2972973,NA,0.54054054,85.0596008300781,94.2917813387784,NA,87.000048828125,1.18387802441915,-2.68876630609686,NA,-0.530251264572144,-9.44272168477376,9.2372651533647,NA,-5.05232849121094,-0.0453512147068977,0.00972220301628113,NA,0.38862144574523,-0.755853578448296,0.0883836637843739,NA,1.94310722872615,0.25,0.57142857,0.43243243,0.5,0.83333333,0.75,0.56756757,4,85.4073333740234,-12.2664775848389,0,0,102.564,2,0.5,"2024-09-10",0
"Luke Jackson",11752,"2024-09-07","TOR",16,2024,"ATL","H",32,0,0,0,1,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,1,27.000028163224,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,-0.337270915985107,0,0,0,0,1,-2.83352648020443,2.83352648020443,-2.83352648020443,0,-68.1062229471088,-66.6847344309602,0,0,0,0,0,0,4,108.000112652896,1,4,5,9.99999974737875e-05,0,9.99999974737875e-05,0.439999997615814,0.0447154454886913,0.00999999977648258,0.00499999988824129,0.00999999977648258,NA,0,1,0.00999999977648258,1.94413587659148e-10,0,0,0.6,95.66666667,NA,NA,NA,NA,0.4,84,NA,0.0334886722266674,NA,NA,0.221506237983704,1.11628907422225,NA,NA,11.0753118991852,0,1,0.6,NA,0.66666667,0.66666667,0.6,1,0.2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-2.82350699885845,80,52.85156,80,80,57.46204,80,NA,NA,NA,NA,NA,NA,80,49.91783,80,-3.18625,-0.70228,132.02,118.32,140.8,113.32,137.5,127.86,NA,NA,NA,NA,NA,NA,120.8,129.828,133.036,0.6,NA,NA,0.4,95.4333292643229,NA,NA,84,-3.5283686319987,NA,NA,0.613002598285675,11.4763107299805,NA,NA,-5.09771823883057,0.0337270088493824,NA,NA,0.224135935306549,1.12423362831275,NA,NA,11.2067967653275,0,0.75,0.6,NA,0.66666667,0.66666667,0.8,20.75,0.4,0.6,NA,NA,84.2073516845703,95.6250305175781,NA,NA,1.56350493431091,-2.95296319325765,NA,NA,-6.51603984832764,10.304007212321,NA,NA,0.224135935306549,0.0337270088493824,NA,NA,11.2067967653275,1.12423362831275,NA,NA,0.5,0.66666667,0.6,1,0.5,0.66666667,0.6,0,NA,NA,0,NA,NA,0,NA,"2024-09-07",0
"Luke Jackson",11752,"2024-09-05","COL",16,2024,"ATL","H",32,0,0,0,1,0,0,0,0,0,0,0,0.2,4,0,1,0,0,2,0,0,0,0,0,0,27.000028163224,0,0,0,0,0,2,0,0,0,0,0,0,0.5,-0.5,17.9192290840149,0,0,3.00000312924711,0,0.5,12.1664891660311,-12.1664891660311,16.7025191161447,0,302.106965200733,405.417943604044,0,0,0,1,0,0,0,0,10,9,19,-0.104972012341022,-0.116772003471851,0.0117999948561192,-0.725000023841858,-0.0736788585782051,0.858319997787476,0.986000001430511,0.986000001430511,0.587199985980988,1,1,-0.0860649272799492,-0.0362344629377003,0,1,0.31578947,94,0.57894737,87.72727273,NA,NA,0.10526316,85,NA,-0.210744470357895,0.184075593948364,NA,-0.30841064453125,-3.51240783929825,1.67341449043968,NA,-15.4205322265625,0.15384615,0.83333333,0.36842105,0.5,0.6,0.57142857,0.31578947,0.5,0.15789474,0,1,1,0,1,1,2,0,0.5,0.5,0,0.5,0.5,10.8119273720842,34.33528,80,20,20,40.16477,20,56.8617,54.15508,49.75004,NA,NA,NA,29.06964,58.2861,20,1.42574,6.2157,51.2,166.26,131.12,86.16,30.08,0.459999999999994,85.92,123.48,118.6,NA,NA,NA,82.3410526315789,98.4884210526316,82.6105263157895,0.31578947,NA,0.57894737,0.10526316,93.8666687011719,NA,87.6545465642756,85.1000061035156,-3.56201521555583,NA,-0.38125415281816,1.50243186950684,10.4297377268473,NA,-2.29195126620206,-6.99261331558228,-0.21092526614666,NA,0.185204021632671,-0.315534576773643,-3.51542110244433,NA,1.68367292393338,-15.7767288386822,0.15384615,0.83333333,0.36842105,0.5,0.6,0.57142857,0.31578947,17.33333333,0.10526316,0.31578947,NA,0.57894737,85.2585983276367,94.0218200683594,NA,87.8017800071023,2.09133005142212,-2.96038373311361,NA,0.336751807819713,-8.33592987060547,9.60805638631185,NA,-3.6884599165483,-0.315534576773643,-0.21092526614666,NA,0.185204021632671,-15.7767288386822,-3.51542110244433,NA,1.68367292393338,0.15384615,0.83333333,0.36842105,0.5,0.6,0.57142857,0.31578947,2,94.2261199951172,44.4872055053711,1,0.5,101.868,1,0.5,"2024-09-05",0
"Luke Jackson",11752,"2024-08-28","@MIN",16,2024,"ATL","A",32,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,2,18,9,0,2,0,0,1,0,0,0,0,0,0,0.5,0.25,0.25,3.84572908401489,0,0,1,0,1,2.1664797782898,-2.1664797782898,2.1664797782898,0,55.298198846335,54.144034788745,1,0,1,0,0,0,0,0,10,8,18,0.0322759971022606,-0.0310160014778376,0.063291996717453,0.484000027179718,0.0507337525486946,0.81439995765686,0.667599976062775,0.667599976062775,0.57480001449585,1,1,0.029828667640686,0.00980296151008533,0,0,0.38888889,95,0.55555556,87.9,NA,NA,0.05555556,86,NA,0.0733779817819595,0.355470985174179,NA,-0.0207000374794006,1.04825688259942,3.55470985174179,NA,-2.07000374794006,0.09090909,0.28571429,0.16666667,0,0.5,0.33333333,0.38888889,0.75,0.11111111,0,0,1,0,0,1,1,0,0,1,0,0,1,1.53788125753076,78.27113,80,64.9389,55.97445,65.29159,34.72448,52.51344,74.20705,33.70302,NA,NA,NA,57.28876,77.30244,32.65003,-0.32741,3.58598,171.36,117.22,165.4,101.12,45.38,51.1,108.36,122.14,136.36,NA,NA,NA,109.044444444444,92.0155555555556,104.816666666667,0.38888889,NA,0.55555556,0.05555556,94.9428536551339,NA,87.8400024414063,86.1999969482422,-2.95868355887277,NA,0.13122900724411,-0.326888680458069,11.755863734654,NA,-2.9549991607666,-6.60569429397583,0.0704584047198296,NA,0.359058827161789,-0.0210469514131546,1.00654863885471,NA,3.59058827161789,-2.10469514131546,0.09090909,0.28571429,0.16666667,0,0.5,0.33333333,0.38888889,18.42857143,0.11111111,0.38888889,NA,0.5,86.3824462890625,94.918204171317,NA,87.9005398220486,1.85163152217865,-2.58976009913853,NA,0.0290846625963847,-6.91248512268066,10.6875468662807,NA,-4.33299891153971,-0.0591252744197845,0.0704584047198296,NA,0.397137150168419,-2.95626372098923,1.00654863885471,NA,4.41263500187132,0.1,0.25,0.16666667,0,0.5,0.33333333,0.44444444,1,84.9003524780273,-0.321946531534195,0,0,84.9004,0,0,"2024-08-28",0
"Luke Jackson",11752,"2024-08-25","WSN",16,2024,"ATL","H",32,0,1,54.0000563264481,1,0,0,0,0,0,0,0,0.1,4,2,3,2,0,0,0,0,1,0,1,27.000028163224,0,54.0000563264481,1,0,0,2,0,1,0,0,0,0,0.25,0,0.25,0.992229084014893,0,0.5,6.00000625849423,0.666666666666667,-0.5,-2.83352648020443,56.8335828066525,-2.83352648020443,1297.28436212217,-68.1062229471088,-66.6847344309602,2,0.333333333,0.666666666,0,0,0,0,0,7,10,17,-0.331272006034851,-0.387620002031326,0.0563480108976364,-2.17799997329712,-0.221341460943222,2.25600004196167,1.54119992256165,1.54119992256165,0.847199976444244,1,1,-0.167537674307823,0.0206972488321221,0,1,0.17647059,95,0.64705882,88,NA,NA,0.17647059,85,NA,-1.17528462409973,-0.35296243429184,NA,0.135817110538483,-39.1761541366577,-3.20874940265309,NA,4.52723701794942,0.4,0.85714286,0.58823529,0.5,0.5,0.5,0.41176471,0.5,0.29411765,2,1,0,0,0,3,3,0.66666667,0.33333333,0,0,0,1,3.1730129971909,55.45889,61.74048,37.44284,80,59.07221,80,58.85293,53.5303,47.51011,NA,NA,NA,70.41769,60.66261,58.06316,-1.14306,2.3625,155.54,77.32,101.24,94.4,164.28,152.48,99.68,111.02,119.9,NA,NA,NA,108.605882352941,114.471764705882,122.356470588235,0.17647059,NA,0.64705882,0.17647059,94.8666687011719,NA,87.9363625266335,85.0333353678385,-3.72270266215006,NA,-0.615381110798229,1.88424666722616,11.1767616271973,NA,-2.24279889193448,-6.58101336161296,-1.18838541209698,NA,-0.360778108239174,0.137002915143967,-39.6128470698992,NA,-3.27980098399249,4.56676383813222,0.33333333,0.875,0.58823529,0.33333333,0.57142857,0.5,0.47058824,20.30769231,0.17647059,0.17647059,NA,0.64705882,84.9321695963542,94.7860310872396,NA,87.8257113370028,2.57342656453451,-3.2492733001709,NA,0.057574911551042,-8.54700660705566,10.1476968129476,NA,-3.7993972084739,0.137002915143967,-1.18838541209698,NA,-0.360778108239174,4.56676383813222,-39.6128470698992,NA,-3.27980098399249,0.25,0.88888889,0.58823529,0.5,0.5,0.5,0.52941176,3,97.130625406901,0.0271782080332438,0,0,99.6592,2,0.66666667,"2024-08-25",0
"Luke Jackson",11752,"2024-08-21","PHI",16,2024,"ATL","H",32,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,1,9,0,0,1,0,0,1,1,0,0,0,0,0,0.33333333,0,0.33333333,1.87828464271067,0,0,0,0,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,30.617345380642,66.5170884121943,1,0,0.5,0.5,0,0,0,0,2,6,8,0.0385679975152016,-0.0242520049214363,0.0628200024366379,0.506999969482422,0.0515243895351887,0.846266686916351,0.668400049209595,0.668400049209595,NA,0,1,0.0323760695755482,0.0131982134625053,0,0,0.57142857,95,0.14285714,89,NA,NA,0.28571429,86,0.125,0.342927634716034,0.784760475158691,NA,-0.321893602609634,8.57319086790085,78.4760475158691,NA,-16.0946801304817,0.66666667,0.75,0.71428571,0.5,1,0.8,0.57142857,1,0.125,2,0,0,0,1,1,2,1,0,0,0,0.5,0.5,-0.372909297942241,20,79.8828,20,80,61.93439,80,80,49.41482,75.38775,NA,NA,NA,68.38823,65.14781,59.51904,-1.01698,2.55162,146.98,39.58,70.76,88.7,99.52,96.68,95.92,124.22,127.78,NA,NA,NA,106.382857142857,85.9228571428572,93.7171428571429,0.57142857,NA,0.14285714,0.28571429,94.9749984741211,NA,88.5999984741211,85.75,-4.58233451843262,NA,-1.82439649105072,0.679326355457306,11.4841442108154,NA,-1.19362342357635,-7.03948307037354,0.346902806311846,NA,0.79871141910553,0.19612817466259,8.67257015779614,NA,79.871141910553,9.8064087331295,0.66666667,0.75,0.71428571,0.5,1,0.8,0.57142857,22.25,0.28571429,0.57142857,NA,0.14285714,85.7515487670898,94.9702758789062,NA,88.5570983886719,1.58354496955872,-4.02373743057251,NA,-1.14847004413605,-9.33183479309082,10.2230377197266,NA,-2.98720002174377,0.213159546256065,0.346902806311846,NA,0.79871141910553,10.6579773128033,8.67257015779614,NA,79.871141910553,0.66666667,0.75,0.71428571,0.5,1,0.8,0.57142857,2,90.7736358642578,15.3986701965332,0,0,103.974,1,0.5,"2024-08-21",0
