"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","wFB","wSL","wCT","wCB","wCH","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_CU","pb_s_CU","pb_c_CU","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_FC","pb_s_FC","pb_c_FC","pb_o_FS","pb_s_FS","pb_c_FS","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CU","sp_l_CU","sp_p_CU","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_FC","sp_l_FC","sp_p_FC","sp_s_FS","sp_l_FS","sp_p_FS","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFC%","pfxFS%","pfxSL%","pfxCU%","pfxvFA","pfxvFC","pfxvFS","pfxvSL","pfxvCU","pfxFA-X","pfxFC-X","pfxFS-X","pfxSL-X","pfxCU-X","pfxFA-Z","pfxFC-Z","pfxFS-Z","pfxSL-Z","pfxCU-Z","pfxwFA","pfxwFC","pfxwFS","pfxwSL","pfxwCU","pfxwFA/C","pfxwFC/C","pfxwFS/C","pfxwSL/C","pfxwCU/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piCU%","piFA%","piFC%","piSL%","pivCH","pivCU","pivFA","pivFC","pivSL","piCH-X","piCU-X","piFA-X","piFC-X","piSL-X","piCH-Z","piCU-Z","piFA-Z","piFC-Z","piSL-Z","piwCH","piwCU","piwFA","piwFC","piwSL","piwCH/C","piwCU/C","piwFA/C","piwFC/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Lucas Sims",13470,"2024-08-11","HOU",3,2024,"BOS","H",30,0,1,4.5,1,0,0,0,0,0,0,0,2,8,1,1,1,0,1,0,0,0,0,2,9,4.5,4.5,2,0,0,2,2,1,0,0,0,0,0.25,0.125,0.125,4.07660408401489,0,0.142857142857143,1,0.2,0.5,2.6664797782898,1.8335202217102,4.17848818451166,105.690992164538,64.0929383512777,102.105161598471,1,0.2,0.4,0.4,0,0,0,0,9,17,26,0.0845000296831131,-0.0784519910812378,0.162952020764351,0.879999995231628,0.0847784206271172,1.10385000705719,0.917500019073486,0.790000021457672,1.82800006866455,1,1,0.085176594555378,-0.00862631223179848,1,0,0.07692308,93,0.46153846,83.91666667,0.46153846,90.66666667,NA,NA,NA,NA,0.00450797751545906,0.168226987123489,0.660078346729279,NA,NA,0.225398875772953,1.40189155936241,5.50065288941065,NA,NA,0.41176471,0.66666667,0.5,0.42857143,1,0.69230769,0.34615385,0.625,0.15384615,1,3,1,0,3,2,5,0.2,0.6,0.2,0,0.6,0.4,3.10022085044652,NA,NA,NA,27.11927,45.70576,23.28793,43.13955,65.85709,26.44825,43.38823,38.6189,40.77543,NA,NA,NA,42.98854,59.29334,27.54362,0.56101,4.91861,NA,NA,NA,75.84,84.08,75.56,135.5,41.98,75.36,92.64,111.86,104.62,NA,NA,NA,111.129230769231,77.4707692307692,88.88,0.07692308,0.46153846,NA,0.46153846,NA,93.0500030517578,90.6333312988281,NA,83.9750010172526,NA,-4.04848289489746,2.04515377680461,NA,10.0476398468018,NA,10.6655769348145,5.63044993082682,NA,1.58271582921346,NA,0.00431566312909126,0.708877064287663,NA,0.16542336717248,NA,0.215783156454563,5.90730886906385,NA,1.37852805977066,NA,0.30769231,0.69230769,0.5,0.25,0.88888889,0.69230769,0.5,17.11111111,NA,NA,0.07692308,0.46153846,0.46153846,NA,NA,92.937744140625,90.5305480957031,83.8706766764323,NA,NA,-3.77487993240356,2.60342089335124,11.0070037841797,NA,NA,9.64116477966309,4.9128958384196,0.340770085652669,NA,NA,0.00431566312909126,0.708877064287663,0.16542336717248,NA,NA,0.215783156454563,5.90730886906385,1.37852805977066,0.30769231,0.69230769,0.5,0.25,0.88888889,0.69230769,0.5,5,87.5994506835937,22.1444763183594,0,0,101.913,2,0.4,"2024-08-11",0
"Lucas Sims",13470,"2024-08-09","HOU",3,2024,"BOS","H",30,0,1,108.000112652896,1,0,0,0,0,0,0,1,0.1,5,4,4,4,1,0,0,0,0,0,1,27.000028163224,0,108.000112652896,1,0,0,0,2,2,0,0,0,0,0.2,0,0.2,4.59096908401489,27.000028163224,0.8,12.0000125169885,1,0,36.1665142000081,71.8335984528881,6.23853342002265,2536.58645781477,892.360314341624,153.354080306226,0,0.5,0,0.5,0,0.5,0,0,5,11,16,-0.366156041622162,-0.437840014696121,0.0716839805245399,-2.41100001335144,-0.232273608446121,1.66759991645813,1.37360000610352,1.37360000610352,3.18280005455017,1,1,-0.234943494200706,0.0153728178001867,0,1,0.1875,95.33333333,0.5625,85.11111111,0.25,92.5,NA,NA,NA,NA,-1.06755685806274,-1.15262615680695,-0.90410041809082,NA,NA,-35.5852286020915,-12.806957297855,-22.6025104522705,NA,NA,0.28571429,0.66666667,0.5,0.5,0.83333333,0.75,0.5625,1,0.125,3,1,0,0,1,3,4,0.75,0.25,0,0,0.25,0.75,22.7401826390098,NA,NA,NA,67.08683,50.86376,70.03948,71.9877,60.84993,55.62856,58.69295,50.66901,46.20744,NA,NA,NA,73.14191,62.09064,58.15368,-1.31231,2.10863,NA,NA,NA,85.1,85.72,66.38,144.42,115.4,153.26,85.54,103.34,99.68,NA,NA,NA,118.5775,106.82,123.575,0.1875,0.25,NA,0.5625,NA,95.0666707356771,92.4250030517578,NA,85.2222222222222,NA,-3.26731491088867,1.25958371162415,NA,10.3154101901584,NA,9.45505396525065,6.56478452682495,NA,1.68254703945584,NA,-1.0730796456337,-0.91817681491375,NA,-1.15128211677074,NA,-35.7693215211232,-22.9544203728437,NA,-12.7920235196749,NA,0.28571429,0.66666667,0.5,0.5,0.83333333,0.75,0.5625,15.27272727,NA,NA,0.1875,0.25,0.5625,NA,NA,95.0549723307292,92.4056549072266,85.2148301866319,NA,NA,-3.1110299428304,1.62495994567871,10.8826192220052,NA,NA,8.74031321207682,5.7997899055481,0.788722674051921,NA,NA,-1.0730796456337,-0.91817681491375,-1.15128211677074,NA,NA,-35.7693215211232,-22.9544203728437,-12.7920235196749,0.375,0.625,0.5,0.33333333,1,0.75,0.5,4,98.8891296386719,17.9624538421631,2,0.5,104.101,3,0.75,"2024-08-09",0
"Lucas Sims",13470,"2024-08-05","@KCR",3,2024,"BOS","A",30,0,0,0,1,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13.2527290840149,0,0,0,0,1,3.1664797782898,-3.1664797782898,7.70250972840334,0,76.4551252906048,189.774252798055,0,0,0,1,1,0,1,27.000028163224,2,2,4,0.0194120015949011,0,0.0194120015949011,0.335999995470047,0.0328928045928478,0.653400003910065,0.326700001955032,0.653400003910065,0.361000001430511,1,1,0.0297092162072659,-5.98548176300451e-10,0,0,NA,NA,0.75,84,0.25,92,NA,NA,NA,NA,NA,0.284230947494507,-0.0344077162444592,NA,NA,NA,9.47436491648356,-3.44077162444592,NA,NA,0,1,0.25,NA,1,1,0.25,NA,0,1,0,0,1,0,0,1,1,0,0,1,0,0,-2.38336216621694,NA,NA,NA,NA,NA,NA,80,68.25475,65.07469,20,39.19755,20,NA,NA,NA,49.49761,71.42625,24.34494,0.15662,4.31202,NA,NA,NA,NA,NA,NA,108.44,130.44,150.74,80.72,25.54,16.84,NA,NA,NA,101.51,104.215,117.265,NA,0.25,NA,0.75,NA,NA,92.0999984741211,NA,83.9333343505859,NA,NA,0.194215774536133,NA,10.5371335347493,NA,NA,7.16720581054688,NA,3.16508261362712,NA,NA,-0.0350487045943737,NA,0.287813186645508,NA,NA,-3.50487045943737,NA,9.59377288818359,NA,0,0.5,0.25,NA,1,1,0.5,17.33333333,NA,NA,NA,0.25,0.75,NA,NA,NA,92.2177963256836,83.9639333089193,NA,NA,NA,1.08633005619049,11.446533203125,NA,NA,NA,5.6960301399231,2.02672958374023,NA,NA,NA,-0.0350487045943737,0.287813186645508,NA,NA,NA,-3.50487045943737,9.59377288818359,0,0.5,0.25,NA,1,1,0.5,1,85.5743408203125,79.9734420776367,0,0,85.5743,0,0,"2024-08-05",0
"Lucas Sims",13470,"2024-08-02","@TEX",3,2024,"BOS","A",30,0,0,0,1,0,0,0,0,0,1,0,1.1,4,0,0,0,0,0,0,0,0,0,1,6.75000160932579,0,0,1,0,0,0,2,1,0,0,0,0,0.25,0,0.25,4.46147908401489,0,0,0,0,1,1.66647942066184,-1.66647942066184,3.93449257073111,0,39.3685556304963,96.0351437366616,0,0.333333333,0,0.666666666,0,0,2,13.5000032186516,2,11,13,0.0735040009021759,0,0.0735040009021759,0.715999960899353,0.0743509829044342,0.699699997901917,0.96399998664856,0.827199995517731,0.193599998950958,1,1,0.104781486093998,0.000269251540103974,1,0,0.07692308,94,0.76923077,83.8,0.07692308,91,0.07692308,78,NA,NA,0.054188709706068,0.883762240409851,0.0389156937599182,0.0389156937599182,NA,5.4188709706068,8.83762240409851,3.89156937599182,3.89156937599182,NA,0.625,0.6,0.61538462,0.6,0.66666667,0.625,0.38461538,0.75,0.23076923,1,1,1,2,1,0,3,0.33333333,0.33333333,0.33333333,0.66666667,0.33333333,0,2.91563186228478,80,48.45153,80,77.5039,56.76449,80,79.52545,65.47615,64.67577,80,52.76359,80,NA,NA,NA,80,70.55077,80,-2.71272,0.00801,98.28,153.68,164.66,103.74,120.36,126.18,136.92,116.04,142.3,94.18,164.12,161.86,NA,NA,NA,128.107692307692,122.966153846154,144.284615384615,0.07692308,0.07692308,NA,0.76923077,0.07692308,94.4000015258789,91.4000015258789,NA,83.9599975585938,77.8000030517578,-3.47136187553406,2.31289839744568,NA,10.5634414672852,7.57509279251099,11.069935798645,8.75311946868896,NA,1.98011207580566,-9.65015697479248,0.054773960262537,0.039364367723465,NA,0.924865182489157,0.039364367723465,5.4773960262537,3.9364367723465,NA,9.24865182489157,3.9364367723465,0.6,0.625,0.61538462,0.66666667,0.6,0.625,0.61538462,17.77777778,NA,0.07692308,0.07692308,0.07692308,0.76923077,NA,78.0560989379883,94.6128997802734,91.6568984985352,84.2172302246094,NA,7.80618000030518,-3.22310996055603,2.88431000709534,11.2907852172852,NA,-11.0678997039795,9.93624973297119,7.35544013977051,0.562307786941528,NA,0.039364367723465,0.054773960262537,0.039364367723465,0.924865182489157,NA,3.9364367723465,5.4773960262537,3.9364367723465,9.24865182489157,0.6,0.625,0.61538462,0.66666667,0.6,0.625,0.61538462,3,72.4081675211589,38.6449279785156,0,0,87.9909,0,0,"2024-08-02",0
"Lucas Sims",13470,"2024-07-31","SEA",3,2024,"BOS","H",30,0,0,0,1,0,0,0,0,0,0,0,0.2,3,0,0,0,0,1,0,0,0,0,0,0,13.500014081612,0,0,0,0,1,1,0,0,0,0,0,0,0.33333333,-0.33333333,11.7253957421829,0,0,1.50000156462356,0,1,7.66648447216047,-7.66648447216047,9.93449944721724,0,187.714923797562,245.300732355027,1,0,0.5,0.5,0,0,0,0,5,3,8,0.203867971897125,-0.0325999893248081,0.236467957496643,1.23000001907349,0.118497103452682,3.65693330764771,1.55680000782013,3.11360001564026,1.86679995059967,1,1,0.052221767604351,0.00352657526828991,1,0,NA,NA,0.375,84.33333333,0.375,90.33333333,0.25,81.5,NA,NA,NA,-0.316047012805939,0.662346422672272,-0.0818048268556595,NA,NA,-10.5349004268646,22.0782140890757,-4.09024134278297,NA,0,0.75,0.375,NA,1,1,0.5,0.33333333,0,1,0,1,0,2,0,2,0.5,0,0.5,0,1,0,6.63897127921086,34.88385,56.40454,40.44176,NA,NA,NA,20,54.99259,20,78.31004,54.00334,69.17531,NA,NA,NA,33.31034,59.08992,29.07331,1.16228,5.82051,104,67.94,79.12,NA,NA,NA,99.92,-54.54,-23.88,91.46,121.64,125.68,NA,NA,NA,97.7675,42.1475,57.955,NA,0.375,NA,0.375,0.25,NA,90.2333374023438,NA,84.2999979654948,81.3999938964844,NA,1.93439801534017,NA,9.62808100382487,6.83894062042236,NA,6.08307902018229,NA,-0.0548290014266968,-7.68053436279297,NA,0.670860543847084,NA,-0.323843289166689,-0.0833708606660366,NA,22.3620181282361,NA,-10.7947763055563,-4.16854303330183,0,0.75,0.375,NA,1,1,0.5,17.2,NA,0.25,NA,0.375,0.375,NA,81.279296875,NA,90.0934041341146,84.1436971028646,NA,7.44638538360596,NA,2.15803670883179,9.96323013305664,NA,-9.06350994110107,NA,5.42499987284342,-0.921348810195923,NA,-0.0833708606660366,NA,0.670860543847084,-0.323843289166689,NA,-4.16854303330183,NA,22.3620181282361,-10.7947763055563,0,0.6,0.375,NA,1,1,0.625,2,80.0627593994141,18.5163860321045,0,0,90.9049,0,0,"2024-07-31",0
"Lucas Sims",13470,"2024-07-29","CHC",18,2024,"CIN","H",30,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,1,0,0,0,0,0,0.33333333,0,0.33333333,1.87828464271067,0,0,0,0,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,28.1938011628592,66.5170884121943,1,0,0.5,0.5,0,0,1,9,3,9,12,0.00746002187952399,0,0.00746002187952399,0.560999989509583,0.0530496463179588,0.0916666686534882,0.162000000476837,0.162000000476837,0.0410000011324883,1,1,0.0838597342371941,-0.00247767913356814,0,0,0.25,94.33333333,0.33333333,85,0.33333333,90.25,0.08333333,79,NA,NA,0.119327783584595,0.111320063471794,0.458657532930374,0.0389156937599182,NA,3.97759278615316,2.78300158679485,11.4664383232594,3.89156937599182,NA,0.71428571,0.4,0.58333333,0.8,1,0.85714286,0.41666667,1,0.08333333,0,1,1,1,0,1,2,0,0.5,0.5,0.5,0,0.5,-0.392924839570395,80,42.99064,80,75.71439,41.81988,80,73.50047,54.17951,64.49754,45.20467,41.62334,20,NA,NA,NA,73.12435,47.99425,55.67481,-1.31122,2.11026,92,142.24,148.38,142.44,149.06,154.16,131.42,98.52,128,102.9,107.02,105.26,NA,NA,NA,121.383333333333,117.631666666667,128.658333333333,0.25,0.33333333,NA,0.33333333,0.08333333,94.4333292643229,90.4499969482422,NA,84.6500015258789,79,-4.000244140625,2.37766122817993,NA,9.18976974487305,8.25484180450439,11.2334467569987,5.65656757354736,NA,2.2552056312561,-6.39252138137817,0.162759348750114,0.464355774223804,NA,0.112455744296312,0.039364367723465,5.42531162500381,11.6088943555951,NA,2.81139360740781,3.9364367723465,0.5,0.66666667,0.58333333,0.66666667,1,0.85714286,0.5,17.22222222,NA,0.08333333,0.25,0.33333333,0.33333333,NA,78.779899597168,94.2886657714844,90.248649597168,84.4650497436523,NA,8.55943965911865,-3.98324012756348,2.76904487609863,9.91648006439209,NA,-8.11357021331787,10.2304369608561,4.42347764968872,0.968712508678436,NA,0.039364367723465,0.162759348750114,0.464355774223804,0.112455744296312,NA,3.9364367723465,5.42531162500381,11.6088943555951,2.81139360740781,0.6,0.57142857,0.58333333,0.66666667,1,0.85714286,0.58333333,2,67.018196105957,-3.62814331054688,0,0,98.4194,1,0.5,"2024-07-29",0
"Lucas Sims",13470,"2024-07-28","@TBR",18,2024,"CIN","A",30,0,0,0,1,0,0,0,0,0,0,0,0.1,2,0,0,0,0,1,0,0,0,0,1,27.000028163224,27.000028163224,0,1,0,0,0,0,0,0,0,0,0,0.5,0.5,0,10.1952290840149,0,0,3.00000312924711,0,1,6.16648290753691,-6.16648290753691,6.16648290753691,0,141.829960990885,150.807004792197,0,0,0,0,0,0,0,0,6,4,10,-0.218117967247963,-0.254719972610474,0.0366020053625107,-0.268999993801117,-0.0295442044734955,3.45420002937317,2.7007999420166,5.4015998840332,NA,0,1,-0.0228651780635118,-0.0402805475439147,0,1,0.3,93.66666667,0.5,84.8,0.2,88.5,NA,NA,NA,NA,-0.0559006184339523,0.156375139951706,-0.159405738115311,NA,NA,-1.86335394779841,3.12750279903412,-7.97028690576553,NA,NA,0.125,0,0.1,0,NA,0,0.2,NA,0.1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,6.27102245205031,NA,NA,NA,55.98898,66.93732,70.11085,46.94585,71.75568,31.68787,20,51.94302,22.03931,NA,NA,NA,44.67445,72.18518,37.88044,0.45627,4.7615,NA,NA,NA,79.3,83.8,99.72,128.42,73.68,105.88,87.68,76.66,82.4,NA,NA,NA,105.536,77.312,99.336,0.3,0.2,NA,0.5,NA,93.3666687011719,88.3500061035156,NA,84.6800048828125,NA,-3.91562080383301,1.0155508518219,NA,9.74290313720703,NA,12.0616035461426,6.27987194061279,NA,5.41160583496094,NA,-0.0585207417607307,-0.163204200565815,NA,0.157592564821243,NA,-1.95069139202436,-8.16021002829075,NA,3.15185129642487,NA,0.14285714,0,0.1,0,NA,0,0.3,17,NA,NA,0.3,0.2,0.5,NA,NA,93.552734375,88.50634765625,84.8435791015625,NA,NA,-3.11497688293457,1.82219505310059,10.9026962280273,NA,NA,10.3673502604167,4.92587518692017,3.58176803588867,NA,NA,-0.0585207417607307,-0.163204200565815,0.157592564821243,NA,NA,-1.95069139202436,-8.16021002829075,3.15185129642487,0.14285714,0,0.1,0,NA,0,0.3,0,NA,NA,0,NA,NA,0,NA,"2024-07-28",0
"Lucas Sims",13470,"2024-07-24","@ATL",18,2024,"CIN","A",30,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,2,0,0,0,0,0,0.33333333,0,0.33333333,4.45139575020756,0,0,0,0,1,1.1664797782898,-1.1664797782898,4.19049659073353,0,28.1938011628592,103.055865631376,0,0,0,1,0,0,0,0,4,7,11,0.0244520008563995,0,0.0244520008563995,0.507000029087067,0.0515243895351887,0.318933337926865,0.497200012207031,0.497200012207031,0.41839998960495,1,1,0.0770432129502296,-0.000375151168595877,0,0,0.09090909,95,0.54545455,84,0.27272727,90.33333333,0.09090909,78,NA,NA,-0.0344077162444592,0.482647150754929,0.379810780286789,-0.0620911717414856,NA,-3.44077162444592,8.04411917924881,12.660359342893,-6.20911717414856,NA,0.375,0.66666667,0.45454545,0.33333333,1,0.6,0.27272727,0.66666667,0.18181818,0,1,1,0,2,0,2,0,0.5,0.5,0,1,0,-0.548046620833629,20,41.78134,20,20,43.23038,20,80,61.91939,80,58.26271,44.71631,27.50254,NA,NA,NA,75.55644,59.34045,57.53199,-1.46232,1.88361,85.18,-4.94,-5.48,80.78,38.24,29.9,138.18,138.02,166.54,91.96,137.36,139,NA,NA,NA,115.538181818182,115.772727272727,130.969090909091,0.09090909,0.27272727,NA,0.54545455,0.09090909,94.8000030517578,90.2999979654948,NA,84,78,-3.30716228485107,1.6150705019633,NA,10.3937346140544,7.2453179359436,9.41969108581543,5.22870922088623,NA,1.73853953679403,-7.43437004089355,-0.0350487045943737,0.384913880378008,NA,0.48825703933835,-0.0633736774325371,-3.50487045943737,12.8304626792669,NA,8.13761732230584,-6.33736774325371,0.4,0.5,0.45454545,0.5,0.66666667,0.6,0.54545455,16.375,NA,0.09090909,0.09090909,0.27272727,0.54545455,NA,78.2220001220703,95.013298034668,90.4794718424479,84.1783650716146,NA,7.01715993881226,-2.90232992172241,1.77209329605103,10.8154385884603,NA,-8.8714599609375,8.88249015808105,4.30412324269613,0.731258869171143,NA,-0.0633736774325371,-0.0350487045943737,0.384913880378008,0.48825703933835,NA,-6.33736774325371,-3.50487045943737,12.8304626792669,8.13761732230584,0.5,0.42857143,0.45454545,0.5,0.66666667,0.6,0.63636364,2,88.4453125,42.5141487121582,0,0,98.124,1,0.5,"2024-07-24",1
"Lucas Sims",13470,"2024-07-21","@WSN",18,2024,"CIN","A",30,0,1,18,1,0,0,0,0,0,0,0,1,5,2,2,2,0,0,0,0,0,0,2,18,0,18,2,0,1,1,1,0,0,0,1,1,0.4,0,0.4,1.29088908401489,0,0.4,2,0.666666666666667,0,-0.833520221710205,18.8335202217102,0.678488184511662,410.39985885388,-17.260634320719,18.1856412207288,1,0,0.5,0.5,0,0,0,0,6,11,17,0.037715956568718,-0.0625080317258835,0.100223988294601,0.160999998450279,0.0167185887694359,1.36127996444702,1.47186660766602,0.805199980735779,3.46840000152588,1,1,0.0304502490907907,-0.00274400382621807,0,0,0.11764706,93.5,0.58823529,84.2,0.17647059,90.66666667,0.11764706,79.5,NA,NA,-0.463952869176865,-0.268842846155167,0.509506940841675,0.0778313875198364,NA,-23.1976434588432,-2.68842846155167,16.9835646947225,3.89156937599182,NA,0.2,0.71428571,0.41176471,0.5,0.8,0.71428571,0.41176471,0.6,0.11764706,1,1,1,0,1,2,3,0.33333333,0.33333333,0.33333333,0,0.33333333,0.66666667,-0.678539859139096,39.95147,47.5842,40.66852,55.98309,72.81984,49.20202,65.72815,62.04603,53.21548,80,36.38558,54.07423,NA,NA,NA,74.2597,63.40431,51.65813,-1.38175,2.00447,88.98,83.78,86.04,101.22,129.64,138.1,137.052,122.52,160.872,91.3,160.98,150.02,NA,NA,NA,119.107058823529,125.587058823529,147.474117647059,0.11764706,0.17647059,NA,0.58823529,0.11764706,93.75,90.2999979654948,NA,84.1700012207031,79.3500061035156,-1.46299242973328,0.254513482252757,NA,8.41685638427734,8.59789657592773,10.8976459503174,5.31907526652018,NA,4.21936912536621,-5.43638134002686,-0.471209865063429,0.515820384025574,NA,-0.274555377662182,0.0787287354469299,-23.5604932531714,17.1940128008525,NA,-2.74555377662182,3.9364367723465,0.14285714,0.6,0.41176471,0,0.83333333,0.71428571,0.58823529,15.75,NA,0.11764706,0.11764706,0.17647059,0.58823529,NA,79.2083511352539,93.5643005371094,90.1371358235677,83.99287109375,NA,8.90888977050781,-0.863089501857758,0.78392505645752,9.07560729980469,NA,-6.74661016464233,9.982834815979,4.41995334625244,3.08624496459961,NA,0.0787287354469299,-0.471209865063429,0.515820384025574,-0.274555377662182,NA,3.9364367723465,-23.5604932531714,17.1940128008525,-2.74555377662182,0.14285714,0.6,0.41176471,0,0.83333333,0.71428571,0.58823529,3,97.1889877319336,21.550500869751,0,0,101.371,1,0.33333333,"2024-07-21",0
"Lucas Sims",13470,"2024-07-14","MIA",18,2024,"CIN","H",30,0,0,0,1,0,0,0,0,0,0,0,0.2,3,1,0,0,0,0,0,0,0,0,0,0,0,13.500014081612,0,0,0,0,1,1,0,0,1,0,0,0,0,7.34739574882223,0,0.333333333333333,1.50000156462356,0.333333333333333,1,3.1664797782898,-3.1664797782898,5.43449475334657,0,73.6482366464374,133.117981382682,0,0.5,0,0.5,0,0,0,0,2,7,9,0.0298800058662891,-0.0580800026655197,0.0879600048065186,0.212999999523163,0.0201418437063694,1.99666655063629,1.55099999904633,1.55099999904633,2.13499999046326,1,1,0.00318351062014699,0.01178143475682,0,0,0.33333333,93.33333333,0.33333333,84.33333333,0.33333333,91.66666667,NA,NA,NA,NA,0.0863814949989319,-0.229239940643311,0.0724043697118759,NA,NA,2.87938316663106,-7.64133135477702,2.41347899039586,NA,NA,0.4,0.25,0.33333333,1,1,1,0.44444444,0.33333333,0,0,1,2,1,2,0,3,0,0.33333333,0.66666667,0.33333333,0.66666667,0,9.6352202799277,NA,NA,NA,20,47.30579,20,80,59.77371,80,20,43.58576,20,NA,NA,NA,43.74216,52.82183,36.04386,0.51419,4.84838,NA,NA,NA,72.28,93.4,83.22,121.3,154.06,180,86.84,76.54,73.78,NA,NA,NA,97.4485714285714,114.58,122,0.33333333,0.33333333,NA,0.33333333,NA,93.2666625976562,91.6333312988281,NA,84.4333343505859,NA,-3.64277426401774,-0.277567028999329,NA,9.38278452555338,NA,9.48241233825684,5.62372907002767,NA,1.90185928344727,NA,0.0890147052705288,0.0730913765728474,NA,-0.233566835522652,NA,2.96715684235096,2.43637921909491,NA,-7.78556118408839,NA,0.25,0.4,0.33333333,1,1,1,0.55555556,17.66666667,NA,NA,0.33333333,0.33333333,0.33333333,NA,NA,93.052001953125,91.4244384765625,84.1739349365234,NA,NA,-3.09943008422852,0.336913307507833,9.9039732615153,NA,NA,8.31012980143229,4.56230322519938,0.749794960021973,NA,NA,0.0890147052705288,0.0730913765728474,-0.233566835522652,NA,NA,2.96715684235096,2.43637921909491,-7.78556118408839,0.25,0.4,0.33333333,1,1,1,0.55555556,3,76.6291198730469,28.5682506561279,0,0,98.1602,1,0.33333333,"2024-07-14",0
"Lucas Sims",13470,"2024-07-13","MIA",18,2024,"CIN","H",30,0,0,0,1,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,3,27,0,18,3,0,0,2,0,0,0,0,0,0,0.6,0,0.6,-0.452710915985107,0,0.4,2,1,1,-2.8335202217102,2.8335202217102,-2.8335202217102,0,-62.7150698042971,-66.6845831899186,2,0,1,0,0,0,0,0,10,14,24,0.0273900087922812,-0.0730699822306633,0.10045999288559,0.560999989509583,0.0530496463179588,1.12880003452301,0.555000007152557,0.555000007152557,0.393999993801117,1,1,-0.0160802621394396,0.0403449750687364,0,0,0.25,95.33333333,0.41666667,85.4,0.33333333,92.125,NA,NA,NA,NA,-0.484670251607895,-0.293595641851425,0.637980163097382,NA,NA,-8.07783752679825,-2.93595641851425,7.97475203871727,NA,NA,0.42105263,1,0.54166667,0.25,0.8,0.46153846,0.20833333,0.2,0.29166667,0,2,0,0,0,2,2,0,1,0,0,0,1,-1.41831459904512,NA,NA,NA,33.64964,52.08009,22.01787,31.26837,54.00351,20,44.94899,35.13262,31.95819,NA,NA,NA,35.28079,51.65512,20,1.03986,5.63688,NA,NA,NA,91.06,83.24,79.24,139.42,71.2,101.86,76.18,104.8,103.14,NA,NA,NA,106.25,85.41,96.6316666666667,0.25,0.33333333,NA,0.41666667,NA,95.1500040690104,92.0625,NA,85.2200012207031,NA,-3.48575750986735,0.734224319458008,NA,8.20046691894531,NA,9.83413696289062,6.8759331703186,NA,2.00978603363037,NA,-0.492460668087006,0.647137187421322,NA,-0.300794187933207,NA,-8.20767780145009,8.08921484276652,NA,-3.00794187933207,NA,0.3125,1,0.54166667,0,0.75,0.46153846,0.33333333,18.05263158,NA,NA,0.20833333,0.375,0.41666667,NA,NA,95.3670776367187,91.9074910481771,84.9925476074219,NA,NA,-3.70732002258301,0.928775893317329,8.64284896850586,NA,NA,9.0219596862793,5.96131981743707,0.77546591758728,NA,NA,-0.468217734247446,0.622894253581762,-0.300794187933207,NA,NA,-9.36435468494892,6.92104726201958,-3.00794187933207,0.3125,1,0.54166667,0,0.75,0.46153846,0.33333333,2,96.3768005371094,7.44994688034058,0,0,104.33,1,0.5,"2024-07-13",0
