"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CT%","CTv","CB%","CBv","XX%","wFB","wSL","wCT","wCB","wFB/C","wSL/C","wCT/C","wCB/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","GSv2","pb_o_CU","pb_s_CU","pb_c_CU","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_FC","pb_s_FC","pb_c_FC","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CU","sp_l_CU","sp_p_CU","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_FC","sp_l_FC","sp_p_FC","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFC%","pfxSL%","pfxCU%","pfxvFA","pfxvFC","pfxvSL","pfxvCU","pfxFA-X","pfxFC-X","pfxSL-X","pfxCU-X","pfxFA-Z","pfxFC-Z","pfxSL-Z","pfxCU-Z","pfxwFA","pfxwFC","pfxwSL","pfxwCU","pfxwFA/C","pfxwFC/C","pfxwSL/C","pfxwCU/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCU%","piFA%","piFC%","piSL%","piXX%","pivCU","pivFA","pivFC","pivSL","pivXX","piCU-X","piFA-X","piFC-X","piSL-X","piXX-X","piCU-Z","piFA-Z","piFC-Z","piSL-Z","piXX-Z","piwCU","piwFA","piwFC","piwSL","piwXX","piwCU/C","piwFA/C","piwFC/C","piwSL/C","piwXX/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Nick Pivetta",15454,"2024-09-27","TBR",3,2024,"BOS","H",31,0,1,2.70000025749209,1,1,1,0,0,0,0,0,6.2,24,4,2,2,0,1,0,0,0,0,6,8.10000077247627,1.35000012874605,5.40000051498418,6,0,0,8,7,2,2,0,0,0,0.25,0.04166667,0.20833333,3.41331935598961,0,0.173913043478261,0.750000071525581,0.235294117647059,0.6,1.81647964954375,0.88352060794834,3.4040886274829,63.4146013464104,43.0772173712563,82.8399827269774,1.142857142,0.117647058,0.470588235,0.411764705,0.285714285,0,0,0,33,67,100,0.202747985720634,-0.272591978311539,0.475339949131012,2.48769998550415,0.239662811160088,1.06186664104462,1.13548576831818,0.870000004768372,1.42199993133545,1,1,0.314790487289429,-0.123855036561661,0,0,0.56,94,0.22,82.77272727,0.02,89,0.2,80.8,NA,2.47146964073181,0.155378967523575,-0.392750382423401,-0.0649843364953995,4.41333864416395,0.706268034198067,-19.63751912117,-0.324921682476997,0.31578947,0.74418605,0.5,0.44444444,0.84375,0.7,0.43,0.75,0.15,9,2,6,3,5,9,17,0.52941176,0.11764706,0.35294118,0.17647059,0.29411765,0.52941176,1.06496154784253,69,68.46633,50.6206,73.66222,53.63897,57.75945,52.49957,54.34783,61.48336,39.25081,80,48.12111,80,57.93211,54.86431,56.32212,-0.36738,3.52602,89.88,108.54,107.82,99.12,97.94,94.5,114.749090909091,100.850909090909,105.303636363636,92.04,131.72,142.32,100.5688,101.376,100.4972,0.56,0.02,0.22,0.2,93.9285714285714,89.3500061035156,82.7318170720881,80.7650024414063,-2.25300434657506,3.94773626327515,7.13791795210405,3.85471611022949,11.8299298967634,3.89184141159058,1.02314350821755,-8.1838752746582,2.48018616810441,-0.398644775152206,0.153066132217646,-0.0658739469945431,4.42890387161502,-19.9322387576103,0.695755146443844,-0.329369734972715,0.27659574,0.69811321,0.5,0.30769231,0.83783784,0.7,0.53,18.78947368,0.2,0.56,0.02,0.22,NA,81.0315612792969,94.2201450892857,89.5742492675781,82.9855624112216,NA,4.29127044677734,-1.8916369846889,4.32711505889893,7.79646717418324,NA,-10.0364776611328,10.4036047799247,2.57614517211914,-0.659623926336115,NA,-0.0658739469945431,2.48018616810441,-0.398644775152206,0.153066132217646,NA,-0.329369734972715,4.42890387161502,-19.9322387576103,0.695755146443844,NA,0.26923077,0.75,0.5,0.35714286,0.83333333,0.7,0.48,17,90.8304443359375,20.0695998247932,1,0.05882353,114.89,7,0.41176471,"2024-09-27",0
"Nick Pivetta",15454,"2024-09-22","MIN",3,2024,"BOS","H",31,1,0,0,1,1,0,0,0,0,0,0,5,23,4,1,0,0,3,0,0,0,0,4,7.2,5.4,7.2,1.33333333,0.285714285,0,7,8,1,0,2,0,0,0.17391304,0.13043478,0.04347826,5.49043229408018,0,0.2,1.4,0.25,0.85714286,3.3664797782898,-3.3664797782898,5.78569322824478,0,81.4000000663356,142.088516921512,0.875,0.0625,0.4375,0.5,0,0,8,14.4,39,56,95,0.155399948358536,-0.170172050595284,0.325571984052658,1.73469996452332,0.167119458317757,0.79229998588562,0.650480031967163,0.870000004768372,0.175200000405312,1,1,0.0967033803462982,0.0994343845494467,0,0,0.49473684,93.14893617,0.33684211,81.53125,0.05263158,89,0.11578947,79.54545455,NA,-1.16774165630341,0.478925943374634,0.383480310440063,0.710797667503357,-2.48455671553916,1.49664357304573,7.66960620880127,6.46179697730325,0.18,0.64444444,0.4,0.55555556,0.96551724,0.86842105,0.47368421,0.65217391,0.05263158,7,2,7,5,4,7,16,0.4375,0.125,0.4375,0.3125,0.25,0.4375,2.39452866022995,56,69.23362,46.88135,80,42.10853,55.98465,22.09579,45.1873,66.62752,43.2374,55.42259,47.44513,73.1075,45.74056,58.19642,37.15983,0.39003,4.66214,81,126.84,117.48,103.22,72.82,74.08,110.179375,97.744375,107.999375,80.96,125.06,130.04,101.819789473684,90.22,93.476,0.49473684,0.05263158,0.33684211,0.11578947,93.091485206117,89.1799987792969,81.4593734741211,79.4545454545455,-2.55928575231674,3.18025016784668,7.15485000610352,4.24867179177024,12.3288379425698,5.39708824157715,0.931242227554321,-8.76779452237216,-1.20113841444254,0.388683635741472,0.48020114004612,0.719266351312399,-2.55561364775008,7.77367271482944,1.50062856264412,6.5387850119309,0.19148936,0.60416667,0.4,0.44444444,1,0.86842105,0.50526316,19.74647887,0.11578947,0.49473684,0.05263158,0.33684211,NA,79.7298805930398,93.3893887134308,89.4623168945313,81.7396621704102,NA,4.68559091741388,-2.22240788885888,3.59766616821289,7.88572311401367,NA,-10.6472355235707,11.0811118267952,3.99900207519531,-0.809941172599792,NA,0.719266351312399,-1.20113841444254,0.388683635741472,0.48020114004612,NA,6.5387850119309,-2.55561364775008,7.77367271482944,1.50062856264412,NA,0.16666667,0.63829787,0.4,0.5,0.96666667,0.86842105,0.49473684,16,85.5948791503906,14.4550447463989,1,0.0625,106.794,6,0.375,"2024-09-22",1
"Nick Pivetta",15454,"2024-09-17","@TBR",3,2024,"BOS","A",31,0,1,7.71428676527388,1,1,0,0,0,0,0,0,4.2,19,5,4,4,3,0,0,0,0,0,6,11.5714301479108,0,9.64285845659235,6,0,0,5,8,0,1,0,0,0,0.31578947,0,0.31578947,2.64183989268853,5.78571507395541,0.263157894736842,1.07142871739915,0.2,1,8.9521948522452,-1.23790808697133,3.18706562033188,181.184582680791,219.503307934444,77.4409777636536,0.625,0,0.384615384,0.615384615,0.125,0.375,2,3.85714338263694,26,57,83,-0.218497961759567,-0.520547986030579,0.302049994468689,-1.04100000858307,-0.114332780241966,0.901042103767395,1.07084000110626,0.870000004768372,1.17279994487762,1,1,-0.347153037786484,0.104658307688974,0,0,0.46987952,94.53846154,0.30120482,82.76,NA,NA,0.22891566,80.05263158,NA,-2.29080033302307,-0.53606790304184,NA,0.820629954338074,-5.87384700775146,-2.14427161216736,NA,4.31910502283197,0.4893617,0.72222222,0.59036145,0.47826087,0.92307692,0.71428571,0.43373494,0.57894737,0.1686747,9,1,3,2,5,6,13,0.69230769,0.07692308,0.23076923,0.15384615,0.38461538,0.46153846,6.86730241771915,33,75.15199,49.13044,72.98546,71.19325,60.24111,59.20737,70.10411,61.98574,69.31326,NA,NA,NA,76.13208,57.36319,69.30642,-1.49808,1.82997,93.96,128.1,119.6,116.84,121.8,131.04,120.3752,123.756,139.2272,NA,NA,NA,112.667228915663,123.831325301205,130.887228915663,0.46987952,NA,0.30120482,0.22891566,94.4820525340545,NA,82.707998046875,79.9842079564145,-2.98291563376402,NA,7.31573669433594,4.09785742508738,12.6142883300781,NA,1.87550842285156,-9.82968541195518,-2.32060862705112,NA,-0.506863087415695,0.829700965434313,-5.9502785309003,NA,-2.02745234966278,4.36684718649638,0.48837209,0.7,0.59036145,0.47619048,0.89285714,0.71428571,0.48192771,18.828125,0.24096386,0.46987952,NA,0.28915663,NA,79.7976501464844,94.1768078926282,NA,82.3854675292969,NA,4.79417381286621,-2.34557283841647,NA,8.66221110026042,NA,-12.1737548828125,10.8986049554287,NA,-0.185522019863129,NA,0.887670908123255,-2.32060862705112,NA,-0.564833030104637,NA,4.43835454061627,-5.9502785309003,NA,-2.35347095876932,NA,0.48837209,0.7,0.59036145,0.47619048,0.89285714,0.71428571,0.48192771,13,94.2337341308594,21.9968338012695,3,0.23076923,108.82,7,0.53846154,"2024-09-17",0
"Nick Pivetta",15454,"2024-09-11","BAL",3,2024,"BOS","H",31,0,0,1.5,1,1,1,0,0,0,0,0,6,23,4,1,1,1,1,0,0,1,0,9,13.5,1.5,6,9,0,0,7,4,1,0,0,1,0,0.39130435,0.04347826,0.34782609,1.99044930961244,1.5,0.181818181818182,0.833333333333333,0.25,1,2.83314644495646,-1.33314644495646,1.67448538243771,35.2303307215126,68.2136673310534,39.8116576329397,1.75,0.083333333,0.583333333,0.333333333,0,0.25,2,3,28,66,94,0.262108027935028,-0.254483968019485,0.516592025756836,2.28169989585876,0.219816952943802,0.981549978256226,1.09553337097168,0.870000004768372,1.72160005569458,1,1,0.158770963549614,0.108263862736742,0,0,0.57446809,93.25925926,0.11702128,82,NA,NA,0.30851064,79.4137931,NA,2.76981163024902,-3.20603847503662,NA,0.79595535993576,5.12928079675745,-29.1458043185147,NA,2.7446736549509,0.41666667,0.52173913,0.46808511,0.55,0.95833333,0.77272727,0.4893617,0.65217391,0.10638298,6,3,4,2,7,4,13,0.46153846,0.23076923,0.30769231,0.15384615,0.53846154,0.30769231,2.47228940835372,65,54.24516,49.04409,58.82254,56.34674,56.40733,53.59664,30.21158,50.18584,36.28282,NA,NA,NA,51.45047,48.764,53.16641,0.0353,4.13004,75.12,112.22,100.42,104.26,98.56,96.98,103.136363636364,94.5272727272727,91.9181818181818,NA,NA,NA,95.1385106382979,102.302340425532,97.4489361702128,0.57446809,NA,0.11702128,0.30851064,93.1759259259259,NA,81.890907981179,79.3103448275862,-2.2358890109592,NA,4.97936040704901,4.41096628123316,12.0077379014757,NA,-1.07282022996382,-9.02759420460668,2.79931245744228,NA,-3.22195918485522,0.845750954002142,5.18391195822645,NA,-29.2905380441384,2.91638260000739,0.41304348,0.52083333,0.46808511,0.52631579,0.96,0.77272727,0.5106383,19.94366197,0.30851064,0.57446809,NA,0.11702128,NA,79.5164584455819,93.4118200231482,NA,82.0850885564631,NA,4.70622148184941,-2.03816632871275,NA,5.41096357865767,NA,-10.6511167328933,10.8379347059462,NA,-2.56625591624867,NA,0.845750954002142,2.79931245744228,NA,-3.22195918485522,NA,2.91638260000739,5.18391195822645,NA,-29.2905380441384,NA,0.37777778,0.55102041,0.46808511,0.52941176,0.92592593,0.77272727,0.5212766,13,90.2781982421875,9.89645830790202,0,0,108.008,5,0.38461538,"2024-09-11",0
"Nick Pivetta",15454,"2024-09-06","CHW",3,2024,"BOS","H",31,0,0,1.5,1,1,1,0,0,0,0,0,6,25,5,1,1,0,3,0,0,1,0,6,9,4.5,7.5,2,0,0,7,5,4,0,0,0,0,0.24,0.12,0.12,4.41694828401489,0,0.227272727272727,1.33333333333333,0.3125,0.875,2.6664797782898,-1.1664797782898,3.92648678347468,35.2303307215126,64.0929383512777,95.8359792070562,1.4,0.25,0.4375,0.3125,0,0,1,1.5,34,63,97,0.249068006873131,-0.311732023954391,0.560800015926361,2.28169989585876,0.219816952943802,1.01169228553772,1.02086663246155,0.870000004768372,1.54839992523193,1,1,0.145341023802757,0.100848465267776,0,0,0.28865979,93.60714286,0.43298969,82.23809524,0.03092784,89.33333333,0.24742268,79.25,NA,-0.70555704832077,1.35190439224243,-0.266546219587326,0.903474271297455,-2.51984660114561,3.2188199815296,-8.8848739862442,3.76447613040606,0.44776119,0.66666667,0.51546392,0.8,0.9,0.84,0.30927835,0.76,0.08247423,4,10,2,3,10,3,16,0.25,0.625,0.125,0.1875,0.625,0.1875,3.68597150348757,62,77.29415,51.57427,80,37.01888,48.94788,26.54574,68.36002,54.58718,68.63273,20,49.55618,20,60.2271,52.63965,58.62703,-0.50996,3.31215,86.66,116.84,113.86,95.26,77.58,71.3,113.24,117.56,123.54,70.62,17.44,20.46,100.155257731959,102.744742268041,102.877319587629,0.28865979,0.03092784,0.43298969,0.24742268,93.6178588867188,89.3333333333333,82.0833333333333,79.2166646321615,-2.3556821005685,2.45758374532064,5.59170895531064,3.6467555363973,11.5482090541295,3.78891118367513,-0.068467861130124,-9.52287864685059,-0.676730122417212,-0.273055907338858,1.36706332489848,0.897760916501284,-2.41689329434718,-9.10186357796192,3.25491267832972,3.74067048542202,0.40740741,0.65116279,0.51546392,0.72727273,0.92857143,0.84,0.44329897,20.69444444,0.24742268,0.28865979,0.03092784,0.43298969,NA,79.3642934163411,93.781982421875,89.470703125,82.2219122023809,NA,4.09998766581217,-2.0021858215332,3.31417020161947,6.2027827671596,NA,-11.1364885965983,10.4804611206055,2.41795667012533,-1.54673022315616,NA,0.897760916501284,-0.676730122417212,-0.273055907338858,1.36706332489848,NA,3.74067048542202,-2.41689329434718,-9.10186357796192,3.25491267832972,NA,0.38181818,0.69047619,0.51546392,0.76190476,0.89655172,0.84,0.43298969,16,84.4750366210938,7.68466806411743,1,0.0625,103.778,5,0.3125,"2024-09-06",0
"Nick Pivetta",15454,"2024-08-31","@DET",3,2024,"BOS","A",31,0,1,3,1,1,1,0,0,0,0,0,6,25,7,2,2,0,1,0,0,0,0,6,9,1.5,10.5,6,0.166666666,0,6,9,3,1,1,0,0,0.24,0.04,0.2,3.72815148401489,0,0.291666666666667,1.33333333333333,0.388888888888889,0.75,1.6664797782898,1.3335202217102,3.9344923876226,70.4606614430252,39.3685644726235,96.0351391813666,0.666666666,0.166666666,0.333333333,0.5,0.111111111,0,1,1.5,31,65,96,0.049624040722847,-0.431207984685898,0.480832010507584,0.879999995231628,0.0928269922733307,1.07003200054169,0.861133337020874,0.923600018024445,0.728399991989136,1,1,0.0756510868668556,-0.0292748656905491,0,0,0.60416667,93.72413793,0.21875,82.38095238,0.05208333,89.8,0.125,80.5,NA,0.155686691403389,-0.184588119387627,0.0823013484477997,0.447649300098419,0.268425330005843,-0.878991044702984,1.64602696895599,3.73041083415349,0.30188679,0.69767442,0.47916667,0.6875,0.8,0.76086957,0.44791667,0.6,0.11458333,5,6,7,3,12,3,18,0.27777778,0.33333333,0.38888889,0.16666667,0.66666667,0.16666667,1.68309816165188,59,63.71559,45.57944,72.89223,53.1239,53.68991,48.74245,58.51074,55.87625,59.98854,62.53006,47.23603,69.1652,56.82306,50.06378,57.98136,-0.29848,3.62937,88.9,110.24,106.4,93.8,113.72,107.68,120.995238095238,107.30380952381,109.559047619048,86.52,126.42,117.62,98.7572916666667,112.542916666667,108.44875,0.60416667,0.05208333,0.21875,0.125,93.670687971444,89.6400024414063,82.3285725911458,80.3999989827474,-2.58504722858297,2.52080974578857,5.06326620919364,3.77237828572591,11.3814918254984,4.03858833312988,-0.830930982317243,-7.06279881795247,0.290736358612776,0.0827391631901264,-0.11950808018446,0.45289833471179,0.501269583815131,1.65478326380253,-0.569086096116475,3.77415278926492,0.23913043,0.7,0.47916667,0.63636364,0.8,0.76086957,0.52083333,20.07042254,0.125,0.60416667,0.05208333,0.21875,NA,80.5859527587891,93.8948511584052,89.8636352539063,82.5240420386905,NA,4.17829259236654,-2.1545770579371,3.23266792297363,5.76796213785807,NA,-8.50451723734538,10.2877534011315,2.79463405609131,-2.24675478254046,NA,0.45289833471179,0.290736358612776,0.0827391631901264,-0.11950808018446,NA,3.77415278926492,0.501269583815131,1.65478326380253,-0.569086096116475,NA,0.25,0.67307692,0.47916667,0.63636364,0.8,0.76086957,0.54166667,18,85.4994439019097,20.8698357476128,0,0,102.624,3,0.16666667,"2024-08-31",0
"Nick Pivetta",15454,"2024-08-20","@HOU",3,2024,"BOS","A",31,0,0,9,1,1,0,0,0,0,0,0,5,23,6,5,5,2,3,0,0,0,0,2,3.6,5.4,10.8,0.66666667,0,0,4,12,2,1,0,0,0,0.08695652,0.13043478,-0.04347826,7.66605422522361,3.6,0.3,1.8,0.25,0.64516129,9.3664797782898,-0.366479778289795,7.79529995322228,211.381984329076,229.746243338261,192.082648073386,0.333333333,0.111111111,0.222222222,0.666666666,0.083333333,0.166666666,5,9,31,53,84,-0.300011992454529,-0.79299396276474,0.492982000112534,-2.61500000953674,-0.277159512042999,1.2661759853363,1.0174800157547,0.821600019931793,1.31579995155334,1,1,-0.433244526386261,0.19630116627756,0,0,0.44047619,94.24324324,0.4047619,83.32352941,0.08333333,88,0.07142857,80,NA,-0.950229108333588,-0.2271618694067,0.263418197631836,-1.63690555095673,-2.56818677927997,-0.668123145313824,3.76311710902623,-27.2817591826121,0.37735849,0.61290323,0.46428571,0.65,1,0.82051282,0.36904762,0.73913043,0.08333333,6,10,2,2,8,8,18,0.33333333,0.55555556,0.11111111,0.11111111,0.44444444,0.44444444,8.57867966841296,26,31.30947,42.80538,27.51414,52.53643,55.66837,45.77113,49.03548,59.19135,47.26501,20.75481,54.14533,33.53846,45.70925,56.50287,41.62411,0.39198,4.66506,77.46,104.28,86.92,105.44,85.62,92.96,122.573333333333,90.6539393939394,103.321818181818,91.62,45.76,43.72,109.108048780488,85.6085365853659,92.4846341463415,0.44047619,0.08333333,0.4047619,0.07142857,94.1162175358953,87.9857177734375,83.2617618336397,80.0499979654948,-3.58086250923775,1.24904360089983,5.07350203570198,5.04781309763591,12.2096714329075,4.51892253330776,1.19830961788402,-8.84326108296712,-1.01111624762416,0.308213796466589,-0.207109168171883,-1.64380908384919,-2.73274661520043,4.40305423523699,-0.609144612270243,-27.3968180641532,0.36,0.61764706,0.46428571,0.61111111,1,0.82051282,0.4047619,19.47540984,0.07142857,0.44047619,0.0952381,0.39285714,NA,79.9410298665365,93.9795779666385,87.4691619873047,83.0687070904356,NA,5.6479918162028,-3.02740437275655,2.17470669746399,6.00414114287405,NA,-10.7868563334147,10.6281631057327,2.4035370349884,-0.809803009033203,NA,-1.64380908384919,-1.01111624762416,0.244840119034052,-0.143735490739346,NA,-27.3968180641532,-2.73274661520043,3.06050148792565,-0.435562093149532,NA,0.36,0.61764706,0.46428571,0.61111111,1,0.82051282,0.4047619,18,90.6155395507812,25.1009758843316,5,0.27777778,108.497,7,0.38888889,"2024-08-20",0
"Nick Pivetta",15454,"2024-08-15","@BAL",3,2024,"BOS","A",31,0,1,5.4,1,1,0,0,0,0,0,0,5,19,3,3,3,2,1,0,1,0,0,6,10.8,1.8,5.4,6,0,0,3,7,1,0,0,0,0,0.31578947,0.05263158,0.2631579,3.18022215578581,3.6,0.176470588235294,0.8,0.111111111111111,0.90909091,7.1664797782898,-1.76647977828979,4.08329154700041,126.829190597445,175.352620805222,99.7369006239227,0.428571428,0.09090909,0.272727272,0.636363636,0,0.285714285,1,1.8,31,59,90,-0.158999979496002,-0.47817999124527,0.319180011749268,-0.664999961853027,-0.0715053826570511,0.924000024795532,0.958400011062622,0.870000004768372,0.469999998807907,1,1,-0.00456618703901768,-0.167511708230722,0,0,0.46666667,93.66666667,0.22222222,82.4,NA,NA,0.31111111,81.10714286,NA,0.561269223690033,1.07245111465454,NA,-1.50483977794647,1.33635529450008,5.36225557327271,NA,-5.37442777838026,0.36538462,0.71052632,0.51111111,0.73684211,0.96296296,0.86956522,0.42222222,0.57894737,0.06666667,3,6,2,1,6,4,11,0.27272727,0.54545455,0.18181818,0.09090909,0.54545455,0.36363636,7.05170922002667,46,77.29986,46.65135,80,48.15444,53.62578,37.90896,53.02903,58.52143,56.04671,NA,NA,NA,56.03635,52.19381,53.63067,-0.24961,3.70268,79.22,140.24,132.26,101.46,99.9,92.64,106.545,118.196428571429,118.94,NA,NA,NA,98.7011111111111,113.591333333333,108.630888888889,0.46666667,NA,0.32222222,0.21111111,93.6428571428571,NA,82.6379310344828,80.0210539165296,-3.23707798549107,NA,5.54957791032462,3.9372145000257,11.9271494547526,NA,0.503183759492019,-8.10743070903577,0.561566282063723,NA,0.0510065406560898,-0.415460348129272,1.3370625763422,NA,0.175884622952034,-2.1866334112067,0.3255814,0.68085106,0.51111111,0.64285714,0.96875,0.86956522,0.52222222,21.12857143,0.21111111,0.46666667,0.01111111,0.31111111,NA,79.883101613898,93.5270589192708,85.7912979125977,82.3786882672991,NA,4.66582007157175,-2.73431541806176,4.52756977081299,6.62021364484514,NA,-9.87638935289885,10.8080211821057,1.04487001895905,-1.08705908911569,NA,-0.415460348129272,0.561566282063723,-0.0380783230066299,0.0890848636627197,NA,-2.1866334112067,1.3370625763422,-3.80783230066299,0.318160227366856,NA,0.33333333,0.66666667,0.51111111,0.64285714,0.96875,0.86956522,0.53333333,11,95.829911665483,23.6650446111506,3,0.27272727,110.833,6,0.54545455,"2024-08-15",0
"Nick Pivetta",15454,"2024-08-04","@TEX",3,2024,"BOS","A",31,0,0,3.85714338263694,1,1,0,0,0,0,0,0,4.2,18,2,2,2,2,1,0,0,0,0,5,9.64285845659235,1.92857169131847,3.85714338263694,5,0.25,0,4,7,1,0,1,0,0,0.27777778,0.05555556,0.22222222,3.53196056763358,3.85714338263694,0.117647058823529,0.64285723043949,0,1,7.23790890440656,-3.38076552176963,3.93449249225602,90.5922913403955,177.118661225158,96.035141784392,0.571428571,0.083333333,0.333333333,0.583333333,0,0.285714285,3,5.78571507395541,26,44,70,0.0439000241458416,-0.229052007198334,0.272952049970627,0.353999942541122,0.036760114133358,0.723355531692505,0.97272002696991,0.870000004768372,0.636799991130829,1,1,-0.0588767305016518,0.119566145626638,0,0,0.42857143,91.96666667,0.37142857,80.69230769,NA,NA,0.2,79.35714286,NA,0.138616591691971,0.326295018196106,NA,-0.527942895889282,0.462055305639903,1.25498083921579,NA,-3.77102068492344,0.26315789,0.71875,0.47142857,0.4,0.86956522,0.72727273,0.45714286,0.66666667,0.12857143,8,4,0,2,3,7,12,0.66666667,0.33333333,0,0.16666667,0.25,0.58333333,6.76223882008523,48,49.95008,40.15905,53.14995,46.98069,44.68949,44.01246,34.65669,57.43247,27.26748,NA,NA,NA,40.78617,46.44736,36.29659,0.69783,5.12384,77.32,88.7,78.98,86.5,107.42,92.5,124.66,60.94,85.42,NA,NA,NA,98.8377142857143,86.412,87.1662857142857,0.42857143,NA,0.37142857,0.2,91.8600016276042,NA,80.6192345252404,79.1785714285714,-3.01923904418945,NA,7.62179565429688,3.44371386936733,11.7514729817708,NA,2.25021567711463,-7.58116476876395,0.153651230037212,NA,0.345223013311625,-0.539727889001369,0.512170766790708,NA,1.32778082042933,-3.85519920715264,0.28571429,0.65714286,0.47142857,0.4,0.86956522,0.72727273,0.5,17.30769231,0.2,0.42857143,NA,0.37142857,NA,79.4144635881696,92.0998779296875,NA,80.844003530649,NA,4.11429868425642,-2.51392567952474,NA,8.63305311936599,NA,-9.29071807861328,10.4423756917318,NA,0.596440718724177,NA,-0.539727889001369,0.153651230037212,NA,0.345223013311625,NA,-3.85519920715264,0.512170766790708,NA,1.32778082042933,NA,0.28125,0.63157895,0.47142857,0.33333333,0.875,0.72727273,0.54285714,12,94.6559855143229,23.6048355102539,1,0.08333333,105.411,6,0.5,"2024-08-04",0
"Nick Pivetta",15454,"2024-07-29","SEA",3,2024,"BOS","H",31,1,0,4.05000038623813,1,1,1,0,0,0,0,0,6.2,27,6,3,3,2,1,0,0,0,0,10,13.5000012874604,1.35000012874605,8.10000077247627,10,0.25,0,4,8,4,0,1,0,0,0.37037037,0.03703704,0.33333333,2.3491474683777,2.70000025749209,0.230769230769231,1.05000010013581,0.285714285714286,0.95238095,4.51647990703584,-0.466479520797706,2.43088979560471,95.1219020196156,109.833033209953,58.6291610607065,0.5,0.25,0.25,0.5,0,0.25,14,18.9000018024446,38,71,109,0.163243964314461,-0.0876599475741386,0.250903904438019,0.367700010538101,0.0354238823056221,0.383385717868805,0.456742852926254,0.870000004768372,0.0299999993294477,1,1,0.169152483344078,0.256643149372535,0,0,0.35779817,93.69230769,0.37614679,82.31707317,0.08256881,87.55555556,0.18348624,81.35,NA,-1.78870296478271,0.17857363820076,0.151643618941307,0.975466907024384,-4.58641785841722,0.435545459026244,1.68492909934786,4.87733453512192,0.35483871,0.57446809,0.44954128,0.54545455,0.85185185,0.71428571,0.43119266,0.77777778,0.12844037,8,5,3,2,9,5,16,0.5,0.3125,0.1875,0.125,0.5625,0.3125,5.30639324568631,54,60.01022,51.57674,80,58.12263,50.86972,57.02112,75.44961,58.69088,75.44058,75.90877,55.78324,80,69.8694,55.20132,77.31258,-1.109,2.41359,87.12,91.76,91.2,94.34,120,111.24,121.617142857143,126.898571428571,139.134761904762,80.88,134.64,133.16,102.480550458716,118.944403669725,120.305137614679,0.35779817,0.08256881,0.3853211,0.17431193,93.6307717347756,87.5111083984375,82.3023797898066,81.226318359375,-2.78023470365084,2.54010772705078,6.66185142880394,3.88925773219058,11.6258717072316,3.5700560675727,2.81263333275205,-6.88924608732525,-1.75568247586489,0.155776336789131,-0.338758483529091,1.50344654172659,-4.5017499381151,1.7308481865459,-0.806567817926407,7.9128765354031,0.3,0.57627119,0.44954128,0.4,0.85294118,0.71428571,0.5412844,17.50617284,0.17431193,0.35779817,0.08256881,0.3853211,NA,81.137650339227,93.5536858974359,87.4287380642361,82.2071242559524,NA,4.65260274786698,-2.30032505133213,3.34459559122721,7.62531607491629,NA,-8.62608578330592,10.4527470515325,2.04910702175564,1.33895338149298,NA,1.50344654172659,-1.75568247586489,0.155776336789131,-0.338758483529091,NA,7.9128765354031,-4.5017499381151,1.7308481865459,-0.806567817926407,NA,0.3,0.57627119,0.44954128,0.4,0.85294118,0.71428571,0.5412844,16,88.9128570556641,22.8704509735107,1,0.0625,106.158,7,0.4375,"2024-07-29",0
