"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CT%","CTv","XX%","wFB","wSL","wCT","wFB/C","wSL/C","wCT/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","GSv2","pb_o_CU","pb_s_CU","pb_c_CU","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_FC","pb_s_FC","pb_c_FC","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CU","sp_l_CU","sp_p_CU","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_FC","sp_l_FC","sp_p_FC","sp_stuff","sp_location","sp_pitching","pfxFC%","pfxSI%","pfxSL%","pfxCU%","pfxvFC","pfxvSI","pfxvSL","pfxvCU","pfxFC-X","pfxSI-X","pfxSL-X","pfxCU-X","pfxFC-Z","pfxSI-Z","pfxSL-Z","pfxCU-Z","pfxwFC","pfxwSI","pfxwSL","pfxwCU","pfxwFC/C","pfxwSI/C","pfxwSL/C","pfxwCU/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piFC%","piSI%","piSL%","pivFC","pivSI","pivSL","piFC-X","piSI-X","piSL-X","piFC-Z","piSI-Z","piSL-Z","piwFC","piwSI","piwSL","piwFC/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Brennan Bernardino",16835,"2024-08-18","@BAL",3,2024,"BOS","A",32,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,1,9,0,0,1,0,0,1,1,0,0,0,0,0,0.25,0,0.25,2.72685408401489,0,0,0,0,1,4.1664797782898,-4.1664797782898,5.67848818451166,0,101.179499169259,139.421515985497,1,0,0.5,0.5,0,0,1,9,9,11,20,0.00555999297648668,-0.00284000625833869,0.00839999876916409,0.467000007629395,0.0502150543034077,0.0952000021934509,0.0980000048875809,0.0980000048875809,NA,0,1,0.0366356894373894,0.02176759678511,0,0,0.5,91.9,0.25,79.4,0.25,85.8,NA,-0.205902710556984,0.165955260396004,0.424715280532837,-2.05902710556984,3.31910520792007,8.49430561065674,0.15384615,0.85714286,0.4,0.5,0.83333333,0.75,0.35,0.75,0.1,1,0,1,0,2,0,2,0.5,0,0.5,0,1,0,3.07391978097187,NA,45.66744,55.35611,41.27284,35.10044,53.10691,37.05418,NA,NA,NA,69.57989,51.09213,76.06364,39.64529,49.77612,40.86961,0.76871,5.23016,79.5,75.28,64.16,109.72,92.76,94.98,NA,NA,NA,92.12,118.42,121.56,97.765,94.805,93.92,0.25,0.5,NA,0.25,85.7,91.85,NA,79.3799987792969,-0.288544869422913,10.2786422729492,NA,-8.41678771972656,1.57946996688843,1.7742582321167,NA,-1.6283145904541,0.430890914052725,-0.211336072534323,NA,0.165969535708427,8.6178182810545,-2.11336072534323,NA,3.31939071416855,0.11111111,0.63636364,0.4,0,0.85714286,0.75,0.55,16.875,0.25,0.5,0.25,85.6957763671875,91.8376831054688,79.3692199707031,-1.23971996307373,9.49178695678711,-9.93928375244141,0.722625780105591,0.684309005737305,-2.67389793395996,0.430890914052725,-0.211336072534323,0.165969535708427,8.6178182810545,-2.11336072534323,3.31939071416855,0.18181818,0.66666667,0.4,0,1,0.75,0.45,2,84.336555480957,24.3997573852539,0,0,93.9111,0,0,"2024-08-18",0
"Brennan Bernardino",16835,"2024-08-17","@BAL",3,2024,"BOS","A",32,0,0,0,1,0,0,0,0,0,1,0,0.1,3,2,0,0,0,0,0,0,0,0,1,27.000028163224,0,54.0000563264481,1,0.5,0,2,0,0,0,1,0,0,0.33333333,0,0.33333333,-0.694826464786218,0,0.666666666666667,6.00000625849423,1,1,-2.83352648020443,2.83352648020443,-2.83352648020443,0,-71.8912727186715,-72.3367211985741,2,0,1,0,0,0,0,0,4,9,13,-0.0758199989795685,-0.135419994592667,0.059600006788969,-0.402999997138977,-0.0433333329856396,2.06599998474121,1.49800002574921,1.49800002574921,3.60999989509583,1,1,-0.0560405291616917,0.0193415942441942,0,1,0.61538462,92.375,0.38461538,79.4,NA,NA,NA,-0.0469933301210403,-0.614599883556366,NA,-0.587416626513004,-12.2919976711273,NA,0.375,0.8,0.53846154,1,0.75,0.85714286,0.38461538,1,0.07692308,2,0,0,1,1,0,2,1,0,0,0.5,0.5,0,-0.230783829330867,NA,44.30209,56.25556,31.71857,80,57.52504,80,NA,NA,NA,NA,NA,NA,80,52.16425,80,-2.1137,0.90654,126.58,99.48,106.96,120.7,157.76,173.52,NA,NA,NA,NA,NA,NA,122.961538461538,135.344615384615,147.92,NA,0.61538462,NA,0.38461538,NA,92.4124984741211,NA,79.2799987792969,NA,9.89195919036865,NA,-10.8995529174805,NA,1.75871992111206,NA,-1.68368110656738,NA,-0.0485870838165283,NA,-0.624613128602505,NA,-0.607338547706604,NA,-12.4922625720501,0.2,0.75,0.53846154,1,0.83333333,0.85714286,0.61538462,17.88888889,NA,0.61538462,0.38461538,NA,92.4186630249023,79.2702819824219,NA,9.17759132385254,-12.074520111084,NA,0.608950734138489,-2.8374340057373,NA,-0.0485870838165283,-0.624613128602505,NA,-0.607338547706604,-12.4922625720501,0.5,0.6,0.53846154,0.75,1,0.85714286,0.38461538,2,66.5584182739258,-15.6846361160278,0,0,74.1228,0,0,"2024-08-17",0
"Brennan Bernardino",16835,"2024-08-16","@BAL",3,2024,"BOS","A",32,0,0,0,1,1,0,0,0,0,0,0,0.2,3,0,0,0,0,1,0,0,0,0,2,27.000028163224,13.500014081612,0,2,0,0,0,0,0,0,0,0,0,0.66666667,0.33333333,0.33333333,4.91506241285889,0,0,1.50000156462356,0,1,1.66647821366624,-1.66647821366624,1.66647821366624,0,39.3685257882857,39.6124587345978,0,0,0,0,0,0,2,27.000028163224,4,9,13,0.0253799930214882,-0.0258000008761883,0.0511799938976765,0.250999987125397,0.0269892476499081,0.914666712284088,0.910000026226044,0.910000026226044,0.804000020027161,1,1,0.00745052937418222,0.0202972750234543,0,0,0.46153846,93,0.30769231,80,0.23076923,86.33333333,NA,-0.162730604410172,0.379905015230179,0.00152462720870972,-2.71217674016953,9.49762538075447,0.0508209069569906,0.33333333,0.71428571,0.53846154,1,0.8,0.85714286,0.53846154,1,0.07692308,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,1.68357808045228,43,52.77999,55.16359,46.53995,31.84551,61.27653,32.05319,NA,NA,NA,70.31946,78.28255,72.98019,49.15411,56.89345,48.01292,0.17796,4.34403,134.18,82.96,95.18,114.72,13.3,22.9,NA,NA,NA,123.3,138.86,151.7,122.687692307692,63.7092307692308,74.8630769230769,0.23076923,0.46153846,NA,0.30769231,86.4666646321615,92.7666625976562,NA,80.0500030517578,-1.55837790171305,10.8445434570312,NA,-9.41353321075439,0.821225563685099,1.66860167185466,NA,-0.707150340080261,0.00128604471683502,-0.168731696903706,NA,0.383889455348253,0.0428681572278341,-2.81219494839509,NA,9.59723638370633,0.33333333,0.71428571,0.53846154,1,0.8,0.85714286,0.53846154,22.4,0.23076923,0.46153846,0.30769231,86.3021647135417,92.6172993977865,79.8897018432617,-2.51798661549886,10.173531850179,-10.5334749221802,-0.174625992774963,0.614815473556519,-1.86395001411438,0.00128604471683502,-0.168731696903706,0.383889455348253,0.0428681572278341,-2.81219494839509,9.59723638370633,0.33333333,0.71428571,0.53846154,1,0.8,0.85714286,0.53846154,0,NA,NA,0,NA,NA,0,NA,"2024-08-16",0
"Brennan Bernardino",16835,"2024-08-14","TEX",3,2024,"BOS","H",32,0,0,0,1,0,0,0,0,0,1,0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.2527290840149,0,0,0,0,1,3.1664797782898,-3.1664797782898,7.70250972840334,0,76.4551252906048,189.774252798055,0,0,0,1,0,0,0,0,3,2,5,0.0659639835357666,0,0.0659639835357666,0.460999995470047,0.0444123297929764,2.48160004615784,1.24080002307892,2.48160004615784,1.50039994716644,1,1,0.0265812315046787,-7.22588749252351e-10,1,0,1,90.8,NA,NA,NA,NA,NA,0.249823242425919,NA,NA,4.99646484851837,NA,NA,0,0.5,0.2,NA,1,1,0.4,NA,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0.847634002863288,NA,NA,NA,NA,20,65.55774,20,NA,NA,NA,NA,NA,NA,20,60.10998,20,3.66854,9.5799,NA,NA,NA,125.2,39.14,82.8,NA,NA,NA,NA,NA,NA,125.2,39.14,82.8,NA,1,NA,NA,NA,90.6199951171875,NA,NA,NA,9.19067077636719,NA,NA,NA,2.63274021148682,NA,NA,NA,0.252764474600554,NA,NA,NA,5.05528949201107,NA,NA,0,0.5,0.2,NA,1,1,0.4,20.25,NA,1,NA,NA,90.5102783203125,NA,NA,8.52372589111328,NA,NA,1.42093257904053,NA,NA,0.252764474600554,NA,NA,5.05528949201107,NA,0,0.5,0.2,NA,1,1,0.4,1,84.3597869873047,40.8621864318848,0,0,84.3598,0,0,"2024-08-14",0
"Brennan Bernardino",16835,"2024-08-11","HOU",3,2024,"BOS","H",32,0,0,27.0000064373032,1,0,0,0,0,0,0,0,1.1,10,4,4,4,2,0,0,1,2,0,2,13.5000032186516,0,27.0000064373032,2,0,0,3,3,1,0,0,0,0,0.2,0,0.2,3.29696908401489,13.5000032186516,0.444444444444444,3.00000071525591,0.4,0.45454545,21.9164842486392,5.08352218866395,5.81849932457973,634.14610417944,540.037246041961,142.904652866105,1,0.142857142,0.428571428,0.428571428,0,0.666666666,0,0,15,24,39,-0.310615986585617,-0.426367998123169,0.115752026438713,-3.98900008201599,-0.384296715259552,1.29101824760437,1.16275000572205,1.82800006866455,0.225199997425079,1,1,-0.251672685146332,0.0110750118276161,0,1,0.28205128,91.81818182,0.38461538,79.33333333,0.33333333,86.69230769,NA,-1.85885143280029,-1.7474752664566,0.204972013831139,-16.8986493890936,-11.6498351097107,1.57670779870107,0.23809524,0.72222222,0.46153846,0.6,0.76923077,0.72222222,0.46153846,0.6,0.12820513,3,2,2,0,4,3,7,0.42857143,0.28571429,0.28571429,0,0.57142857,0.42857143,16.3725829915224,NA,20,49.45087,20,80,33.18084,80,NA,NA,NA,53.85198,40.16715,45.38416,44.8224,38.98758,42.33775,0.44708,4.74771,106.04,50.12,42.92,97.32,131.66,119.88,NA,NA,NA,93.08,90.18,100.42,99.2605128205128,86.4717948717949,83.7933333333333,0.34210526,0.26315789,NA,0.39473684,86.6230750450721,91.6099975585937,NA,79.3600016276042,-0.330218571882982,9.16643753051758,NA,-9.43959350585937,2.67916488647461,3.11795673370361,NA,-1.39568341573079,0.206232760101557,-0.510203737765551,NA,-1.24677295610309,1.58640584693505,-5.10203737765551,NA,-8.31181970735391,0.23529412,0.61904762,0.44736842,0.5,0.76923077,0.70588235,0.55263158,20.14814815,0.33333333,0.28205128,0.38461538,86.5184513972356,91.5915249911222,79.2418294270833,-1.25168301508977,8.35310016978871,-10.8621836344401,1.96072593102088,2.31102509932085,-2.57780303955078,0.206232760101557,-1.86708917096257,-1.24677295610309,1.58640584693505,-16.9735379178416,-8.31181970735391,0.26315789,0.65,0.46153846,0.6,0.76923077,0.72222222,0.51282051,7,95.338633219401,4.26912593841553,1,0.14285714,110.001,3,0.42857143,"2024-08-11",0
"Brennan Bernardino",16835,"2024-08-07","@KCR",3,2024,"BOS","A",32,0,0,13.500014081612,1,0,0,0,0,0,0,0,0.2,4,1,1,1,1,0,0,1,0,0,1,13.500014081612,0,13.500014081612,1,0,0,0,1,1,0,0,0,0,0.25,0,0.25,3.28666658401489,13.500014081612,0.333333333333333,1.50000156462356,0,1,24.1665016830196,-10.6664876014076,6.93449631797012,317.073307226846,595.667518323072,170.667945732913,0,0.5,0,0.5,0,1,0,0,2,10,12,-0.153374031186104,-0.175371989607811,0.0219979584217072,-1.41400003433228,-0.138423889875412,0.542050004005432,0.639866650104523,1.14999997615814,0.294800013303757,1,1,-0.120069086551666,-0.162882726109084,0,1,0.25,91.66666667,0.58333333,79.14285714,0.16666667,87.5,NA,-1.37149059772491,0.0670051723718643,0.108377419412136,-45.7163532574971,0.95721674816949,5.4188709706068,0.5,0.5,0.5,1,0.66666667,0.83333333,0.5,1,0.08333333,2,0,0,0,0,2,2,1,0,0,0,0,1,41.0824613148591,NA,54.15263,48.75316,41.01412,80,66.56504,80,NA,NA,NA,20,50.65255,20.49901,65.76941,48.94771,55.86234,-0.85428,2.79567,100.88,54.9,37.64,100.26,147.1,154.6,NA,NA,NA,93.14,77.84,63.04,99.435,81.7733333333333,71.1133333333333,0.16666667,0.25,NA,0.58333333,87,91.5,NA,78.9428536551339,-0.423028528690338,9.91089185078939,NA,-8.6381105695452,2.63735055923462,2.31839084625244,NA,-1.24472005026681,0.109547920525074,-1.37230390310287,NA,0.0640839226543903,5.4773960262537,-45.7434634367625,NA,0.915484609348433,0.5,0.5,0.5,1,0.75,0.83333333,0.66666667,17.25,0.16666667,0.25,0.58333333,87.2716064453125,91.7993977864583,79.2119315011161,-1.23432493209839,9.18277676900228,-10.1467655726842,1.89977502822876,1.41364034016927,-2.26601995740618,0.109547920525074,-1.37230390310287,0.0640839226543903,5.4773960262537,-45.7434634367625,0.915484609348433,0.5,0.5,0.5,1,0.75,0.83333333,0.66666667,2,98.0351181030273,17.1821594238281,1,0.5,100.755,2,1,"2024-08-07",0
"Brennan Bernardino",16835,"2024-08-06","@KCR",3,2024,"BOS","A",32,1,0,0,1,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.2527290840149,0,0,0,0,1,3.1664797782898,-3.1664797782898,7.70250972840334,0,76.4551252906048,189.774252798055,0,0,0,1,0,0,3,81.0000844896721,0,1,1,0.0576340109109879,0,0.0576340109109879,0.455000013113022,0.0445423424243927,2.19900012016296,1.09950006008148,2.19900012016296,1.08720004558563,1,1,0.0262091886252165,8.98027700813042e-10,0,0,NA,NA,1,78,NA,NA,NA,NA,0.249823242425919,NA,NA,24.9823242425919,NA,NA,1,1,NA,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0.847634002863288,NA,42.784,20,69.10846,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.86381,20,67.31068,1.06577,5.67575,101.46,170.86,165.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.46,170.86,165.8,NA,NA,NA,1,NA,NA,NA,78,NA,NA,NA,-9.74570178985596,NA,NA,NA,0.437963426113129,NA,NA,NA,0.252764463424683,NA,NA,NA,25.2764463424683,NA,1,1,NA,1,1,1,NA,NA,NA,1,NA,NA,78.0518035888672,NA,NA,-10.9521999359131,NA,NA,-0.630944013595581,NA,NA,0.252764463424683,NA,NA,25.2764463424683,NA,1,1,NA,1,1,1,1,99.0956039428711,31.9648094177246,0,0,99.0956,1,1,"2024-08-06",0
"Brennan Bernardino",16835,"2024-08-04","@TEX",3,2024,"BOS","A",32,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,27,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,-0.337270915985107,0,0,0,0,1,-2.8335202217102,2.8335202217102,-2.8335202217102,0,-71.8911179813203,-72.3365655024484,0,0,0,0,0,0,0,0,5,10,15,0.0139040006324649,0,0.0139040006324649,0.49099999666214,0.0509864985942841,0.184666663408279,0.32039999961853,0.32039999961853,0.193599998950958,1,1,0.0757900476455688,-0.000497624119593615,0,0,0.26666667,92,0.66666667,80.2,0.06666667,87,NA,0.510099589824677,0.227287098765373,0.0389156937599182,12.7524897456169,2.27287098765373,3.89156937599182,0.28571429,0.375,0.33333333,0,0.66666667,0.4,0.53333333,1,0.2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-2.97312058419228,NA,72.50861,60.80876,64.8621,80,54.68876,80,NA,NA,NA,73.52437,55.03252,76.7181,80,56.2139,80,-2.468,0.37509,119.84,109.98,113.22,127.26,180.6,179.14,NA,NA,NA,96.2,96.94,107.08,120.242666666667,127.942666666667,130.389333333333,0.06666667,0.26666667,NA,0.66666667,87.0999984741211,91.8499984741211,NA,80.1799987792969,-1.49722611904144,9.80592823028564,NA,-10.15205078125,2.29676938056946,2.2067539691925,NA,-1.39992513656616,0.039364367723465,0.516312375664711,NA,0.229268681257963,3.9364367723465,12.9078093916178,NA,2.29268681257963,0.33333333,0.33333333,0.33333333,0,0.66666667,0.4,0.6,15.25,0.06666667,0.26666667,0.66666667,87.2851028442383,92.0911483764648,80.4127868652344,-2.25190997123718,9.09078502655029,-11.2600021362305,1.30825996398926,1.08194184303284,-2.63565196990967,0.039364367723465,0.516312375664711,0.229268681257963,3.9364367723465,12.9078093916178,2.29268681257963,0.33333333,0.33333333,0.33333333,0,0.66666667,0.4,0.6,0,NA,NA,0,NA,NA,0,NA,"2024-08-04",0
"Brennan Bernardino",16835,"2024-08-03","@TEX",3,2024,"BOS","A",32,0,0,9,1,0,0,0,0,0,0,0,1,6,3,1,1,0,1,1,0,0,0,0,0,9,27,0,0.25,0,4,0,1,0,1,0,0,0,0.16666667,-0.16666667,4.96450685379112,0,0.6,4,0.6,0.75,6.1664797782898,2.8335202217102,6.1664797782898,211.381984329076,150.628246926567,151.561560819707,4,0.2,0.8,0,0,0,1,9,4,11,15,-0.0475960113108158,-0.0924479886889458,0.0448519736528397,-0.52400004863739,-0.0544132962822914,0.663199961185455,0.452600002288818,0.905200004577637,0.205200001597404,1,1,-0.0435674861073494,-0.0281997245326196,0,0,0.4,91.5,0.53333333,78.375,0.06666667,87,0.26666667,-0.227466002106667,-0.276269346475601,-0.463952898979187,-3.79110003511111,-3.45336683094501,-46.3952898979187,0.5,0.8,0.6,1,0.75,0.88888889,0.33333333,0.66666667,0.06666667,3,2,0,0,5,0,5,0.6,0.4,0,0,1,0,6.89009086518067,NA,78.7454,56.45096,75.09471,71.00872,60.88321,65.34724,NA,NA,NA,60.36545,42.8392,79.9389,78.32302,53.50147,78.27088,-1.63419,1.62581,105.56,133.14,138.16,125.6,68.56,93,NA,NA,NA,86.36,96.66,97.28,112.296,104.876,117.370666666667,0.06666667,0.4,NA,0.53333333,87,91.3166707356771,NA,78.4375,1.34042453765869,10.180824915568,NA,-9.83312892913818,2.04439043998718,2.43954181671143,NA,-0.583317399024963,-0.47120988368988,-0.231665298342705,NA,-0.281275026500225,-47.120988368988,-3.86108830571175,NA,-3.51593783125281,0.28571429,0.875,0.6,1,0.85714286,0.88888889,0.53333333,20,0.06666667,0.4,0.53333333,87.2274017333984,91.6044209798177,78.7379989624023,0.542622029781342,9.62001800537109,-11.0003185272217,1.14705002307892,1.26707172393799,-1.63276898860931,-0.47120988368988,-0.231665298342705,-0.281275026500225,-47.120988368988,-3.86108830571175,-3.51593783125281,0.28571429,0.875,0.6,1,0.85714286,0.88888889,0.53333333,5,74.0646728515625,-8.34380416870117,0,0,81.0257,0,0,"2024-08-03",0
"Brennan Bernardino",16835,"2024-07-27","NYY",3,2024,"BOS","H",32,0,0,0,1,0,0,0,0,0,0,0,1.1,6,1,0,0,0,1,0,0,0,0,1,6.75000160932579,6.75000160932579,6.75000160932579,1,0,0,3,1,0,0,0,0,0,0.16666667,0.16666667,0,4.95995130323017,0,0.2,1.50000035762795,0.25,1,3.91647995710377,-3.91647995710377,5.05048653213841,0,94.998410120659,123.798361175099,3,0,0.75,0.25,0,0,1,6.75000160932579,8,9,17,0.140775978565216,-0.132748007774353,0.273523986339569,1.00800001621246,0.0971098244190216,2.22699999809265,1.69373333454132,2.19799995422363,1.72160005569458,1,1,0.0314666032791138,0.0317466785735067,1,0,0.23529412,90.5,0.47058824,77.75,0.29411765,86.4,NA,-0.941142797470093,0.578873872756958,0.192787796258926,-23.5285699367523,7.23592340946198,3.85575592517853,0.2,0.85714286,0.47058824,0.5,1,0.875,0.41176471,0.33333333,0.05882353,1,2,1,1,3,0,4,0.25,0.5,0.25,0.25,0.75,0,2.46758355576828,NA,80,49.28432,80,20,60.20952,20,NA,NA,NA,20,61.02911,20,39.54875,49.08295,36.34132,0.77471,5.23916,82.88,140.38,120.56,121.94,-68.22,-16.82,NA,NA,NA,97.16,84.38,93.6,96.2705882352941,74.8270588235294,80.3058823529412,0.29411765,0.23529412,NA,0.47058824,86.3200012207031,90.2750015258789,NA,77.8625030517578,-0.336772489547729,9.64025688171387,NA,-9.53477573394775,2.15635051727295,3.44331073760986,NA,-1.79415965080261,0.194812428206205,-0.954057589173317,NA,0.585155129432678,3.89624856412411,-23.8514397293329,NA,7.31443911790848,0.25,0.66666667,0.47058824,0.5,1,0.875,0.52941176,21.45454545,0.29411765,0.23529412,0.47058824,86.3019592285156,90.2633743286133,77.8632736206055,-1.29884738922119,8.9329252243042,-10.8748426437378,1.21301898956299,2.25557255744934,-3.17845869064331,0.194812428206205,-0.954057589173317,0.585155129432678,3.89624856412411,-23.8514397293329,7.31443911790848,0.25,0.66666667,0.47058824,0.5,1,0.875,0.52941176,4,86.0574645996094,-5.56355381011963,0,0,103.086,1,0.25,"2024-07-27",0
"Brennan Bernardino",16835,"2024-07-26","NYY",3,2024,"BOS","H",32,0,0,27.000028163224,1,0,0,0,0,0,1,0,0.1,3,0,2,1,0,1,0,0,1,0,0,0,27.000028163224,0,0,1,0,1,0,1,0,1,0,0,0,0.33333333,-0.33333333,10.9178401874764,0,0,3.00000312924711,0,-1,12.1664891660311,14.8335389971929,12.1664891660311,634.146614453692,298.974722304519,300.827211911999,1,0.5,0.5,0,0,0,0,0,5,4,9,-0.0713079944252968,-0.136256024241447,0.0649480298161507,-0.41100001335144,-0.0395953767001629,2.27169990539551,1.72160005569458,1.72160005569458,3.67239999771118,1,1,-0.0453359298408031,0.0139462228394808,0,1,0.44444444,91.5,0.44444444,79.5,0.11111111,84,NA,0.108419433236122,-0.606488645076752,0.0389156937599182,2.71048583090305,-15.1622161269188,3.89156937599182,0,0.5,0.22222222,NA,1,1,0.44444444,0.33333333,0,1,1,0,0,2,0,2,0.5,0.5,0,0,1,0,18.8709995174207,NA,20,49.88471,20,23.69645,68.27117,24.44913,79.80029,38.84177,80,NA,NA,NA,20,52.35099,20,2.49853,7.82489,83.74,51.58,37.12,137.96,-7.52000000000001,43.66,82.6,123.04,120.82,NA,NA,NA,107.711111111111,33.2533333333333,49.3266666666667,NA,0.44444444,0.11111111,0.44444444,NA,91.3499984741211,83.9000015258789,79.2249984741211,NA,9.3012056350708,-0.302454233169556,-7.66508769989014,NA,2.44131541252136,0.69315093755722,-1.64407753944397,NA,0.106451794505119,0.039364367723465,-0.617472425103188,NA,2.66129486262798,3.9364367723465,-15.4368106275797,0,0.5,0.22222222,NA,1,1,0.44444444,20,0.11111111,0.44444444,0.44444444,83.8981018066406,91.4029541015625,79.2652740478516,-1.11117005348206,8.93261528015137,-9.23475742340088,-0.46068000793457,1.43181943893433,-3.05584764480591,0.039364367723465,0.106451794505119,-0.617472425103188,3.9364367723465,2.66129486262798,-15.4368106275797,0,0.5,0.22222222,NA,1,1,0.44444444,2,94.0209884643555,-1.75493621826172,0,0,95.4111,1,0.5,"2024-07-26",0
"Brennan Bernardino",16835,"2024-07-24","@COL",3,2024,"BOS","A",32,0,0,9,1,0,0,0,0,0,0,0,1,7,3,1,1,0,0,0,1,0,0,1,9,0,27,1,1,0,1,1,3,0,1,0,0,0.14285714,0,0.14285714,4.00452501344355,0,0.5,3,0.6,0.75,4.1664797782898,4.8335202217102,5.67848818451166,211.381984329076,101.179499169259,139.421515985497,1,0.6,0.2,0.2,0,0,2,18,6,20,26,0.000167987338500097,-0.00026802541106008,0.000436012749560177,-0.370999991893768,-0.0322889499366283,0,0,0,0,1,1,0,NA,0,0,0.23076923,92.33333333,0.5,79,0.26923077,85.28571429,NA,-0.816412806510925,-0.38662913441658,0.0684309303760529,-13.6068801085154,-2.97407026474292,0.977584719657898,0.53333333,0.72727273,0.61538462,0.75,0.625,0.6875,0.42307692,0.71428571,0.19230769,3,1,1,1,0,4,5,0.6,0.2,0.2,0.2,0,0.8,11.111157016115,NA,62.57014,44.54757,65.08127,20,38.60512,20,23.05982,36.56009,20,20,53.45523,20,28.16986,38.31245,24.1008,1.48164,6.29955,97.62,118.94,95.68,94.16,45.02,25.72,84.12,88.76,85.34,85.96,-43.8,-48.06,93.3992307692308,78.4607692307692,61.3592307692308,0.07692308,0.23076923,0.19230769,0.5,86.9499969482422,92.25,84.4599975585938,79.046151968149,-0.201753705739975,7.30615933736165,-1.01428527832031,-6.7511954674354,1.33795809745789,2.35063044230143,0.565168952941895,-2.32011545621432,0.0229212380945683,-0.831638123840094,0.0455280132591724,-0.387474220246077,1.14606190472841,-13.8606353973349,0.910560265183449,-2.98057092496982,0.5,0.75,0.61538462,0.71428571,0.66666667,0.6875,0.46153846,19.88888889,0.26923077,0.23076923,0.5,85.0625523158482,92.1436462402344,78.9167292668269,-2.15321281978062,6.38706843058268,-8.25305645282452,0.530593940189907,2.20954990386963,-2.76283234816331,0.0684492513537407,-0.831638123840094,-0.387474220246077,0.977846447910581,-13.8606353973349,-2.98057092496982,0.5,0.75,0.61538462,0.71428571,0.66666667,0.6875,0.46153846,5,93.9312744140625,6.36130523681641,0,0,109.765,4,0.8,"2024-07-24",0
