"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CT%","CTv","CB%","CBv","CH%","CHv","XX%","wFB","wSL","wCT","wCB","wCH","wFB/C","wSL/C","wCT/C","wCB/C","wCH/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_CU","pb_s_CU","pb_c_CU","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_FC","pb_s_FC","pb_c_FC","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_CU","sp_l_CU","sp_p_CU","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_FC","sp_l_FC","sp_p_FC","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFC%","pfxSI%","pfxSL%","pfxCU%","pfxCH%","pfxvFA","pfxvFC","pfxvSI","pfxvSL","pfxvCU","pfxvCH","pfxFA-X","pfxFC-X","pfxSI-X","pfxSL-X","pfxCU-X","pfxCH-X","pfxFA-Z","pfxFC-Z","pfxSI-Z","pfxSL-Z","pfxCU-Z","pfxCH-Z","pfxwFA","pfxwFC","pfxwSI","pfxwSL","pfxwCU","pfxwCH","pfxwFA/C","pfxwFC/C","pfxwSI/C","pfxwSL/C","pfxwCU/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piCU%","piFA%","piFC%","piSI%","piSL%","pivCH","pivCU","pivFA","pivFC","pivSI","pivSL","piCH-X","piCU-X","piFA-X","piFC-X","piSI-X","piSL-X","piCH-Z","piCU-Z","piFA-Z","piFC-Z","piSI-Z","piSL-Z","piwCH","piwCU","piwFA","piwFC","piwSI","piwSL","piwCH/C","piwCU/C","piwFA/C","piwFC/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Aaron Bummer",16258,"2024-08-29","@PHI",16,2024,"ATL","A",30,0,0,13.500014081612,1,0,0,0,0,0,1,0,0.2,3,0,1,1,0,1,0,0,0,0,0,0,13.500014081612,0,0,0,0,1,0,0,0,0,1,0,0,0.33333333,-0.33333333,10.9178401874764,0,0,1.50000156462356,0,0,7.66648447216047,5.83352960945155,7.66648447216047,324.321090530544,191.04300875638,187.055627996056,1,0,1,0,0,0,0,0,4,4,8,-0.0226000100374222,-0.0765560120344162,0.053956001996994,-0.0750000178813934,-0.00768049340695143,1.91593337059021,1.52339994907379,0.750199973583221,2.6981999874115,1,1,-0.00311280786991119,-0.00868301466981532,0,0,0.5,92.75,0.5,82.75,NA,NA,NA,NA,NA,NA,NA,0.171019405126572,-0.129184722900391,NA,NA,NA,4.27548512816429,-3.22961807250977,NA,NA,NA,0.25,0.5,0.375,1,1,1,0.5,0.66666667,0,1,0,1,0,2,0,2,0.5,0,0.5,0,1,0,6.7876331196083,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.73881,72.7237,47.62231,46.34869,50.51236,63.0224,NA,NA,NA,61.10599,63.31169,59.8562,-0.56456,3.23025,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.44,-3.10000000000001,23.92,88.82,67.28,74.3,NA,NA,NA,96.3714285714286,37.1171428571429,52.7085714285714,NA,NA,0.5,0.5,NA,NA,NA,NA,92.9000015258789,82.7750015258789,NA,NA,NA,NA,11.0966062545776,-6.0051326751709,NA,NA,NA,NA,1.05122089385986,-0.576337039470673,NA,NA,NA,NA,0.172039300203323,-0.132310260087252,NA,NA,NA,NA,4.30098250508308,-3.30775650218129,NA,NA,0.2,0.66666667,0.375,1,1,1,0.375,16.6,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,92.77294921875,82.6171722412109,NA,NA,NA,NA,10.7537498474121,-6.85762977600098,NA,NA,NA,NA,-0.0789165049791336,-1.86560821533203,NA,NA,NA,NA,0.172039300203323,-0.132310260087252,NA,NA,NA,NA,4.30098250508308,-3.30775650218129,0.2,0.66666667,0.375,1,1,1,0.375,2,81.3217697143555,-13.1133050918579,0,0,81.3218,0,0,"2024-08-29",0
"Aaron Bummer",16258,"2024-08-25","WSN",16,2024,"ATL","H",30,0,0,0,1,0,0,0,0,0,0,0,1.2,6,1,0,0,0,0,0,0,0,0,1,5.40000205993731,0,5.40000205993731,1,0,0,3,2,0,1,0,0,0,0.16666667,0,0.16666667,3.32597909380756,0,0.166666666666667,0.600000228881923,0.2,1,1.96647932052595,-1.96647932052595,3.78089010013497,0,50.362016855194,93.1574283965535,1.5,0,0.6,0.4,0.5,0,0,0,8,15,23,-0.027787996456027,-0.0724240019917488,0.0446360036730766,0.19200000166893,0.0195121951401234,0.422800004482269,0.45893332362175,0.847199976444244,0.133599996566772,1,1,0.040875256061554,-0.106598993434864,0,0,0.60869565,93.5,0.34782609,82.25,NA,NA,NA,NA,0.04347826,82,NA,1.07753527164459,-0.313967555761337,NA,NA,-0.0373910665512085,7.69668051174709,-3.92459444701672,NA,NA,-3.73910665512085,0.46666667,0.625,0.52173913,0.85714286,0.6,0.75,0.34782609,0.83333333,0.13043478,2,1,2,2,3,0,5,0.4,0.2,0.4,0.4,0.6,0,-0.180040288939418,20,49.90717,20,NA,NA,NA,20,37.80697,31.34939,80,61.11178,80,62.97631,55.36622,55.40989,NA,NA,NA,53.52639,50.43251,58.51187,-0.09367,3.93659,101.06,48.14,10.56,NA,NA,NA,93.58,33.44,15.58,118.86,137.1,148.74,132.86,85.96,97.32,NA,NA,NA,115.261739130435,83.895652173913,84.32,0.30434783,NA,0.30434783,0.34782609,NA,0.04347826,93.7714320591518,NA,93.1000017438616,82.0999984741211,NA,82.3000030517578,6.86076954432896,NA,8.74395860944476,-7.51008653640747,NA,7.08468961715698,5.56375449044364,NA,0.282187104225159,-0.979659080505371,NA,0.930049180984497,0.686287090182304,NA,0.406102824956179,-0.321293588727713,NA,-0.0380783230066299,9.80410128831863,NA,5.80146892794541,-4.01616985909641,NA,-3.80783230066299,0.33333333,0.72727273,0.52173913,0.75,0.75,0.75,0.47826087,17.05882353,0.04347826,NA,0.30434783,NA,0.30434783,0.34782609,82.217903137207,NA,93.6744123186384,NA,93.0216064453125,81.9832229614258,7.2822699546814,NA,6.47285570417132,NA,8.40839876447405,-8.20089721679688,0.403732985258102,NA,4.80606842041016,NA,-0.699185303279332,-2.14396500587463,-0.0380783230066299,NA,0.686287090182304,NA,0.406102824956179,-0.321293588727713,-3.80783230066299,NA,9.80410128831863,NA,5.80146892794541,-4.01616985909641,0.33333333,0.72727273,0.52173913,0.75,0.75,0.75,0.47826087,5,77.6357482910156,12.892204284668,0,0,87.9666,0,0,"2024-08-25",0
"Aaron Bummer",16258,"2024-08-24","WSN",16,2024,"ATL","H",30,1,0,0,1,0,0,0,0,0,0,0,0.1,1,0,0,0,0,0,0,0,1,0,1,27.000028163224,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,-0.337270915985107,0,0,0,0,1,-2.83352648020443,2.83352648020443,-2.83352648020443,0,-68.1062229471088,-66.6847344309602,0,0,0,0,0,0,2,54.0000563264481,1,3,4,0.0386400185525417,-0.00541197787970304,0.0440519973635674,0.324999988079071,0.0330284535884857,1.48240005970001,0.68120002746582,1.36240005493164,1.72880005836487,1,1,0.0235188752412796,0.00254697540389723,0,0,0.25,94,0.75,81.66666667,NA,NA,NA,NA,NA,NA,NA,0.193908214569092,0.0724043697118759,NA,NA,NA,19.3908214569092,2.41347899039586,NA,NA,NA,0,1,0.75,NA,0.66666667,0.66666667,0.75,1,0.25,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-2.82350699885845,NA,NA,NA,NA,NA,NA,54.27761,38.02949,57.48054,NA,NA,NA,35.00489,53.27545,20,NA,NA,NA,39.7076,53.87379,21.68014,0.76484,5.22435,NA,NA,NA,NA,NA,NA,163.14,36.08,34.96,NA,NA,NA,104.02,76.28,84.02,NA,NA,NA,118.8,66.23,71.755,0.25,NA,NA,0.75,NA,NA,94.1999969482422,NA,NA,81.7333323160807,NA,NA,8.44773864746094,NA,NA,-8.23492622375488,NA,NA,6.10540723800659,NA,NA,-0.169996778170268,NA,NA,0.196128189563751,NA,NA,0.0730913765728474,NA,NA,19.6128189563751,NA,NA,2.43637921909491,NA,NA,0,1,0.75,NA,0.66666667,0.66666667,0.75,20,NA,NA,0.25,NA,NA,0.75,NA,NA,94.0525970458984,NA,NA,81.6067301432292,NA,NA,8.02268981933594,NA,NA,-8.71233685811361,NA,NA,5.40952014923096,NA,NA,-1.19767864545186,NA,NA,0.196128189563751,NA,NA,0.0730913765728474,NA,NA,19.6128189563751,NA,NA,2.43637921909491,0,1,0.75,NA,0.66666667,0.66666667,0.75,0,NA,NA,0,NA,NA,0,NA,"2024-08-24",0
"Aaron Bummer",16258,"2024-08-15","@SFG",16,2024,"ATL","A",30,0,0,0,1,0,0,0,0,0,0,0,1.1,5,1,0,0,0,0,0,0,0,0,3,20.2500048279774,0,6.75000160932579,3,0.5,0,2,0,0,0,1,0,0,0.6,0,0.6,-0.452710915985107,0,0.2,0.750000178813977,0.5,1,-1.33352129459407,1.33352129459407,-1.33352129459407,0,-31.0848147632797,-30.4360237233343,2,0,1,0,0,0,0,0,10,13,23,0.00137001636903733,-0.000300017592962831,0.0016700339037925,0.782999992370605,0.0832535848021507,0.0172399990260601,0.0153999999165535,0.0353999994695187,NA,0,1,0.0413562320172787,0.038111079260779,0,0,0.47826087,91.90909091,0.47826087,81.81818182,NA,NA,NA,NA,0.04347826,84,NA,0.453391939401627,0.585229098796844,NA,NA,-0.502868592739105,4.12174490365115,5.32026453451677,NA,NA,-50.2868592739105,0.42105263,0.25,0.39130435,0.375,1,0.44444444,0.17391304,0.6,0.2173913,2,0,0,1,1,0,2,1,0,0,0.5,0.5,0,-1.34606583276696,80,39.12584,80,NA,NA,NA,20,23.07832,20,51.96256,40.55122,45.90754,49.76423,53.49271,59.63055,NA,NA,NA,52.82604,47.49646,55.40991,-0.05016,4.00185,82.16,146.42,126.78,NA,NA,NA,160.52,24.62,16.7,86.12,94.22,103.58,108.68,97.02,107.1,NA,NA,NA,99.9721739130435,94.8026086956522,102.494782608696,0.04347826,NA,0.43478261,0.47826087,NA,0.04347826,92.5999984741211,NA,91.8299987792969,81.8454534357244,NA,83.6999969482422,7.80795001983643,NA,9.28656997680664,-6.71552970192649,NA,8.51781177520752,5.80335569381714,NA,1.30116539001465,-1.25833363966508,NA,0.998247921466827,-0.0380783230066299,NA,0.49717952683568,0.591304901987314,NA,-0.510574221611023,-3.80783230066299,NA,4.9717952683568,5.37549910897558,NA,-51.0574221611023,0.30769231,0.5,0.39130435,0,0.8,0.44444444,0.43478261,17.94444444,0.04347826,NA,0.04347826,NA,0.43478261,0.47826087,83.7403030395508,NA,92.7386016845703,NA,91.9285583496094,81.9410178444602,8.1201696395874,NA,6.85187005996704,NA,8.7111930847168,-7.7322207364169,-0.102435000240803,NA,5.45753002166748,NA,0.329002666473389,-2.51094228571112,-0.510574221611023,NA,-0.0380783230066299,NA,0.49717952683568,0.591304901987314,-51.0574221611023,NA,-3.80783230066299,NA,4.9717952683568,5.37549910897558,0.30769231,0.5,0.39130435,0,0.8,0.44444444,0.43478261,2,76.7875366210938,-34.9582557678223,0,0,81.6039,0,0,"2024-08-15",0
"Aaron Bummer",16258,"2024-08-10","@COL",16,2024,"ATL","A",30,0,0,40.5000422448361,1,0,0,0,0,0,0,1,0.2,6,4,3,3,0,0,0,0,0,0,1,13.500014081612,0,54.0000563264481,1,0.333333333,0,3,1,1,0,1,0,0,0.16666667,0,0.16666667,2.67617353719961,0,0.666666666666667,6.00000625849423,0.8,0.25,0.166476649042681,40.3335655957934,2.43449162409945,972.963271591631,5.93641468245958,60.6207349749633,3,0.2,0.6,0.2,0,0,0,0,6,15,21,-0.356275975704193,-0.479059994220734,0.122783996164799,-2.74399995803833,-0.238816365599632,1.80331420898438,1.17279994487762,1.17279994487762,1.7771999835968,1,1,-0.187217205762863,-0.0103501255037426,0,1,0.61904762,93.30769231,0.14285714,82.66666667,NA,NA,0.23809524,83.2,NA,NA,NA,-0.747983276844025,-0.758123278617859,NA,-0.459647983312607,NA,-5.7537175141848,-25.2707759539286,NA,-9.19295966625214,NA,0.36363636,0.7,0.52380952,0.5,1,0.81818182,0.47619048,0.5,0.0952381,3,1,1,0,2,3,5,0.6,0.2,0.2,0,0.4,0.6,2.40692104115536,NA,NA,NA,NA,NA,NA,33.75936,48.12817,27.88801,67.10047,51.8907,70.79709,20,47.56771,20,NA,NA,NA,39.43354,47.45333,39.10509,0.78187,5.2499,NA,NA,NA,NA,NA,NA,100.96,54.12,47.86,100.48,133.5,140.12,114.92,51.76,60.58,NA,NA,NA,106.095238095238,83.4609523809524,87.852380952381,0.23809524,NA,0.38095238,0.38095238,NA,NA,93.8799987792969,NA,92.8375015258789,82.8874969482422,NA,NA,5.32511024475098,NA,6.32100439071655,-5.36123085021973,NA,NA,4.66519966125488,NA,0.819324612617493,-1.66031610965729,NA,NA,0.16404577344656,NA,-0.920397248119116,-1.23317575454712,NA,NA,3.2809154689312,NA,-11.5049656014889,-15.414696931839,NA,NA,0.4,0.63636364,0.52380952,0.5,1,0.81818182,0.52380952,17.8,NA,NA,0.23809524,NA,0.38095238,0.38095238,NA,NA,93.978564453125,NA,92.9234390258789,82.9553985595703,NA,NA,4.26153411865234,NA,5.50541734695435,-6.54976606369019,NA,NA,4.63926391601562,NA,0.607881605625153,-2.12971138954163,NA,NA,0.16404577344656,NA,-0.920397248119116,-1.23317575454712,NA,NA,3.2809154689312,NA,-11.5049656014889,-15.414696931839,0.4,0.63636364,0.52380952,0.5,1,0.81818182,0.52380952,5,92.8171447753906,4.37045860290527,1,0.2,111.211,3,0.6,"2024-08-10",0
"Aaron Bummer",16258,"2024-08-07","MIL",16,2024,"ATL","H",30,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,3,27,0,9,3,0,0,1,0,0,0,0,0,0,0.75,0,0.75,-0.374583415985107,0,0.25,1,1,1,-2.8335202217102,2.8335202217102,-2.8335202217102,0,-68.1060684821298,-66.6845831899186,1,0,1,0,0,0,0,0,6,11,17,0.0350480005145073,-0.0429879948496819,0.0780359953641891,0.506999969482422,0.0515243895351887,0.806959986686707,0.607200026512146,0.607200026512146,0.497200012207031,1,1,0.0360441133379936,0.00738802839484586,0,0,0.35294118,92.66666667,0.41176471,82.57142857,NA,NA,0.17647059,83.33333333,0.05882353,84,NA,-0.125841543078423,0.270820558071136,NA,0.132711738348007,0.0572940893471241,-2.09735905130704,3.86886511530195,NA,4.42372461160024,5.72940893471241,0.22222222,0.625,0.41176471,0.5,0.4,0.42857143,0.47058824,0.75,0.23529412,0,0,1,0,0,1,1,0,0,1,0,0,1,-1.9275719678222,71.52366,43.8349,77.96888,NA,NA,NA,51.11279,39.82536,58.41469,34.8546,35.22379,42.65847,50.47666,46.44696,45.92804,NA,NA,NA,51.85623,43.36374,53.05894,0.01009,4.09223,79.28,145.7,127.08,NA,NA,NA,93.44,51.42,38.12,87.86,113.46,120.84,113.36,112.64,107.86,NA,NA,NA,103.996470588235,96.6270588235294,89.2423529411765,0.29411765,NA,0.05882353,0.58823529,NA,0.05882353,92.5400024414062,NA,92.9000015258789,82.7200012207031,NA,83.5,7.09080276489258,NA,8.55342102050781,-5.56724395751953,NA,10.1644525527954,5.81696624755859,NA,0.47812220454216,-1.11209087371826,NA,1.69811248779297,-0.168227668851614,NA,0.039364367723465,0.395985525101423,NA,0.057969942688942,-3.36455337703228,NA,3.9364367723465,3.95985525101423,NA,5.7969942688942,0.22222222,0.625,0.41176471,0.5,0.4,0.42857143,0.47058824,18.38461538,0.05882353,NA,0.29411765,NA,0.05882353,0.58823529,83.4913024902344,NA,92.4997985839844,NA,92.8712997436523,82.6893005371094,9.81984996795654,NA,6.56154403686523,NA,8.08547019958496,-6.47731704711914,0.483238995075226,NA,4.91091423034668,NA,-0.570771992206573,-2.48910007476807,0.057969942688942,NA,-0.168227668851614,NA,0.039364367723465,0.395985525101423,5.7969942688942,NA,-3.36455337703228,NA,3.9364367723465,3.95985525101423,0.22222222,0.625,0.41176471,0.5,0.4,0.42857143,0.47058824,1,107.465530395508,0.840901136398315,0,0,107.466,1,1,"2024-08-07",0
"Aaron Bummer",16258,"2024-08-06","MIL",16,2024,"ATL","H",30,0,0,0,1,0,0,0,0,0,0,0,1.1,5,0,0,0,0,1,0,0,0,0,1,6.75000160932579,6.75000160932579,0,1,0,0,2,1,0,0,0,0,0,0.2,0.2,0,5.60764908401489,0,0,0.750000178813977,0,1,3.91647995710377,-3.91647995710377,5.05048653213841,0,98.4896968245792,123.838144850477,2,0,0.666666666,0.333333333,0,0,0,0,10,13,23,0.00126000004820526,-0.000199999922187999,0.00145999994128942,1.00999999046326,0.102642275393009,0.0164800006896257,0.0137333329766989,0.0211999993771315,0,1,1,0.0469116680324078,0.0295446423728724,0,0,0.52173913,92.75,0.43478261,82.6,0.04347826,87,NA,NA,NA,NA,NA,0.344351202249527,0.31643670797348,-0.0344077162444592,NA,NA,2.86959335207939,3.1643670797348,-3.44077162444592,NA,NA,0.1875,0.57142857,0.30434783,0.66666667,1,0.85714286,0.30434783,0.6,0.04347826,1,1,1,0,3,0,3,0.33333333,0.33333333,0.33333333,0,1,0,2.56474078287594,NA,NA,NA,NA,NA,NA,49.67746,26.35697,63.96127,61.01324,33.8773,73.82802,51.87863,53.79699,49.24038,23.76549,56.51069,34.17516,59.60085,44.10622,69.01278,-0.47105,3.37052,NA,NA,NA,NA,NA,NA,120.24,88.36,46.86,106.08,88.76,89.04,108.62,87.14,95.7,97.1,98.02,100.52,107.409565217391,88.4408695652174,90.6008695652174,0.04347826,0.04347826,0.47826087,0.43478261,NA,NA,93.5999984741211,87.1999969482422,92.609092018821,82.5200012207031,NA,NA,6.12871217727661,-0.686253309249878,9.11094457452947,-7.65894546508789,NA,NA,6.44886159896851,2.04062867164612,0.514094092629173,-0.587557363510132,NA,NA,0,-0.0350487045943737,0.345632903277874,0.307527288794518,NA,NA,0,-3.50487045943737,3.14211730252613,3.07527288794518,NA,NA,0.1,0.46153846,0.30434783,0,1,0.85714286,0.56521739,17.27777778,NA,NA,0.04347826,0.04347826,0.47826087,0.43478261,NA,NA,93.6404037475586,87.2602005004883,92.6943525834517,82.591650390625,NA,NA,5.70634984970093,-1.29009997844696,8.59021828391335,-8.50541076660156,NA,NA,5.52364015579224,0.722541987895966,-0.604784055189653,-2.00290679931641,NA,NA,0,-0.0350487045943737,0.345632903277874,0.307527288794518,NA,NA,0,-3.50487045943737,3.14211730252613,3.07527288794518,0.11111111,0.42857143,0.30434783,0,1,0.85714286,0.60869565,3,87.4631958007812,-2.38929112752279,0,0,102.19,1,0.33333333,"2024-08-06",0
"Aaron Bummer",16258,"2024-08-04","MIA",16,2024,"ATL","H",30,0,0,9,1,0,0,0,0,0,0,0,1,6,3,1,1,0,0,0,0,0,0,0,0,0,27,0,0.5,0,4,0,2,0,2,0,0,0,0,0,2.31606242325356,0,0.5,3,0.5,0.66666667,3.1664797782898,5.8335202217102,3.1664797782898,216.213834824856,79.9790523120279,78.3097583844777,4,0.333333333,0.666666666,0,0,0,0,0,6,12,18,-0.00344799971207976,-0.00502000004053116,0.00157200021203607,-0.493000000715256,-0.0501016229391098,0.046399999409914,0.031199999153614,0.031199999153614,0.00999999977648258,1,1,-0.0602233111858368,-0.014087028381604,0,0,0.66666667,92.66666667,0.33333333,82,NA,NA,NA,NA,NA,NA,NA,-0.353210508823395,-0.571528315544128,NA,NA,NA,-2.94342090686162,-9.52547192573547,NA,NA,NA,0,0.63636364,0.38888889,NA,0.85714286,0.85714286,0.61111111,0.66666667,0.05555556,2,2,2,3,3,0,6,0.33333333,0.33333333,0.33333333,0.5,0.5,0,6.33253499696317,NA,NA,NA,NA,NA,NA,20,33.37825,20,51.07396,42.86223,54.68798,27.72319,49.95123,20,NA,NA,NA,35.09524,41.03152,32.99135,1.05139,5.65418,NA,NA,NA,NA,NA,NA,96.3,8.62,3.5,93.34,113.04,120.26,108.26,45.54,50.86,NA,NA,NA,98.9711111111111,67.3355555555556,71.18,0.22222222,NA,0.44444444,0.33333333,NA,NA,92.5749969482422,NA,92.4124984741211,81.7833353678385,NA,NA,7.12695741653442,NA,9.07735252380371,-7.72619883219401,NA,NA,6.08502817153931,NA,-0.156749486923218,-0.707066694895426,NA,NA,-0.534583557397127,NA,0.174551397562027,-0.574147768318653,NA,NA,-13.3645889349282,NA,2.18189246952534,-9.56912947197755,NA,NA,0,0.58333333,0.38888889,NA,0.85714286,0.85714286,0.66666667,16.16666667,NA,NA,0.22222222,NA,0.44444444,0.33333333,NA,NA,92.7277755737305,NA,92.5625152587891,81.9499816894531,NA,NA,6.36052989959717,NA,8.38216114044189,-8.65951347351074,NA,NA,5.2917423248291,NA,-1.1857818365097,-2.05218807856242,NA,NA,-0.534583557397127,NA,0.174551397562027,-0.574147768318653,NA,NA,-13.3645889349282,NA,2.18189246952534,-9.56912947197755,0,0.58333333,0.38888889,NA,0.85714286,0.85714286,0.66666667,6,82.5454223632812,-14.8809600830078,0,0,88.5157,0,0,"2024-08-04",0
"Aaron Bummer",16258,"2024-08-02","MIA",16,2024,"ATL","H",30,1,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,2,18,0,9,2,0,0,2,0,0,0,0,0,0,0.5,0,0.5,-0.528020915985107,0,0.25,1,0.5,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-18.7443615507439,-18.3531359984531,2,0,1,0,0,0,3,27,5,12,17,0.0525280237197876,-0.0642879828810692,0.116816006600857,0.506999969482422,0.0515243895351887,1.25520002841949,0.908399999141693,0.908399999141693,1.51199996471405,1,1,0.0306997112929821,0.0111486176828618,0,0,0.35294118,93.66666667,0.58823529,82.2,NA,NA,0.05882353,81,NA,NA,NA,-0.0906183794140816,0.283679604530334,NA,0.054188709706068,NA,-1.51030632356803,2.83679604530334,NA,5.4188709706068,NA,0.44444444,0.75,0.58823529,0,1,0.6,0.47058824,0.75,0.23529412,0,2,0,0,2,0,2,0,1,0,0,1,0,-0.938174493799901,NA,NA,NA,NA,NA,NA,80,29.66194,80,60.34967,28.38661,63.58552,46.65573,51.98059,52.98424,NA,NA,NA,57.36154,45.99476,66.11447,-0.33193,3.5792,NA,NA,NA,NA,NA,NA,135.78,136.2,119.26,90,121.76,120.34,126.02,79.7,86.9,NA,NA,NA,116,95.3941176470588,98.6388235294118,0.05882353,NA,0.29411765,0.64705882,NA,NA,94.1999969482422,NA,93.5200012207031,82.109092018821,NA,NA,7.47834539413452,NA,9.32762451171875,-6.63754827325994,NA,NA,6.49472618103027,NA,0.564842891693115,-0.98739615353671,NA,NA,-0.0380783230066299,NA,-0.0541828572750092,0.36287347599864,NA,NA,-3.80783230066299,NA,-1.08365714550018,3.29884978180582,NA,NA,0.5,0.66666667,0.58823529,0,1,0.6,0.52941176,17.25,NA,NA,0.05882353,NA,0.29411765,0.64705882,NA,NA,94.2149963378906,NA,93.5609191894531,82.1430386629972,NA,NA,6.5175199508667,NA,8.66743011474609,-7.57697504216974,NA,NA,5.59225988388062,NA,-0.422978782653809,-2.33656640486284,NA,NA,-0.0380783230066299,NA,-0.0541828572750092,0.36287347599864,NA,NA,-3.80783230066299,NA,-1.08365714550018,3.29884978180582,0.66666667,0.54545455,0.58823529,0,1,0.6,0.64705882,2,92.6807556152344,-26.5512962341309,0,0,93.0027,0,0,"2024-08-02",0
"Aaron Bummer",16258,"2024-07-29","@MIL",16,2024,"ATL","A",30,0,0,9,1,0,0,0,0,0,0,0,1,6,2,1,1,0,1,1,0,0,0,1,9,9,18,1,0,0.5,1,1,0,0,0,2,1,0.16666667,0.16666667,0,5.73367352628778,0,0.4,3,0.5,0.66666667,4.1664797782898,4.8335202217102,5.67848818451166,216.213834824856,104.659905777721,139.014259199392,1,0,0.5,0.5,0,0,0,0,5,12,17,-0.0413939580321312,-0.0800820142030716,0.0386880561709404,-0.500999987125397,-0.0514637939631939,0.409066677093506,0.399000018835068,0.399000018835068,0.109600000083447,1,1,-0.0775203555822372,-0.023670869100846,0,0,0.52941176,93.55555556,0.47058824,83.5,NA,NA,NA,NA,NA,NA,0.23529412,0.314710140228271,-1.10272574424744,NA,NA,NA,3.49677933586968,-13.784071803093,NA,NA,NA,0.33333333,0.54545455,0.47058824,1,0.83333333,0.875,0.64705882,0.5,0.05882353,3,1,0,0,3,1,4,0.75,0.25,0,0,0.75,0.25,2.21526221819432,NA,NA,NA,NA,NA,NA,51.16796,37.36197,66.44725,80,58.40996,80,80,62.34447,80,NA,NA,NA,80,57.87847,80,-2.42484,0.43983,NA,NA,NA,NA,NA,NA,119.6,106.58,110.1,103.22,135.14,144.52,131.86,137.82,153.92,NA,NA,NA,119.588235294118,131.361176470588,142.869411764706,0.17647059,NA,0.35294118,0.47058824,NA,NA,94.3333333333333,NA,93.3333333333333,83.3499984741211,NA,NA,7.2965825398763,NA,9.5773245493571,-6.10056114196777,NA,NA,7.09827486673991,NA,-0.330341438452403,-1.5998067855835,NA,NA,0.0337270088493824,NA,0.284346930682659,-1.11023025214672,NA,NA,1.12423362831275,NA,4.73911551137765,-13.877878151834,NA,NA,0.33333333,0.54545455,0.47058824,1,0.83333333,0.875,0.64705882,18.58333333,NA,NA,0.17647059,NA,0.35294118,0.47058824,NA,NA,94.2069702148438,NA,93.2015482584635,83.1964645385742,NA,NA,6.4324099222819,NA,9.00019200642904,-7.19991493225098,NA,NA,6.42520650227865,NA,-1.28313827514648,-2.81514930725098,NA,NA,0.0337270088493824,NA,0.284346930682659,-1.11023025214672,NA,NA,1.12423362831275,NA,4.73911551137765,-13.877878151834,0.5,0.45454545,0.47058824,1,0.8,0.875,0.64705882,4,91.1617584228516,-8.91001319885254,0,0,99.6919,1,0.25,"2024-07-29",0
