"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","XX%","wFB","wSL","wFB/C","wSL/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_FC","sp_l_FC","sp_p_FC","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFC%","pfxSI%","pfxSL%","pfxvFA","pfxvFC","pfxvSI","pfxvSL","pfxFA-X","pfxFC-X","pfxSI-X","pfxSL-X","pfxFA-Z","pfxFC-Z","pfxSI-Z","pfxSL-Z","pfxwFA","pfxwFC","pfxwSI","pfxwSL","pfxwFA/C","pfxwFC/C","pfxwSI/C","pfxwSL/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piFA%","piFC%","piSI%","piSL%","pivFA","pivFC","pivSI","pivSL","piFA-X","piFC-X","piSI-X","piSL-X","piFA-Z","piFC-Z","piSI-Z","piSL-Z","piwFA","piwFC","piwSI","piwSL","piwFA/C","piwFC/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"Gregory Soto",19677,"2024-09-04","CHW",2,2024,"BAL","H",29,0,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,3,0,0,0,0,0,0,0,0,8.41372908401489,0,0.25,1,0.25,1,3.1664797782898,-3.1664797782898,7.70250499695539,0,78.1762071033664,189.77413509113,0.333333333,0,0.25,0.75,0,0,0,0,5,8,13,0.00534000108018517,-0.00132000108715147,0.00666000228375196,0.467000007629395,0.0502150543034077,0.0740000009536743,0.0879999995231628,0.0879999995231628,0.0540000014007092,1,1,0.0525889359414577,0.019573239887812,0,0,0.69230769,96.88888889,0.30769231,84.75,NA,0.0936929732561111,0.191823840141296,1.04103303617901,4.79559600353241,0,0.57142857,0.30769231,NA,1,1,0.53846154,0.5,0,1,2,1,0,0,4,4,0.25,0.5,0.25,0,0,1,0.915673475054071,31.5072,47.64722,40.2803,80,67.32698,71.22921,52.36164,47.43741,49.5885,77.46532,58.26345,72.00484,-1.58091,1.70573,77.22,107.76,88.18,108.24,140.36,161,107.36,85.66,102.76,NA,NA,NA,105.583076923077,121.021538461538,137.478461538462,0.07692308,NA,0.61538462,0.30769231,97.4000015258789,NA,96.875,84.5749969482422,6.28268098831177,NA,10.7648239135742,-1.09657049179077,6.63417434692383,NA,4.95412826538086,0.415847837924957,-0.0483221560716629,NA,0.183980695903301,0.193636540323496,-4.83221560716629,NA,2.29975869879127,4.8409135080874,0,0.5,0.30769231,NA,1,1,0.61538462,14.88888889,0.07692308,NA,0.61538462,0.30769231,97.3876037597656,NA,96.8476715087891,84.5223999023438,5.78061008453369,NA,10.0212097167969,-2.01122856140137,5.35410022735596,NA,3.68611121177673,-0.859247267246246,-0.0483221560716629,NA,0.183980695903301,0.193636540323496,-4.83221560716629,NA,2.29975869879127,4.8409135080874,0,0.5,0.30769231,NA,1,1,0.61538462,4,98.6595230102539,17.9139537811279,1,0.25,102.191,4,1,"2024-09-04",0
"Gregory Soto",19677,"2024-09-01","@COL",2,2024,"BAL","A",29,0,0,0,1,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,2,18,0,18,2,0.333333333,0,3,0,0,0,1,0,0,0.4,0,0.4,-0.621910915985107,0,0.4,2,0.666666666666667,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-22.9475705631782,-22.5814263197472,3,0,1,0,0,0,0,0,6,14,20,0.0116400010883808,-0.0248119998723269,0.0364519990980625,0.629000008106232,0.0547432564198971,0.366733342409134,0.272799998521805,0.272799998521805,NA,0,1,-0.00933608692139387,0.0410757727975557,0,0,0.6,97.58333333,0.4,86.375,NA,-0.214470461010933,0.147787243127823,-1.78725384175777,1.84734053909779,0.45454545,0.77777778,0.6,0.6,0.57142857,0.58333333,0.45,0.6,0.25,2,0,1,1,2,0,3,0.66666667,0,0.33333333,0.33333333,0.66666667,0,-0.498084948652163,80,53.63358,80,64.1384,53.56642,66.75252,60.49275,72.59297,51.47378,72.23664,62.80127,72.85537,-1.25607,2.19299,NA,NA,NA,104.04,134.28,136.22,124.76,105.22,122.88,NA,NA,NA,112.328,122.656,130.884,0.05,NA,0.55,0.4,98.5,NA,97.5454545454545,86.2874984741211,7.85704851150513,NA,8.42024300315163,-0.760674297809601,5.70047283172607,NA,4.40447720614347,1.53563404083252,0.039364367723465,NA,-0.258264873176813,0.147797115147114,3.9364367723465,NA,-2.34786248342557,1.84746393933892,0.4,0.8,0.6,0.5,0.625,0.58333333,0.5,16.33333333,NA,NA,0.6,0.4,NA,NA,97.853271484375,86.5237579345703,NA,NA,7.80725860595703,-1.79383885860443,NA,NA,4.24268754323324,0.798177301883698,NA,NA,-0.218900505453348,0.147797115147114,NA,NA,-1.8241708787779,1.84746393933892,0.4,0.8,0.6,0.5,0.625,0.58333333,0.5,3,80.2780405680339,-25.6295166015625,0,0,95.4046,1,0.33333333,"2024-09-01",0
"Gregory Soto",19677,"2024-08-31","@COL",2,2024,"BAL","A",29,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,2,0,0,0,0,0,0,0.33333333,0,0.33333333,-0.694826464786218,0,0,0,0,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,27.6143182700941,27.173712862954,2,0,1,0,0,0,0,0,3,7,10,0.0830240100622177,0,0.0830240100622177,0.629000008106232,0.0547432526946068,1.0198667049408,1.32000005245209,1.32000005245209,1.52320003509521,1,1,0.0814345851540565,-2.78585102670287e-05,1,0,0.7,97,0.3,82.66666667,NA,0.512766897678375,0.17771615087986,7.32524139540536,5.92387169599533,0.2,0.6,0.4,0,1,0.75,0.5,0.66666667,0.1,1,0,1,0,1,1,2,0.5,0,0.5,0,0.5,0.5,-0.21283949158737,NA,NA,NA,70.21222,56.53337,72.07045,46.57096,52.88292,40.7334,70.23055,54.31349,73.31625,-1.13144,2.37993,NA,NA,NA,101.14,111.42,120.48,114.7,76.5266666666667,84.3733333333333,NA,NA,NA,105.208,100.952,109.648,NA,NA,0.7,0.3,NA,NA,96.9142892020089,82.7000020345052,NA,NA,7.94347272600446,-5.07798989613851,NA,NA,4.22312164306641,-0.478984276453654,NA,NA,0.519302047789097,0.179396886378527,NA,NA,7.41860068270138,5.97989621261756,0.4,0.4,0.4,0.5,1,0.75,0.5,15.57142857,NA,NA,0.7,0.3,NA,NA,96.9940970284598,82.7694346110026,NA,NA,7.13432856968471,-6.31188329060872,NA,NA,3.77015141078404,-1.12472303708394,NA,NA,0.519302047789097,0.179396886378527,NA,NA,7.41860068270138,5.97989621261756,0.25,0.5,0.4,0,1,0.75,0.6,2,93.0009002685547,-11.4803133010864,0,0,96.3448,1,0.5,"2024-08-31",0
"Gregory Soto",19677,"2024-08-29","@LAD",2,2024,"BAL","A",29,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,2,0,1,0,0,0,0.33333333,0,0.33333333,4.45139575020756,0,0,0,0,1,1.1664797782898,-1.1664797782898,4.19049659073353,0,27.6143182700941,102.403901559937,0,0,0,1,0.5,0,0,0,5,10,15,0.0273800007998943,0,0.0273800007998943,0.477999985218048,0.0505820102989674,0.359333336353302,0.479999989271164,0.479999989271164,0.379999995231628,1,1,0.0764123275876045,-0.000215665519563327,0,0,0.73333333,95.09090909,0.26666667,81.75,NA,0.425338059663773,0.358148455619812,3.86670963330702,8.9537113904953,0.2,0.8,0.4,0.5,0.75,0.66666667,0.33333333,0.33333333,0.13333333,0,1,1,1,1,0,2,0,0.5,0.5,0.5,0.5,0,-1.47780850352881,34.09862,46.24236,51.3377,49.14853,45.5907,52.06003,26.1792,54.15026,20,40.69596,45.82076,41.37498,0.70344,5.13225,94.48,85.78,41.3,97.98,91.24,96.84,135.01,75.005,72.79,NA,NA,NA,107.621333333333,86.5466666666667,86.724,0.06666667,NA,0.66666667,0.26666667,95.5,NA,94.9099975585937,81.5999984741211,4.94584274291992,NA,9.60598449707031,-5.55448055267334,7.22698020935059,NA,5.11133270263672,0.157041370868683,0,NA,0.430238012224436,0.344510480761528,0,NA,4.30238012224436,8.6127620190382,0.25,0.57142857,0.4,0.5,0.75,0.66666667,0.46666667,17.16666667,0.06666667,NA,0.66666667,0.26666667,95.5102005004883,NA,94.934716796875,81.598876953125,4.53691005706787,NA,9.28124008178711,-6.10342741012573,6.41733980178833,NA,4.06766700744629,-1.07379519939423,0,NA,0.430238012224436,0.344510480761528,0,NA,4.30238012224436,8.6127620190382,0.25,0.57142857,0.4,0.5,0.75,0.66666667,0.46666667,2,88.3616180419922,69.6421585083008,0,0,101.196,1,0.5,"2024-08-29",0
"Gregory Soto",19677,"2024-08-28","@LAD",2,2024,"BAL","A",29,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,1,0,0,0,0,0,0.33333333,0,0.33333333,1.87828464271067,0,0,0,0,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,27.6143182700941,64.7888072114456,1,0,0.5,0.5,0,0,0,0,3,10,13,0.0218799952417612,0,0.0218799952417612,0.477999985218048,0.0505820102989674,0.292666673660278,0.379999995231628,0.379999995231628,0.218000009655952,1,1,0.0745463222265244,0.000214479774317988,0,0,0.76923077,96.3,0.23076923,84,NA,0.435777813196182,0.281125605106354,4.35777813196182,9.37085350354512,0.5,0.57142857,0.53846154,1,0.75,0.85714286,0.53846154,0.33333333,0.07692308,0,0,2,1,1,0,2,0,0,1,0.5,0.5,0,-0.362137671471596,32.68907,47.05326,42.79387,73.34937,55.83736,65.77959,80,46.61401,80,72.09199,47.78897,79.33894,-1.24708,2.20647,101.74,118.46,83.64,111.58,110.2,124,117.94,151.18,152.5,NA,NA,NA,110.776923076923,121.563076923077,121.263076923077,0.23076923,NA,0.53846154,0.23076923,96.5666707356771,NA,96.2142857142857,83.7666676839193,4.50322087605794,NA,9.95273045131138,-1.22637716929118,6.84309832255046,NA,4.82186508178711,-1.25653386116028,0.120601370930672,NA,0.320148549973965,0.284617204219103,4.02004569768906,NA,4.57355071391378,9.48724014063676,0.25,0.66666667,0.53846154,1,0.83333333,0.85714286,0.69230769,16.6,0.23076923,NA,0.53846154,0.23076923,96.4449361165365,NA,96.0802263532366,83.618403116862,4.19860680898031,NA,9.65985979352679,-1.46654335657756,6.13618342081706,NA,3.58359146118164,-2.60001993179321,0.120601370930672,NA,0.320148549973965,0.284617204219103,4.02004569768906,NA,4.57355071391378,9.48724014063676,0.25,0.66666667,0.53846154,1,0.83333333,0.85714286,0.69230769,2,63.9434204101562,16.3401412963867,0,0,66.2753,0,0,"2024-08-28",0
"Gregory Soto",19677,"2024-08-22","HOU",2,2024,"BAL","H",29,0,0,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,1,0,0,2,18,9,0,2,0,0,0,0,1,0,0,0,0,0.4,0.2,0.2,3.70848908401489,0,0,1,0,1,5.1664797782898,-5.1664797782898,5.1664797782898,0,128.738095936639,126.683991228356,0,1,0,0,0,0,0,0,9,10,19,0.00150000024586916,-0.000920000020414591,0.00242000026628375,0.467000007629395,0.0502150543034077,0.0263999998569489,0.0240000002086163,0.0240000002086163,0.00999999977648258,1,1,0.0151666766032577,0.0416515148360252,0,0,0.57894737,97.36363636,0.42105263,83,NA,0.311685532331467,-0.145000800490379,2.83350483937697,-1.81251000612974,0.23076923,0.5,0.31578947,0.33333333,0.66666667,0.5,0.31578947,0.4,0.15789474,1,0,0,0,0,1,1,1,0,0,0,0,1,9.20015868976129,20,51.38958,20,38.96372,65.49175,33.96076,20,71.16742,20,20,68.23292,20,2.64697,8.04755,105.82,96.64,72.52,107.12,64.98,77.32,145.86,21.72,57.9,NA,NA,NA,123.363157894737,48.4315789473684,68.8905263157895,0.10526316,NA,0.47368421,0.42105263,97.3000030517578,NA,97.3888888888889,82.9124984741211,6.8823938369751,NA,10.3890787760417,-6.39519691467285,7.74576377868652,NA,5.97752634684245,2.00379133224487,-0.0921311974525452,NA,0.403947625309229,-0.151595942676067,-4.60655987262726,NA,4.48830694788032,-1.89494928345084,0.23076923,0.5,0.31578947,0.33333333,0.66666667,0.5,0.31578947,16.57142857,0.05263158,NA,0.52631579,0.42105263,97.7491989135742,NA,97.2052001953125,82.7765960693359,3.70917010307312,NA,9.86462249755859,-7.51187372207642,7.38182020187378,NA,4.98681793212891,0.684839606285095,0.175081223249435,NA,0.136735204607248,-0.151595942676067,17.5081223249435,NA,1.36735204607248,-1.89494928345084,0.27272727,0.375,0.31578947,0.33333333,0.66666667,0.5,0.42105263,1,95.2871322631836,8.88765144348145,0,0,95.2871,1,1,"2024-08-22",0
"Gregory Soto",19677,"2024-08-17","BOS",2,2024,"BAL","H",29,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,0,1,9,9,0,1,0,0,2,0,0,0,0,0,0,0.25,0.25,0,5.04972908401489,0,0,1,0,1,4.1664797782898,-4.1664797782898,4.1664797782898,0,103.457151520003,101.806421637006,2,0,1,0,0,0,0,0,10,9,19,0.00305999955162406,-0.00230000074952841,0.00536000030115247,0.467000007629395,0.0502150505781174,0.0776000022888184,0.0540000014007092,0.0540000014007092,NA,0,1,0.0220349077135324,0.0173980750360697,0,0,0.94736842,97.22222222,0.05263158,84,NA,0.400362342596054,-0.0238054171204567,2.22423523664474,-2.38054171204567,0.3125,0.66666667,0.36842105,0.6,1,0.71428571,0.15789474,0.5,0.10526316,0,1,1,2,0,0,2,0,0.5,0.5,1,0,0,3.05365876251542,20,55.26659,20,22.52921,54.34685,20,20,64.49417,20,20,50.19164,20,3.23401,8.92811,96.68,22.44,21.34,110.1,56.98,69.48,111.78,29.2,40.68,NA,NA,NA,105.244210526316,42.7926315789474,50.2284210526316,0.36842105,NA,0.57894737,0.05263158,98.2857142857143,NA,96.5727317116477,83.5,6.6008540562221,NA,10.6513352827592,-4.32218790054321,7.5853511265346,NA,4.87798517400568,1.99538600444794,0.100473061203957,NA,0.300473500043154,-0.0242429338395596,1.43532944577081,NA,2.73157727311958,-2.42429338395596,0.33333333,0.5,0.36842105,0.6,1,0.71428571,0.21052632,16.93333333,0.36842105,NA,0.57894737,0.05263158,98.2877894810268,NA,96.56884765625,83.5133972167969,6.03199550083705,NA,10.2441364635121,-5.79594993591309,6.83983830043248,NA,3.88458633422852,0.434994012117386,0.100473061203957,NA,0.300473500043154,-0.0242429338395596,1.43532944577081,NA,2.73157727311958,-2.42429338395596,0.33333333,0.5,0.36842105,0.6,1,0.71428571,0.21052632,2,73.2722778320312,-47.4974594116211,0,0,81.3518,0,0,"2024-08-17",0
"Gregory Soto",19677,"2024-08-15","BOS",2,2024,"BAL","H",29,0,0,0,1,0,0,0,0,0,1,0,0.1,3,1,0,0,0,0,0,1,0,1,1,27.000028163224,0,27.000028163224,1,0,0,0,0,1,0,0,0,0,0.33333333,0,0.33333333,1.87828464271067,0,0.5,3.00000312924711,1,1,6.16648290753691,-6.16648290753691,6.16648290753691,0,154.019119463597,151.56163866777,0,1,0,0,0,0,0,0,3,4,7,-0.0666600167751312,-0.108919985592365,0.042259968817234,-0.677000045776367,-0.0727957040071487,1.31050002574921,0.878000020980835,0.878000020980835,2.17799997329712,1,1,-0.0705079361796379,0.0196418427302906,0,1,0.71428571,98.6,0.28571429,86,NA,-0.0533352643251419,-0.487758308649063,-1.06670528650284,-24.3879154324532,0.25,0.66666667,0.42857143,1,0.5,0.66666667,0.42857143,0.66666667,0.14285714,1,0,0,0,0,1,1,1,0,0,0,0,1,11.890426068938,NA,NA,NA,20,53.64914,20,80,60.79196,80,34.42597,54.72334,20,1.09297,5.71655,NA,NA,NA,108.24,10.56,14.44,109.96,146.74,163.14,NA,NA,NA,108.731428571429,49.4685714285714,56.9257142857143,NA,NA,0.71428571,0.28571429,NA,NA,98.4200012207031,85.6500015258789,NA,NA,9.80635070800781,-3.8465838432312,NA,NA,4.93864212036133,2.58646750450134,NA,NA,-0.057736873626709,-0.49545281752944,NA,NA,-1.15473747253418,-24.772640876472,0.25,0.66666667,0.42857143,1,0.5,0.66666667,0.42857143,20.25,NA,NA,0.71428571,0.28571429,NA,NA,98.2856201171875,85.4710540771484,NA,NA,9.52422409057617,-4.63514518737793,NA,NA,3.96970405578613,1.61447501182556,NA,NA,-0.057736873626709,-0.49545281752944,NA,NA,-1.15473747253418,-24.772640876472,0.25,0.66666667,0.42857143,1,0.5,0.66666667,0.42857143,1,102.774703979492,10.1117658615112,0,0,102.775,1,1,"2024-08-15",0
"Gregory Soto",19677,"2024-08-13","WSN",2,2024,"BAL","H",29,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,1,0,0,0,0,0,0.33333333,0,0.33333333,1.87828464271067,0,0,0,0,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,27.6143182700941,64.7888072114456,1,0,0.5,0.5,0,0,0,0,1,7,8,0.00534000108018517,0,0.00534000108018517,0.467000007629395,0.0502150543034077,0.0679999962449074,0.0879999995231628,0.0879999995231628,0.0540000014007092,1,1,0.0782954692840576,0.000233962702272758,0,0,0.625,98,0.375,84.66666667,NA,0.655816674232483,0.0724043697118759,13.1163334846497,2.41347899039586,0,0.83333333,0.625,NA,0.8,0.8,0.75,1,0.125,1,0,1,1,1,0,2,0.5,0,0.5,0.5,0.5,0,-0.362137671471596,63.74539,55.81592,63.63767,80,67.16785,80,80,63.1573,80,80,64.83203,80,-3.921,-1.80441,152.42,84.22,91.84,105.76,126.92,131.52,135.42,142.86,168.573333333333,NA,NA,NA,122.715,127.56,140.455,0.125,NA,0.5,0.375,98.4000015258789,NA,97.9000015258789,84.6666666666667,5.1875205039978,NA,9.58476638793945,-5.12593714396159,7.90497207641602,NA,4.38596773147583,-0.0746417045593262,0.196128189563751,NA,0.467504173517227,0.0730913765728474,19.6128189563751,NA,11.6876043379307,2.43637921909491,0,0.83333333,0.625,NA,0.8,0.8,0.75,19.6,0.125,NA,0.5,0.375,98.1947021484375,NA,97.7126770019531,84.4427693684896,4.60081005096436,NA,9.11022186279297,-6.13187662760417,7.02575016021729,NA,3.46401500701904,-1.32264033953349,0.196128189563751,NA,0.467504173517227,0.0730913765728474,19.6128189563751,NA,11.6876043379307,2.43637921909491,0,0.71428571,0.625,NA,0.8,0.8,0.875,2,76.153205871582,-0.00819587707519531,0,0,93.5467,0,0,"2024-08-13",0
"Gregory Soto",19677,"2024-08-08","@TOR",2,2024,"BAL","A",29,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,2,0,0,0,0,0,0,0.33333333,0,0.33333333,-0.694826464786218,0,0,0,0,1,1.1664797782898,-1.1664797782898,1.1664797782898,0,27.6143182700941,27.173712862954,2,0,1,0,0,0,4,36,3,8,11,0.00108600140083581,0,0.00108600140083581,0.479000002145767,0.0506075024604797,0.0153999999165535,0.0199999995529652,0.0199999995529652,NA,0,1,0.0730995088815689,-0.00257993701660633,0,0,0.81818182,98.22222222,0.18181818,84.5,NA,0.66094970703125,0.0182156562805176,7.34388563368056,0.910782814025879,0.33333333,0.6,0.45454545,1,1,1,0.45454545,1,0,1,1,0,1,1,0,2,0.5,0.5,0,0.5,0.5,0,-0.21283949158737,65.53584,20,80,76.24209,74.46344,70.19464,20,75.68534,20,66.53166,60.91273,64.51613,-0.90164,2.72463,101.2,159.38,115.42,135.94,106.98,138.06,156.76,12.08,54.5,NA,NA,NA,133.409090909091,99.2527272727273,118.750909090909,0.18181818,NA,0.63636364,0.18181818,97.6999969482422,NA,98.3285696847098,84.5500030517578,7.44375038146973,NA,10.6295340401786,-5.83331108093262,6.88723278045654,NA,5.30216816493443,3.69390225410461,0.184771552681923,NA,0.484253354370594,0.0183174163103104,9.23857763409615,NA,6.91790506243706,0.915870815515518,0.4,0.5,0.45454545,1,1,1,0.54545455,17.75,0.18181818,NA,0.63636364,0.18181818,97.7163543701172,NA,98.3308541434152,84.5731048583984,6.7311749458313,NA,9.95070430210659,-7.83294010162354,6.06572008132935,NA,4.42036846705845,2.29295015335083,0.184771552681923,NA,0.484253354370594,0.0183174163103104,9.23857763409615,NA,6.91790506243706,0.915870815515518,0.4,0.5,0.45454545,1,1,1,0.54545455,2,61.1225433349609,-41.5703353881836,0,0,76.3359,0,0,"2024-08-08",0
"Gregory Soto",19677,"2024-08-06","@TOR",2,2024,"BAL","A",29,0,1,108.000112652896,1,0,0,0,0,0,0,1,0.1,6,4,4,4,1,1,1,0,0,0,1,27.000028163224,27.000028163224,108.000112652896,1,0,0,0,1,3,0,0,0,0,0.16666667,0.16666667,0,5.98386797026267,27.000028163224,0.8,15.0000156462356,1,0.27777778,45.1665235877494,62.8335890651467,10.7025128576505,2750.44415769527,1139.9769801466,264.40703942017,0,0.75,0,0.25,0,1,0,0,12,17,29,-0.606400012969971,-0.613830029964447,0.00743001233786345,-4.77999973297119,-0.505018472671509,1.02812504768372,0.746900022029877,1.49380004405975,0.102399997413158,1,1,-0.302272737026215,-0.287538798385885,0,1,0.55172414,97.75,0.44827586,84.69230769,0.03448276,-0.521746158599854,-2.80767822265625,-3.26091349124908,-21.5975247896635,0.25,0.53846154,0.37931034,1,0.85714286,0.90909091,0.44827586,0.5,0.03448276,2,1,1,0,3,1,4,0.5,0.25,0.25,0,0.75,0.25,36.8544217686587,33.41246,66.13982,30.40018,60.62441,72.58711,52.13011,68.2549,78.4054,49.48335,67.81559,77.94074,52.78305,-0.98141,2.60498,113.26,79.78,91.36,125.54,108.8,135.34,140.716923076923,100.101538461538,132.316923076923,NA,NA,NA,131.112258064516,103.28,131.234838709677,0.06896552,NA,0.48275862,0.44827586,98.75,NA,97.5642874581473,84.6153846153846,9.48567676544189,NA,10.7280938284738,-3.76312138484074,7.25383186340332,NA,5.77336938040597,1.63127018855168,-0.0592916384339333,NA,-0.472420033067465,-2.82262327894568,-2.96458192169666,NA,-3.37442880762475,-21.7124867611207,0.21428571,0.53333333,0.37931034,1,0.875,0.90909091,0.51724138,15.45833333,NA,NA,0.55172414,0.44827586,NA,NA,97.7288589477539,84.6043137770433,NA,NA,10.1149196624756,-4.55882292527419,NA,NA,4.71993637084961,0.302050993992732,NA,NA,-0.531711671501398,-2.82262327894568,NA,NA,-3.32319794688374,-21.7124867611207,0.21428571,0.53333333,0.37931034,1,0.875,0.90909091,0.51724138,4,86.6257171630859,21.0617198944092,1,0.25,107.569,1,0.25,"2024-08-06",0
"Gregory Soto",19677,"2024-08-04","@CLE",2,2024,"BAL","A",29,0,0,0,1,0,0,0,0,0,1,0,0.2,3,2,0,0,0,0,0,0,0,0,0,0,0,27.000028163224,0,0,0,1,0,2,0,0,0,0,0,0,0,4.72206241920756,0,0.666666666666667,3.00000312924711,0.666666666666667,1,3.1664797782898,-3.1664797782898,3.1664797782898,0,78.1762071033664,76.9288520456552,1,0.666666666,0.333333333,0,0,0,0,0,5,10,15,0.0287319980561733,-0.01390400249511,0.0426359996199608,0.259999990463257,0.0274261608719826,0.692933320999146,1.02479994297028,1.02479994297028,0.83840000629425,1,1,0.0129109723493457,0.0285533319140782,0,0,0.53333333,97.5,0.46666667,86.42857143,NA,0.274009317159653,-0.989829897880554,3.42511646449566,-14.1404271125793,0.28571429,0.625,0.46666667,1,1,1,0.53333333,0.66666667,0,0,3,0,1,2,0,3,0,1,0,0.33333333,0.66666667,0,14.7268679513092,20,57.15514,20,80,47.68591,80,80,76.41572,77.2444,80,64.86088,80,-1.93199,1.17911,141.88,-27.14,-19.68,106.82,139.26,139.32,140.1,122.62,152.74,NA,NA,NA,124.688,120.401333333333,134.982666666667,0.06666667,NA,0.46666667,0.46666667,98.3000030517578,NA,97.5,86.3571428571429,5.37042760848999,NA,10.020514351981,0.0820321525846209,7.97764444351196,NA,4.81814847673689,1.52415016719273,-0.0210469514131546,NA,0.298238605260849,-1.0048717148602,-2.10469514131546,NA,4.26055150372641,-14.3553102122886,0.33333333,0.55555556,0.46666667,1,1,1,0.6,16.33333333,0.06666667,NA,0.46666667,0.46666667,98.5011978149414,NA,97.6551426478795,86.4989275251116,5.27012014389038,NA,9.59907858712333,-0.495813914707729,7.39497995376587,NA,3.86340141296387,0.218705126217433,-0.0210469514131546,NA,0.298238605260849,-1.0048717148602,-2.10469514131546,NA,4.26055150372641,-14.3553102122886,0.33333333,0.55555556,0.46666667,1,1,1,0.6,3,90.3582865397135,1.60796546936035,0,0,105.778,1,0.33333333,"2024-08-04",0
