"PlayerName","playerid","Date","Opp","teamid","season","Team","HomeAway","Age","W","L","ERA","G","GS","QS","CG","ShO","SV","HLD","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","BK","SO","K/9","BB/9","H/9","K/BB","IFH%","BUH%","GB","FB","LD","IFFB","IFH","BU","BUH","K%","BB%","K-BB%","SIERA","HR/9","AVG","WHIP","BABIP","LOB%","FIP","E-F","xFIP","ERA-","FIP-","xFIP-","GB/FB","LD%","GB%","FB%","IFFB%","HR/FB","RS","RS/9","Balls","Strikes","Pitches","WPA","-WPA","+WPA","RE24","REW","pLI","inLI","gmLI","exLI","Pulls","Games","WPA/LI","Clutch","SD","MD","FB%1","FBv","SL%","SLv","CH%","CHv","XX%","wFB","wSL","wCH","wFB/C","wSL/C","wCH/C","O-Swing%","Z-Swing%","Swing%","O-Contact%","Z-Contact%","Contact%","Zone%","F-Strike%","SwStr%","Pull","Cent","Oppo","Soft","Med","Hard","bipCount","Pull%","Cent%","Oppo%","Soft%","Med%","Hard%","tERA","GSv2","pb_o_CH","pb_s_CH","pb_c_CH","pb_o_FF","pb_s_FF","pb_c_FF","pb_o_SI","pb_s_SI","pb_c_SI","pb_o_SL","pb_s_SL","pb_c_SL","pb_o_FS","pb_s_FS","pb_c_FS","pb_overall","pb_stuff","pb_command","pb_xRV100","pb_ERA","sp_s_CH","sp_l_CH","sp_p_CH","sp_s_FF","sp_l_FF","sp_p_FF","sp_s_SI","sp_l_SI","sp_p_SI","sp_s_SL","sp_l_SL","sp_p_SL","sp_s_FS","sp_l_FS","sp_p_FS","sp_stuff","sp_location","sp_pitching","pfxFA%","pfxFS%","pfxSI%","pfxSL%","pfxCH%","pfxvFA","pfxvFS","pfxvSI","pfxvSL","pfxvCH","pfxFA-X","pfxFS-X","pfxSI-X","pfxSL-X","pfxCH-X","pfxFA-Z","pfxFS-Z","pfxSI-Z","pfxSL-Z","pfxCH-Z","pfxwFA","pfxwFS","pfxwSI","pfxwSL","pfxwCH","pfxwFA/C","pfxwFS/C","pfxwSI/C","pfxwSL/C","pfxwCH/C","pfxO-Swing%","pfxZ-Swing%","pfxSwing%","pfxO-Contact%","pfxZ-Contact%","pfxContact%","pfxZone%","pfxPace","piCH%","piFA%","piFC%","piFS%","piSI%","piSL%","pivCH","pivFA","pivFC","pivFS","pivSI","pivSL","piCH-X","piFA-X","piFC-X","piFS-X","piSI-X","piSL-X","piCH-Z","piFA-Z","piFC-Z","piFS-Z","piSI-Z","piSL-Z","piwCH","piwFA","piwFC","piwFS","piwSI","piwSL","piwCH/C","piwFA/C","piwFC/C","piwFS/C","piwSI/C","piwSL/C","piO-Swing%","piZ-Swing%","piSwing%","piO-Contact%","piZ-Contact%","piContact%","piZone%","Events","EV","LA","Barrels","Barrel%","maxEV","HardHit","HardHit%","gamedate","dh"
"A.J. Puk",19343,"2024-09-28","SDP",15,2024,"ARI","H",29,0,1,81.0000844896721,1,0,0,0,0,0,0,0,0.1,4,3,3,3,2,0,0,0,0,0,0,0,0,81.0000844896721,0,0,0,0,2,2,0,0,0,0,0,0,0,8.41372908401489,54.0000563264481,0.75,9.00000938774135,0.5,0,81.1665611387148,-0.166476649042679,12.2385396785169,1937.22802745702,2028.02672242841,297.542650377296,0,0.5,0,0.5,0,1,0,0,1,8,9,-0.519460022449493,-0.522199988365173,0.00273999944329262,-2.83500003814697,-0.286363631486893,1.30599999427795,0.908999979496002,1.817999958992,0.0740000009536743,1,1,-0.337172955274582,-0.0605759151124248,0,1,0.55555556,96.8,0.44444444,84.25,NA,NA,NA,-0.391548544168472,-2.60177803039551,NA,-7.83097088336944,-65.0444507598877,NA,0,0.71428571,0.55555556,NA,1,1,0.77777778,0.75,0,2,2,0,1,1,2,4,0.5,0.5,0,0.25,0.25,0.5,154.838538125409,NA,NA,NA,NA,79.29346,74.287,76.58765,NA,NA,NA,80,52.60657,80,NA,NA,NA,80,67.28019,80,-2.35879,0.53891,NA,NA,NA,103.62,110.82,122.82,NA,NA,NA,115.44,115.84,128.38,NA,NA,NA,108.873333333333,113.051111111111,125.291111111111,0.55555556,NA,NA,0.44444444,NA,96.7799987792969,NA,NA,84.375,NA,8.52052993774414,NA,NA,-3.56424856185913,NA,7.73707046508789,NA,NA,-0.20044794678688,NA,-0.398118477314711,NA,NA,-2.60145193338394,NA,-7.96236954629421,NA,NA,-65.0362983345985,NA,0,0.625,0.55555556,NA,1,1,0.88888889,16.8,NA,0.55555556,NA,NA,NA,0.44444444,NA,96.3921813964844,NA,NA,NA,83.9828262329102,NA,7.48185424804687,NA,NA,NA,-4.85968017578125,NA,6.71509780883789,NA,NA,NA,-1.58976423740387,NA,-0.398118477314711,NA,NA,NA,-2.60145193338394,NA,-7.96236954629421,NA,NA,NA,-65.0362983345985,0,0.625,0.55555556,NA,1,1,0.88888889,4,91.5817947387695,20.8905220031738,2,0.5,106.615,3,0.75,"2024-09-28",0
"A.J. Puk",19343,"2024-09-27","SDP",15,2024,"ARI","H",29,0,0,0,1,0,0,0,0,0,0,0,1,5,1,0,0,0,1,0,0,0,0,0,0,9,9,0,0,0,1,1,2,0,0,0,0,0,0.2,-0.2,8.77520908401489,0,0.25,2,0.25,1,6.1664797782898,-6.1664797782898,7.67848818451166,0,155.783688266796,187.345706390858,1,0.5,0.25,0.25,0,0,0,0,10,11,21,0.0293400026857853,-0.0178399961441755,0.0471799969673157,0.511000037193298,0.051616158336401,0.570800006389618,0.502000033855438,0.502000033855438,0.299999982118607,1,1,0.0182412918657064,0.0331602539600628,0,0,0.33333333,96.28571429,0.66666667,83.92857143,NA,NA,NA,-0.19422422349453,-0.1244777739048,NA,-2.77463176420757,-0.88912695646286,NA,0.16666667,0.55555556,0.33333333,1,1,1,0.42857143,0.6,0,2,1,1,0,3,1,4,0.5,0.25,0.25,0,0.75,0.25,13.5111744368734,NA,NA,NA,NA,24.20332,68.62614,20,NA,NA,NA,80,52.3274,80,NA,NA,NA,66.74893,62.5644,65.28147,-0.91514,2.70438,NA,NA,NA,101.04,41.28,44.76,NA,NA,NA,105.14,137.52,151.62,NA,NA,NA,103.773333333333,105.44,116,0.33333333,NA,NA,0.66666667,NA,96.1857125418527,NA,NA,83.9428536551339,NA,7.80356052943638,NA,NA,-2.80047171456473,NA,7.82674843924386,NA,NA,-0.584360190800258,NA,-0.199184954166412,NA,NA,-0.125863529741764,NA,-2.84549934523446,NA,NA,-0.899025212441172,NA,0.11111111,0.5,0.33333333,1,1,1,0.57142857,19.1875,NA,0.33333333,NA,NA,NA,0.66666667,NA,95.8863438197545,NA,NA,NA,83.6429530552455,NA,6.51218577793666,NA,NA,NA,-4.05307061331613,NA,6.73477172851562,NA,NA,NA,-2.06703295026507,NA,-0.199184954166412,NA,NA,NA,-0.125863529741764,NA,-2.84549934523446,NA,NA,NA,-0.899025212441172,0.1,0.54545455,0.33333333,1,1,1,0.52380952,4,80.2112503051758,18.1968536376953,0,0,96.2777,1,0.25,"2024-09-27",0
"A.J. Puk",19343,"2024-09-25","SFG",15,2024,"ARI","H",29,0,0,0,1,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,0,1,0,0,0,0,0,0.66666667,0,0.66666667,-0.078604246671107,0,0,0,0,1,-0.833520221710205,0.833520221710205,0.678488184511662,0,-18.9588053599737,18.1856412207288,0,0,0,1,0,0,3,27,6,10,16,0.0224799867719412,0,0.0224799867719412,0.510999977588654,0.0516161620616913,0.293333321809769,0.231333330273628,0.550000011920929,0.0299999993294477,1,1,0.0761923715472221,0.000443950004135107,0,0,0.5625,96.44444444,0.4375,85.28571429,NA,NA,NA,0.83567613363266,-0.0645453855395317,NA,9.28529037369622,-0.922076936279024,NA,0.25,0.5,0.375,0.5,1,0.83333333,0.5,0.66666667,0.0625,0,1,0,1,0,0,1,0,1,0,1,0,0,-1.73209372896022,NA,NA,NA,NA,80,65.62376,73.24392,20,44.23302,20,59.63698,66.04625,54.58694,NA,NA,NA,72.60286,66.94036,62.01841,-1.27882,2.15886,NA,NA,NA,109.44,104.56,113,102.68,44.1,53.84,136,123.34,142.02,NA,NA,NA,120.6375,108.9975,121.99875,0.5,NA,0.0625,0.4375,NA,96.4499969482422,NA,96.9000015258789,85.1714303152902,NA,8.42665100097656,NA,11.0998687744141,-2.46789305550712,NA,7.42413997650146,NA,3.50671434402466,-0.355004685265677,NA,0.87207979336381,NA,-0.0242429338395596,-0.0679898820817471,NA,10.9009974170476,NA,-2.42429338395596,-0.971284029739244,NA,0.28571429,0.44444444,0.375,0.5,1,0.83333333,0.5625,17.07692308,NA,0.5,NA,NA,0.0625,0.4375,NA,96.146484375,NA,NA,96.540901184082,84.836661202567,NA,7.43263006210327,NA,NA,10.565899848938,-3.85208702087402,NA,6.29931640625,NA,NA,2.05451989173889,-1.90137726919992,NA,0.87207979336381,NA,NA,-0.0242429338395596,-0.0679898820817471,NA,10.9009974170476,NA,NA,-2.42429338395596,-0.971284029739244,0.28571429,0.44444444,0.375,0.5,1,0.83333333,0.5625,1,52.2369995117188,43.3299293518066,0,0,52.237,0,0,"2024-09-25",0
"A.J. Puk",19343,"2024-09-21","@MIL",15,2024,"ARI","A",29,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,1,0,0,0,0,0,0,0.66666667,0,0.66666667,-0.412826469756885,0,0,0,0,1,-0.833520221710205,0.833520221710205,-0.833520221710205,0,-18.9588053599737,-18.3531359984531,1,0,1,0,0,0,0,0,2,9,11,0.0075679998844862,0,0.0075679998844862,0.499000012874603,0.051258347928524,0.0996000021696091,0.199200004339218,0.199200004339218,NA,0,1,0.0770931169390678,-0.00110918401104808,0,0,0.72727273,96.75,0.27272727,85,NA,NA,NA,0.467795521020889,0.276914894580841,NA,5.84744401276112,9.23049648602803,NA,0.57142857,0.25,0.45454545,0.25,1,0.4,0.36363636,0.66666667,0.27272727,0,1,0,0,1,0,1,0,1,0,0,1,0,-1.61607952611381,NA,NA,NA,NA,80,66.26338,80,20,42.67667,20,80,56.24406,80,NA,NA,NA,76.26015,58.56261,75.86277,-1.50603,1.81805,NA,NA,NA,115,110.7,122.24,91.18,40.96,40.08,121.706666666667,167.966666666667,178.566666666667,NA,NA,NA,112.498181818182,113.638181818182,122.663636363636,0.54545455,NA,0.18181818,0.27272727,NA,96.9833374023438,NA,96.1499938964844,85,NA,7.89562479654948,NA,10.0740242004395,-3.03597513834635,NA,7.60415204366048,NA,4.54878711700439,-1.3172562122345,NA,0.53244511783123,NA,-0.0592916384339333,0.280025321990252,NA,8.87408529718717,NA,-2.96458192169666,9.33417739967505,NA,0.5,0.4,0.45454545,0.33333333,0.5,0.4,0.45454545,16.75,NA,0.54545455,NA,NA,0.18181818,0.27272727,NA,96.6203308105469,NA,NA,95.7441482543945,84.5915018717448,NA,7.05954360961914,NA,NA,9.74111938476562,-4.17391999562581,NA,6.6157283782959,NA,NA,3.72208499908447,-2.71444670359294,NA,0.53244511783123,NA,NA,-0.0592916384339333,0.280025321990252,NA,8.87408529718717,NA,NA,-2.96458192169666,9.33417739967505,0.5,0.4,0.45454545,0.33333333,0.5,0.4,0.45454545,1,75.7182693481445,8.13970756530762,0,0,75.7183,0,0,"2024-09-21",0
"A.J. Puk",19343,"2024-09-20","@MIL",15,2024,"ARI","A",29,0,0,0,1,0,0,0,0,1,0,0,1,4,1,0,0,0,0,0,0,0,0,3,27,0,9,3,1,0,1,0,0,0,1,0,0,0.75,0,0.75,-0.374583415985107,0,0.25,1,1,1,-2.8335202217102,2.8335202217102,-2.8335202217102,0,-68.8852321104793,-66.6845831899186,1,0,1,0,0,0,0,0,2,12,14,0.0407660007476807,-0.0102760000154376,0.0510419979691505,0.499000012874603,0.0512583442032337,0.52114999294281,0.907800018787384,0.907800018787384,NA,0,1,0.0239891558885574,0.054234006923908,0,0,0.57142857,97.125,0.42857143,85.83333333,NA,NA,NA,-0.228942677378654,0.563927471637726,NA,-2.86178346723318,9.3987911939621,NA,0.66666667,0.5,0.57142857,0,0.25,0.125,0.57142857,0.75,0.5,1,0,0,1,0,0,1,1,0,0,1,0,0,-1.93622712603688,NA,NA,NA,NA,74.30734,63.38448,76.0855,80,49.1823,80,78.9951,57.79166,67.27639,NA,NA,NA,80,61.45211,80,-2.06317,0.98234,NA,NA,NA,113.12,106.18,111.48,80.5,128.16,119.72,119.68,146.04,158.48,NA,NA,NA,113.569333333333,123.589333333333,130.829333333333,0.5,NA,0.07142857,0.42857143,NA,97.0571463448661,NA,97,85.8499959309896,NA,7.93806403023856,NA,8.65278625488281,-1.44534079233805,NA,7.54039873395647,NA,5.43456888198853,-1.48939148585002,NA,-0.273207403719425,NA,0.039364367723465,0.558935217559338,NA,-3.9029629102775,NA,3.9364367723465,9.31558695932229,NA,0.71428571,0.42857143,0.57142857,0,0.33333333,0.125,0.5,17.6,NA,0.57142857,NA,NA,NA,0.42857143,NA,96.7117156982422,NA,NA,NA,85.5123494466146,NA,6.9422435760498,NA,NA,NA,-2.77492841084798,NA,6.23339366912842,NA,NA,NA,-3.01082324981689,NA,-0.23384303599596,NA,NA,NA,0.558935217559338,NA,-2.9230379499495,NA,NA,NA,9.31558695932229,0.8,0.44444444,0.57142857,0,0.25,0.125,0.64285714,1,76.0724639892578,-45.5924835205078,0,0,76.0725,0,0,"2024-09-20",0
"A.J. Puk",19343,"2024-09-19","@MIL",15,2024,"ARI","A",29,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,18,0,0,2,0,0,0,1,0,0,0,0,0,0.66666667,0,0.66666667,-0.078604246671107,0,0,0,0,1,-0.833520221710205,0.833520221710205,0.678488184511662,0,-18.9588053599737,18.1856412207288,0,0,0,1,0,0,0,0,4,10,14,0.0277960002422333,0,0.0277960002422333,0.499000012874603,0.051258347928524,0.365466684103012,0.598200023174286,0.598200023174286,0.43860000371933,1,1,0.0763289704918861,-0.000272789583208366,0,0,0.64285714,96.77777778,0.35714286,85.4,NA,NA,NA,0.478744775056839,0.292385965585709,NA,5.31938638952043,5.84771931171417,NA,0.33333333,0.375,0.35714286,0.5,0.66666667,0.6,0.57142857,1,0.14285714,0,0,1,0,1,0,1,0,0,1,0,1,0,-1.73209372896022,NA,NA,NA,NA,72.63584,60.36877,75.27734,NA,NA,NA,77.49559,65.34101,75.84917,NA,NA,NA,80,62.68172,80,-1.8077,1.36554,NA,NA,NA,117.24,113.84,113.94,NA,NA,NA,126.9,143.98,171.54,NA,NA,NA,119.291428571429,125.555714285714,135.277142857143,0.64285714,NA,NA,0.35714286,NA,96.6555582682292,NA,NA,85.2,NA,7.9994388156467,NA,NA,-2.12124366760254,NA,7.44448682996962,NA,NA,-0.141943120956421,NA,0.526117242872715,NA,NA,0.295941267162561,NA,5.84574714303017,NA,NA,5.91882534325123,NA,0.25,0.4,0.35714286,0,0.75,0.6,0.71428571,18.90909091,NA,0.64285714,NA,NA,NA,0.35714286,NA,96.3580796983507,NA,NA,NA,84.8540832519531,NA,7.06392118665907,NA,NA,NA,-3.30580215454102,NA,6.46572452121311,NA,NA,NA,-1.60814399719238,NA,0.526117242872715,NA,NA,NA,0.295941267162561,NA,5.84574714303017,NA,NA,NA,5.91882534325123,0.25,0.4,0.35714286,0,0.75,0.6,0.71428571,1,75.6159591674805,27.5132083892822,0,0,75.616,0,0,"2024-09-19",0
"A.J. Puk",19343,"2024-09-16","@COL",15,2024,"ARI","A",29,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,1,0,0,0,0,0,0.33333333,0,0.33333333,1.87828464271067,0,0,0,0,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,30.967621390532,66.5170884121943,1,0,0.5,0.5,0,0,0,0,3,9,12,0.114263996481895,0,0.114263996481895,0.629000008106232,0.0547432526946068,1.40186667442322,1.51760005950928,0.866400003433228,1.1327999830246,1,1,0.0815937742590904,-8.53123157261715e-05,1,0,0.5,96.5,0.5,84.66666667,NA,NA,NA,0.300865858793259,0.427355200052261,NA,5.01443097988764,7.12258666753769,NA,0.2,0.71428571,0.5,0,1,0.83333333,0.58333333,0.66666667,0.08333333,0,1,1,0,2,0,2,0,0.5,0.5,0,1,0,-0.374583730351145,NA,NA,NA,NA,80,59.95545,80,NA,NA,NA,72.39529,50.45695,77.333,NA,NA,NA,80,56.8153,80,-2.25142,0.69996,NA,NA,NA,111.52,112.72,107.1,NA,NA,NA,127.24,116,138.02,NA,NA,NA,119.38,114.36,122.56,0.5,NA,NA,0.5,NA,96.4000040690104,NA,NA,84.4833323160807,NA,6.1276969909668,NA,NA,-2.24295043945312,NA,6.50931167602539,NA,NA,-0.418160041173299,NA,0.304220661520958,NA,NA,0.42114644497633,NA,5.07034435868263,NA,NA,7.01910741627216,NA,0.2,0.71428571,0.5,0,1,0.83333333,0.58333333,19,NA,0.5,NA,NA,NA,0.5,NA,96.630137125651,NA,NA,NA,84.6713002522786,NA,4.7839199701945,NA,NA,NA,-3.67047500610352,NA,6.24303690592448,NA,NA,NA,-0.882925033569336,NA,0.304220661520958,NA,NA,NA,0.42114644497633,NA,5.07034435868263,NA,NA,NA,7.01910741627216,0.2,0.71428571,0.5,0,1,0.83333333,0.58333333,2,85.7027587890625,13.5910739898682,0,0,86.4957,0,0,"2024-09-16",0
"A.J. Puk",19343,"2024-09-15","MIL",15,2024,"ARI","H",29,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,1,0,0,0,0,0,0.33333333,0,0.33333333,1.87828464271067,0,0,0,0,1,1.1664797782898,-1.1664797782898,2.67848818451166,0,30.967621390532,66.5170884121943,1,0,0.5,0.5,0,0,1,9,3,8,11,0.0530800223350525,0,0.0530800223350525,0.510999977588654,0.0516161620616913,0.695999979972839,0.913999974727631,0.913999974727631,2.33200001716614,1,1,0.0763936117291451,-0.000129209627978494,0,0,0.63636364,96.28571429,0.36363636,84.75,NA,NA,NA,0.483068525791168,0.245152533054352,NA,6.90097893987383,6.1288133263588,NA,0,0.66666667,0.54545455,NA,0.66666667,0.66666667,0.81818182,0.66666667,0.18181818,0,2,0,1,1,0,2,0,1,0,0.5,0.5,0,-0.374583730351145,NA,NA,NA,NA,80,69.26859,80,50.44989,71.13443,33.51501,80,61.93226,80,NA,NA,NA,80,68.22146,80,-4.50148,-2.67513,NA,NA,NA,128.42,213.76,228.14,100.7,106.88,108.2,111.66,146.8,164.96,NA,NA,NA,117.285454545455,169.978181818182,183.358181818182,0.45454545,NA,0.18181818,0.36363636,NA,96.1799987792969,NA,95.6999969482422,84.5749969482422,NA,7.99827880859375,NA,11.286060333252,-1.6053352355957,NA,8.35166091918945,NA,4.46626853942871,0.0904442667961121,NA,0.30887209251523,NA,0.17969099059701,0.248160645365715,NA,6.1774418503046,NA,8.98454952985048,6.20401613414288,NA,0,0.66666667,0.54545455,NA,0.66666667,0.66666667,0.81818182,18.25,NA,0.45454545,NA,NA,0.18181818,0.36363636,NA,96.0370361328125,NA,NA,95.5836486816406,84.4042739868164,NA,6.94625244140625,NA,NA,10.5377998352051,-2.82075500488281,NA,7.49505386352539,NA,NA,3.49327993392944,-1.25220596790314,NA,0.30887209251523,NA,NA,0.17969099059701,0.248160645365715,NA,6.1774418503046,NA,NA,8.98454952985048,6.20401613414288,0,0.75,0.54545455,NA,0.66666667,0.66666667,0.72727273,2,76.2914810180664,-7.02395057678223,0,0,92.6493,0,0,"2024-09-15",0
"A.J. Puk",19343,"2024-09-13","MIL",15,2024,"ARI","H",29,0,0,0,1,0,0,0,0,0,0,0,1,6,1,0,0,0,2,1,0,0,0,1,9,18,9,0.5,0,0,1,2,0,0,0,0,0,0.16666667,0.33333333,-0.16666667,9.29281241806656,0,0.25,3,0.333333333333333,1,7.1664797782898,-7.1664797782898,10.1904965907335,0,180.746901642049,248.050207205773,0.5,0,0.333333333,0.666666666,0,0,0,0,9,16,25,0.0390799976885319,-0.049919992685318,0.0889999866485596,0.511000037193298,0.0516161657869816,1.0366667509079,0.674000024795532,0.674000024795532,NA,0,1,-0.00278431153856218,0.0404820554416112,0,0,0.64,96.125,0.36,85.11111111,NA,NA,0.16,-0.397575706243515,0.0914853662252426,NA,-2.48484816402197,1.01650406916936,NA,0.33333333,0.7,0.48,0.4,1,0.75,0.4,0.5,0.12,0,1,2,0,2,1,3,0,0.33333333,0.66666667,0,0.66666667,0.33333333,4.89178598199351,NA,NA,NA,NA,80,68.84806,80,20,49.20963,20,63.60791,54.95278,56.21143,NA,NA,NA,77.93977,64.04943,77.22017,-1.61038,1.66152,NA,NA,NA,124.52,127.1,138.52,99.04,-15.9,-8.85999999999999,111.04,114.5,135.52,NA,NA,NA,118.648,116.844,131.5448,0.6,NA,0.04,0.36,NA,96.1399983723958,NA,95.6999969482422,85.0777791341146,NA,7.73479207356771,NA,11.5659494400024,-2.52031453450521,NA,8.25757649739583,NA,3.58814811706543,-0.58144908481174,NA,-0.310811564326286,NA,-0.0483221560716629,0.088565070182085,NA,-2.07207709550858,NA,-4.83221560716629,0.9840563353565,NA,0.33333333,0.61538462,0.48,0.5,0.875,0.75,0.52,18.75,NA,0.6,NA,NA,0.04,0.36,NA,96.1027262369792,NA,NA,95.6811981201172,85.0105997721354,NA,6.61412200927734,NA,NA,10.1976003646851,-3.78422758314345,NA,7.22667643229167,NA,NA,2.06213998794556,-2.03149562411838,NA,-0.310811564326286,NA,NA,-0.0483221560716629,0.088565070182085,NA,-2.07207709550858,NA,NA,-4.83221560716629,0.9840563353565,0.33333333,0.61538462,0.48,0.5,0.875,0.75,0.52,3,89.9103800455729,22.3087056477865,0,0,94.9883,0,0,"2024-09-13",0
"A.J. Puk",19343,"2024-09-10","TEX",15,2024,"ARI","H",29,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,27,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,-0.337270915985107,0,0,0,0,1,-2.8335202217102,2.8335202217102,-2.8335202217102,0,-68.8852321104793,-66.6845831899186,0,0,0,0,0,0,2,18,5,13,18,0.023800004273653,0,0.023800004273653,0.510999977588654,0.0516161620616913,0.304666668176651,0.502000033855438,0.502000033855438,0.0719999969005585,1,1,0.0784947350621223,-0.000376559496381171,0,0,0.55555556,96.5,0.44444444,85.875,NA,NA,NA,0.278504967689514,0.509115099906921,NA,2.78504967689514,6.36393874883652,NA,0.44444444,0.66666667,0.55555556,0.75,0.5,0.6,0.5,0.66666667,0.22222222,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,-2.8361850727272,NA,NA,NA,NA,80,68.11622,64.31507,NA,NA,NA,60.9779,61.95591,53.71359,NA,NA,NA,79.63751,68.01191,63.55463,-1.71586,1.5033,NA,NA,NA,125.3,117.32,127.5,NA,NA,NA,120.6,108.08,129.64,NA,NA,NA,123.211111111111,113.213333333333,128.451111111111,0.55555556,NA,NA,0.44444444,NA,96.4400024414062,NA,NA,85.7750015258789,NA,7.49253540039062,NA,NA,-1.56054437160492,NA,8.13206787109375,NA,NA,0.00635449774563313,NA,0.281337670981884,NA,NA,0.514964375644922,NA,2.81337670981884,NA,NA,6.43705469556153,NA,0.375,0.7,0.55555556,0.66666667,0.57142857,0.6,0.55555556,17.86666667,NA,0.55555556,NA,NA,NA,0.44444444,NA,96.5009033203125,NA,NA,NA,85.8255920410156,NA,6.63764572143555,NA,NA,NA,-2.79514622688293,NA,7.30285186767578,NA,NA,NA,-1.29886317253113,NA,0.281337670981884,NA,NA,NA,0.514964375644922,NA,2.81337670981884,NA,NA,NA,6.43705469556153,0.375,0.7,0.55555556,0.66666667,0.57142857,0.6,0.55555556,0,NA,NA,0,NA,NA,0,NA,"2024-09-10",0
